PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Bogataj, M; Bagajewicz, MJ				Bogataj, Milos; Bagajewicz, Miguel J.			Synthesis of non-isothermal heat integrated water networks in chemical processes	COMPUTERS & CHEMICAL ENGINEERING												This paper presents a new approach for the simultaneous synthesis and optimization of heat integrated water networks. A new superstructure for heat exchanger network (HEN) synthesis is proposed. The procedure is based on mixed integer non-linear mathematical programming (MINLP). Four relevant examples are presented to illustrate various aspects of the proposed approach. (C) 2008 Elsevier Ltd. All rights reserved.																			0098-1354					DEC 22	2008	32	12					3130	3142		10.1016/j.compchemeng.2008.05.006	http://dx.doi.org/10.1016/j.compchemeng.2008.05.006													WOS:000260657800027
J	COHEN, MH; ANDREOU, AG				COHEN, MH; ANDREOU, AG			CURRENT-MODE SUBTHRESHOLD MOS IMPLEMENTATION OF THE HERAULT-JUTTEN AUTOADAPTIVE NETWORK	IEEE JOURNAL OF SOLID-STATE CIRCUITS												In this paper we explore translinear circuits in subthreshold MOS technology and current-mode design techniques for the implementation of neuromorphic analog network processing. The architecture, also known as the Herault-Jutten (H-J) network, performs an independent component analysis and is essentially a continuous-time recursive linear adaptive filter. Analog I/O interface, weight coefficients, and adaptation blocks are all integrated on the chip. A small network with six neurons and 30 synapses was fabricated in a 2-mu-n-well double-polysilicon, double-metal CMOS process. Circuit designs at the transistor level yield area-efficient implementations for neurons, synapses, and the adaptation blocks. We discuss the design methodology and constraints as well as test results from the fabricated chips.					Andreou, Andreas G/KFS-6714-2024	Andreou, Andreas G/0000-0003-3826-600X													0018-9200	1558-173X				MAY	1992	27	5					714	727		10.1109/4.133158	http://dx.doi.org/10.1109/4.133158													WOS:A1992HP27000004
J	Lin, DQ; Zhang, QL; Yao, SJ				Lin, Dong-Qiang; Zhang, Qi-Lei; Yao, Shan-Jing			Model-assisted approaches for continuous chromatography: Current situation and challenges	JOURNAL OF CHROMATOGRAPHY A												Continuous bioprocessing is a promising trend in biopharmaceutical production, and multi-column continuous chromatography shows advantages of high productivity, high resin capacity utilization, small footprint, low buffer consumption and less waste. Due to the complexity and dynamic nature of continuous processing, traditional experiment-based approaches are often time-consuming and inefficient. In this review, model-assisted approaches were focused and their applications in continuous chromatography process development, validation and control were discussed. Chromatographic models are useful in describing particular process performances of continuous capture and polishing with multi-column chromatography. Model-assisted tools showed powerful ability in evaluating multiple operating parameters and identifying optimal points over the entire design space. The residence time distribution models, model-assisted process analytical technologies and model-predictive control strategies were also developed to reveal the propagation of disturbances, enhance real time monitor and achieve adaptive control to match the transient disturbances and deviations of continuous processes. Moreover, artificial neural networks and machine learning concepts were integrated into modeling approaches to improve data treatment. In general, further development in research and applications of model-assisted approaches for continuous chromatography are needed urgently to support the continuous manufacturing. (C) 2020 Elsevier B.V. All rights reserved.					Lin, Dong-Qiang/A-1897-2010	Lin, Dong-Qiang/0000-0002-0504-8391													0021-9673	1873-3778				JAN 25	2021	1637								461855	10.1016/j.chroma.2020.461855	http://dx.doi.org/10.1016/j.chroma.2020.461855		JAN 2021						33445032					WOS:000616104700003
C	Hussain, S; Islam, MR; Shakshuki, E; Zaman, MS				Hussain, Sajid; Islam, M. Rafiqul; Shakshuki, Elhadi; Zaman, M. S.			Agent-based petroleum offshore monitoring using sensor networks	SEVENTEENTH INTERNATIONAL CONFERENCE ON DATABASE AND EXPERT SYSTEMS APPLICATIONS, PROCEEDINGS	International Workshop on Database and Expert Systems Applications-DEXA				17th International Conference on Database and Expert Systems Applications	SEP 04-08, 2006	Cracow, POLAND	DEXA Assoc, Austrian Comp Soc, Res Inst Appl Knowledge Proc, Andrzej Frycz Modrzewski Cracow Coll, FAW Software Engn Gem GmbH				This paper investigates the architecture and design of agent-based sensor networks for petroleum offshore monitoring. A few challenges to monitor the reservoir, wellbore and wellhead are identified. Moreover, the necessary components for a reliable, precise, and accurate monitoring are suggested. The paper describes the architecture of the routing agent and discusses the cross layer optimization issues for query processing. The paper also provides the software design and components for a web-based continuous monitoring application.						Shakshuki, Elhadi/0000-0002-0226-075X													1529-4188		0-7695-2641-1				2006							103	+		10.1109/DEXA.2006.22	http://dx.doi.org/10.1109/DEXA.2006.22													WOS:000242043300019
J	Rao, HX; Liu, F; Peng, H; Xu, Y; Lu, RQ				Rao, Hongxia; Liu, Fen; Peng, Hui; Xu, Yong; Lu, Renquan			Observer-Based Impulsive Synchronization for Neural Networks With Uncertain Exchanging Information	IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS												This article investigates synchronization for a group of discrete-time neural networks (NNs) with the uncertain exchanging information, which is caused by the uncertain connection weights among the NNs nodes, and they are transformed into a norm-bounded uncertain Laplacian matrix. Distributed impulsive observers, which possess the advantage of reducing the communication load among NNs nodes, are designed to observe the NNs state. The impulsive controller is proposed to improve the efficiency of the controller. An impulsive augmented error system (IAES) is obtained based on the matrix Kronecker product. A sufficient condition is established to ensure synchronization of the group of NNs by proving the stability of the IAES. An iterative algorithm is given to obtain a suboptimal allowed interval of the impulsive signal, and the corresponding gains of the observer and the controller are derived. The developed result is illustrated by a numerical example.																			2162-237X	2162-2388				OCT	2020	31	10					3777	3787		10.1109/TNNLS.2019.2946151	http://dx.doi.org/10.1109/TNNLS.2019.2946151								31751287					WOS:000576436600001
J	Zhang, YN; Ma, WM; Cai, BH				Zhang, Yunong; Ma, Weimu; Cai, Binghuang			From Zhang Neural Network to Newton Iteration for Matrix Inversion	IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS												Different from gradient-based neural networks, a special kind of recurrent neural network (RNN) has recently been proposed by Zhang et al. for online matrix inversion. Such an RNN is designed based on a matrix-valued error function instead of a scalar-valued error function. In addition, it was depicted in an implicit dynamics instead of an explicit dynamics. In this paper, we develop and investigate a discrete-time model of Zhang neural network (termed as such and abbreviated as ZNN for presentation convenience), which is depicted by a system of difference equations. Comparing with Newton iteration for matrix inversion, we find that the discrete-time ZNN model incorporates Newton iteration as its special case. Noticing this relation, we perform numerical comparisons on different situations of using ZNN and Newton iteration for matrix inversion. Different kinds of activation functions and different step-size values are examined for superior convergence and better stability of ZNN. Numerical examples demonstrate the efficacy of both ZNN and Newton iteration for online matrix inversion.						Cai, Binghuang/0000-0002-0348-0690													1549-8328	1558-0806				JUL	2009	56	7					1405	1415		10.1109/TCSI.2008.2007065	http://dx.doi.org/10.1109/TCSI.2008.2007065													WOS:000268021100005
J	Fang, YC; Xu, HY; Fard, N				Fang, Yuanchen; Xu, Huyang; Fard, Nasser			Neural Network-WPCA Based Method for Multi-Objective Optimal Redundancy Allocation	INTERNATIONAL JOURNAL OF RELIABILITY QUALITY & SAFETY ENGINEERING												For systems with multiple redundancies, reliability evaluation in the redundancy allocation problem (RAP) constitutes a computational complexity. It has been demonstrated that neural network training provides an efficient approach to estimate the complex system reliability function. When executing the neural network algorithm, there are many parameters that need to be determined for improving the training performance. Therefore, robust experimental design method can be used to determine the neural network parameters. The traditional robust design methods are intended for a single response variable. However, the application of neural network method includes more than one measurement, such as estimation accuracy and time efficiency. In this paper, utility function is first estimated by neural network training, in which the algorithm parameters are determined by weighted principal component (WPCA)-based multi-response optimization which simultaneously optimizes more than one training performance measurements. Moreover, it is always desirable to simultaneously optimize several objectives in designing a system, such as reliability, cost, etc. Therefore, continuous WPCA-based multi-response design is then applied to obtain the best design of redundancies in RAP, which simultaneously optimize multiple objectives by taking into account the correlations between them.																			0218-5393	1793-6446				OCT	2017	24	5								10.1142/S0218539317500243	http://dx.doi.org/10.1142/S0218539317500243													WOS:000411823100004
J	Hamilton, R; Caceres, JP; Nanou, C; Platz, C				Hamilton, Robert; Caceres, Juan-Pablo; Nanou, Chryssie; Platz, Chris			Multi-modal musical environments for mixed-reality performance	JOURNAL ON MULTIMODAL USER INTERFACES												This article describes a series of multi-modal networked musical performance environments designed and implemented for concert presentation at the Torino-Milano (MiTo) Festival (Settembre musica, 2009, http://www.mitosettembremusica.it/en/home.html) between 2009 and 2010. Musical works, controlled by motion and gestures generated by in-engine performer avatars will be discussed with specific consideration given to the multi-modal presentation of mixed-reality works, combining both software-based and real-world traditional musical instruments.																			1783-7677	1783-8738				DEC	2011	4	3-4					147	156		10.1007/s12193-011-0069-1	http://dx.doi.org/10.1007/s12193-011-0069-1													WOS:000309997600003
C	Wang, L; Thiemjarus, S; Lo, B; Yang, GZ			IEEE	Wang, Lei; Thiemjarus, Surapa; Lo, Benny; Yang, Guang-Zhong			Toward A Mixed-Signal Reconfigurable ASIC for Real-Time Activity Recognition	2008 5TH INTERNATIONAL SUMMER SCHOOL AND SYMPOSIUM ON MEDICAL DEVICES AND BIOSENSORS					5th International Summer School and Symposium on Medical Devices and Biosensors	JUN 01-03, 2008	Hong Kong, PEOPLES R CHINA	IEEE				In recent years, there have been increasing interests in context aware sensing based upon ultra-low power wearable sensors. These applications require efficient processing-on-node capabilities to minimise the overall power consumption and wireless transmission bandwidths. In this paper, a novel reconfigurable mixed-signal ASIC designed for real-time activity recognition has been proposed. The system architecture integrates all signal conditioning and data processing circuits onto a single silicon substrate with configurable analogue computing and artificial neuron network-inspired classification blocks. The ASIC is designed using conventional EDA tools and has been fabricated using AMS 0.35 mu m CMOS technology with a final chip size of 23.8 mm(2). An on-chip inferencing engine derived from off-chip training data has been developed. Both design considerations and implementation details of the ASIC are discussed. Preliminary simulation results indicate the desired performance of the ASIC for real-time activity classification.					Lo, Benny Ping Lai/F-2155-2015; Wang, Lei/F-2792-2012; Yang, Guangzhong/ABB-7316-2021	Lo, Benny Ping Lai/0000-0002-5080-108X; Yang, Guangzhong/0000-0002-7289-5806															978-1-4244-2252-4				2008							113	+																WOS:000260566000030
J	Tabkhi, F; Pibouleau, L; Azzaro-Pantel, C; Domenech, S				Tabkhi, F.; Pibouleau, L.; Azzaro-Pantel, C.; Domenech, S.			Total Cost Minimization of a High-Pressure Natural Gas Network	JOURNAL OF ENERGY RESOURCES TECHNOLOGY-TRANSACTIONS OF THE ASME												This paper deals with a high-pressure gas pipeline optimization, where the problem is to find the design properties of the pipelines and necessary, compressor stations to satisfy customer requirements, using available supply gas and storage capacities. The considered objective function is the total annualized cost, including the investment and operating costs. The binary variables used to represent the flow direction of pipelines lead to a mixed integer nonlinear programming problem, solved by using the standard branch and bound solver in GAMS. The optimization strategy provides the main design parameters of the pipelines (diameters, pressures, and flow rates) and the characteristics of compressor stations (location, suction pressure, pressure ratio, station throughput, fuel consumption, and station power consumption) to satisfy customer requirements. [DOI: 10.1115/1.4000325]																			0195-0738	1528-8994				DEC	2009	131	4							043002	10.1115/1.4000325	http://dx.doi.org/10.1115/1.4000325													WOS:000272840000010
J	Rakkiyappan, R; Maheswari, K; Velmurugan, G; Park, JH				Rakkiyappan, R.; Maheswari, K.; Velmurugan, G.; Park, Ju H.			Event-triggered <i>H</i><sub>∞</sub> state estimation for semi-Markov jumping discrete-time neural networks with quantization	NEURAL NETWORKS												This paper investigates H-infinity state estimation problem for a class of semi-Markovian jumping discrete-time neural networks model with event-triggered scheme and quantization. First, a new event-triggered communication scheme is introduced to determine whether or not the current sampled sensor data should be broad-casted and transmitted to the quantizer, which can save the limited communication resource. Second, a novel communication framework is employed by the logarithmic quantizer that quantifies and reduces the data transmission rate in the network, which apparently improves the communication efficiency of networks. Third, a stabilization criterion is derived based on the sufficient condition which guarantees a prescribed H-infinity performance level in the estimation error system in terms of the linear matrix inequalities. Finally, numerical simulations are given to illustrate the correctness of the proposed scheme. (C) 2018 Elsevier Ltd. All rights reserved.					Krishnamoorthy, Maheswari/AAP-2431-2020; Gandhi, Velmurugan/AAC-3035-2019; shen, hao/HGF-0551-2022; Rakkiyappan, R./D-6737-2013; Park, Ju H./J-8796-2012	Gandhi, Velmurugan/0000-0002-1791-1789; Rakkiyappan, R./0000-0003-0809-2782; Park, Ju H./0000-0002-0218-2333													0893-6080	1879-2782				SEP	2018	105						236	248		10.1016/j.neunet.2018.05.007	http://dx.doi.org/10.1016/j.neunet.2018.05.007								29870931					WOS:000441874700020
J	Martin-Rios, C; Erhardt, NL; Manev, IM				Martin-Rios, Carlos; Erhardt, Niclas L.; Manev, Ivan M.			Interfirm collaboration for knowledge resources interaction among small innovative firms	JOURNAL OF BUSINESS RESEARCH												For innovative SMEs, acquiring knowledge resources may serve as an important source to enhance their knowledge base of management practices. In line with the resource interaction approach, an essential way to do this is to participate in informal interfirm networks. Yet, researchers have only given cursory attention to resource exchange in cooperative networks. This study examines the structural, relational, and motivational drivers that lead firms to establish informal networks of relationships to find, exchange, and combine knowledge resources. Following a mixed methods research design using interview data and social network data, the study demonstrates that informal networks play a pivotal role for SMEs to capture valuable resources increasing their knowledge stock, forge organizational standing, and gain social connectivity through reciprocity. This research implies that knowledge as a resource transcends the individual organization, which offers implications for resource interaction in inter-organizational knowledge networks and management practice.					Erhardt, Niclas/AAE-6661-2020; Martin-Rios, Carlos/AAX-3408-2020	Martin-Rios, Carlos/0000-0002-4364-9753; Manev, Ivan/0000-0002-7068-5434													0148-2963	1873-7978				DEC	2022	153						206	215		10.1016/j.jbusres.2022.08.024	http://dx.doi.org/10.1016/j.jbusres.2022.08.024		AUG 2022											WOS:000863232400007
J	Vila, JP; Wagner, V				Vila, JP; Wagner, V			Predictive neuro-control of uncertain systems: design and use of a neuro-optimizer	AUTOMATICA												We consider the problem of predictive control of uncertain stochastic discrete I/O systems. Given a model identification procedure able to give accurate output system estimates, e.g. a neural network approximation, we use another feedforward neural network to generate at each time step a constrained optimal control. Dynamic backpropagation is used to improve when necessary the controller network parameters. Both system and controller neural structures are first selected off-line by a statistical Bayesian procedure in order to make the predictive control minimizing process more efficient. The issue of stochastic stability of the closed-loop is considered. We developed this approach for the tracking control of such uncertain systems as biotechnological processes. Actual and simulated predictive neuro-control case studies in this field of application are proposed as illustrations. A comparison with a more classic quasi-Newton-based approach is also proposed, showing the interest of this neuro-control approach. (C) 2003 Elsevier Science Ltd. All rights reserved.																			0005-1098					MAY	2003	39	5					767	777		10.1016/S0005-1098(03)00005-0	http://dx.doi.org/10.1016/S0005-1098(03)00005-0													WOS:000182302700001
J	Angulo, E; García-Ródenas, R; Espinosa-Aranda, JL				Angulo, Eusebio; Garcia-Rodenas, Ricardo; Luis Espinosa-Aranda, Jose			A Lagrangian relaxation approach for expansion of a highway network	ANNALS OF OPERATIONS RESEARCH												This paper deals with the problem of improving an existing road network in the context of strategic planning through the creation of new highway corridors. To address this problem we analyse three mixed integer programming models. The so-called [P1] is the classical capacitated multicommodity network design model. The model named [P2] imposes on [P1] the location of a single (main path) highway corridor in the road network and [P3] adds to [P2] a set of sub-tour breaking constraints. The stated goal is to minimize the total travel time for a known origin-destination demand matrix with a given budget. In this paper we propose an efficient method for [P3], based on a Lagrangian relaxation, to obtain easily-solved sub-problems. A cutting-plane method for solving the Lagrangian sub-problems is proposed. This method generates valid cuts until an optimal solution is found. The Lagrangian dual problem is solved using the sub-gradient optimization method. A case study has been carried out for the region of Castilla-La Mancha (Spain). Computational comparisons between the proposed method and a state-of-the-art mixed-integer code are presented. The Lagrangian relaxation approach is found to be capable of generating good feasible solutions to the case study within a reasonable computational time.					Garcia-Rodenas, Ricardo/L-3708-2019	Garcia-Rodenas, Ricardo/0000-0002-5092-0070; Espinosa-Aranda, Jose Luis/0000-0001-5377-848X													0254-5330	1572-9338				NOV	2016	246	1-2					101	126		10.1007/s10479-014-1682-7	http://dx.doi.org/10.1007/s10479-014-1682-7													WOS:000386524100007
J	Tseng, SH; Han, S; Wierman, A				Tseng, Shih-Hao; Han, Soojean; Wierman, Adam			Trading Throughput for Freshness: Freshness-aware Traffic Engineering and In-Network Freshness Control	ACM TRANSACTIONS ON MODELING AND PERFORMANCE EVALUATION OF COMPUTING SYSTEMS												With the advent of the Internet of Things (IoT), applications are becoming increasingly dependent on networks to not only transmit content at high throughput but also deliver it when it is fresh, i.e., synchronized between source and destination. Existing studies have proposed the metric age of information (AoI) to quantify freshness and have system designs that achieve low AoI. However, despite active research in this area, existing results are not applicable to general wired networks for two reasons. First, they focus on wireless settings, where AoI is mostly affected by interference and collision, while queueing issues are more prevalent in wired settings. Second, traditional high-throughput/low-latency legacy drop-adverse (LDA) flows are not taken into account in most system designs; hence, the problem of scheduling mixed flows with distinct performance objectives is not addressed. In this article, we propose a hierarchical system design to treat wired networks shared by mixed flow traffic, specifically LDA and AoI flows, and study the characteristics of achieving a good tradeoff between throughput and AoI. Our approach to the problem consists of two layers: freshness-aware traffic engineering (FATE) and in-network freshness control (IFC). The centralized FATE solution studies the characteristics of the source flow to derive the sending rate/update frequency for flows via the optimization problem LDA-AoI Coscheduling. The parameters specified by FATE are then distributed to IFC, which is implemented at each outport of the network's nodes and used for efficient scheduling between LDA and AoI flows. We present a Linux implementation of IFC and demonstrate the effectiveness of FATE/IFC through extensive emulations. Our results show that it is possible to trade a little throughput (5% lower) for much shorter AoI (49% to 71% shorter) compared to state-of-the-art traffic engineering.						Wierman, Adam/0000-0002-5923-0199; Han, SooJean/0000-0003-1195-6465													2376-3639	2376-3647				JUN	2023	8	1-2							4	10.1145/3576919	http://dx.doi.org/10.1145/3576919													WOS:001003146100004
J	Bernardino, EM; Bernardino, AM; Sánchez-Pérez, JM; Pulido, JAG; Rodríguez, MAV				Bernardino, Eugenia Moreira; Bernardino, Anabela Moreira; Manuel Sanchez-Perez, Juan; Gomez Pulido, Juan Antonio; Vega Rodriguez, Miguel A.			Swarm optimisation algorithms applied to large balanced communication networks	JOURNAL OF NETWORK AND COMPUTER APPLICATIONS												In the last years, several combinatorial optimisation problems have arisen in the computer communications networking field. In many cases, for solving these problems it is necessary the use of meta-heuristics. An important problem in communication networks is the Terminal Assignment Problem (TAP). Our goal is to minimise the link cost of large balanced communication networks. TAP is a NP-Hard problem. The intractability of this problem is the motivation for the pursuits of Swarm Intelligence (SI) algorithms that produce approximate, rather than exact, solutions. This paper makes a comparison among the effectiveness of three SI algorithms: Ant Colony Optimisation, Discrete Particle Swarm Optimisation and Artificial Bee Colony. We also compare the SI algorithms with several algorithms from literature. Simulation results verify the effectiveness of the proposed algorithms. The results show that SI algorithms provide good solutions in a better running time. (C) 2012 Elsevier Ltd. All rights reserved.					Gomez-Pulido, Juan A./A-9427-2009; Vega-Rodriguez, Miguel A./I-3626-2015	Gomez-Pulido, Juan A./0000-0002-0441-9402; Bernardino, Anabela/0000-0002-6561-5730; Vega-Rodriguez, Miguel A./0000-0002-3003-758X; Bernardino, Eugenia/0000-0001-5301-5853													1084-8045	1095-8592				JAN	2013	36	1					504	522		10.1016/j.jnca.2012.04.005	http://dx.doi.org/10.1016/j.jnca.2012.04.005													WOS:000312683300046
C	Dal Col, L; Tarbouriech, S; Zaccarian, L			IEEE	Dal Col, L.; Tarbouriech, S.; Zaccarian, L.			Global <i>H</i><sub>∞</sub> Consensus of Linear Multi-agent Systems with Input Saturation	2016 AMERICAN CONTROL CONFERENCE (ACC)	Proceedings of the American Control Conference				American Control Conference (ACC)	JUL 06-08, 2016	Boston, MA	Amer Automat Control Council				This paper deals with the problem of global consensus of a network of agents corresponding to identical linear continuous-time systems within a fully connected network and in the presence of saturation. In particular, each agent exchanges a linear input through the network and is subject to input magnitude saturation and a disturbance signal. The mismatch among the external disturbances is supposed to be bounded in energy and then a saturated H-infinity control design problem is addressed and solved. A decentralized dynamic output feedback control law is designed through linear matrix inequality (LMI) conditions that induces the global consensus, a certified local convergence rate and a certified global nonlinear H-infinity performance. The results are illustrated in a simulation example.																			0743-1619		978-1-4673-8682-1				2016							6272	6277																WOS:000388376106054
J	Shani, I; Shaughnessy, L; Rzasa, J; Restelli, A; Hunt, BR; Komkov, H; Lathrop, DP				Shani, Itamar; Shaughnessy, Liam; Rzasa, John; Restelli, Alessandro; Hunt, Brian R.; Komkov, Heidi; Lathrop, Daniel P.			Dynamics of analog logic-gate networks for machine learning	CHAOS												We describe the continuous-time dynamics of networks implemented on Field Programable Gate Arrays (FPGAs). The networks can perform Boolean operations when the FPGA is in the clocked (digital) mode; however, we run the programed FPGA in the unclocked (analog) mode. Our motivation is to use these FPGA networks as ultrafast machine-learning processors, using the technique of reservoir computing. We study both the undriven dynamics and the input response of these networks as we vary network design parameters, and we relate the dynamics to accuracy on two machine-learning tasks. Published under license by AIP Publishing.					Restelli, Alessandro/A-4897-2009	Shaughnessy, Liam/0000-0002-0726-6253; Komkov, Heidi/0000-0001-9763-8876; Lathrop, Daniel/0000-0001-9282-3247													1054-1500	1089-7682				DEC	2019	29	12							123130	10.1063/1.5123753	http://dx.doi.org/10.1063/1.5123753								31893653					WOS:000505563100013
J	Huang, YZ				Huang, Yuzhu			Neuro-observer based online finite-horizon optimal control for uncertain non-linear continuous-time systems	IET CONTROL THEORY AND APPLICATIONS												In this study, within framework of adaptive dynamic programming (ADP), a neuro-observer based online optimal control solution is developed for the finite-horizon optimal control problem of uncertain non-linear continuous-time systems. First, a neuro-observer is designed to estimate system states from the uncertain system without knowledge of system drift dynamics. Then based on the observed states, an online finite-horizon optimal control scheme is proposed by a single critic network to approximate the solution of the time-varying Hamilton-Jacobi-Bellman (HJB) equation and obtain the optimal control. In the design, a novel observer-critic architecture is presented for implementing the control scheme by using two neural networks (NNs): an observer NN is used to learn the uncertain system dynamics and a critic NN is employed not only to approximate the solution of time-varying HJB equation, but also to ensure the terminal constraint is satisfied. Besides, an additional adjusting term is introduced by Lyapunov theory in critic NN weight tuning algorithm, which relaxes the requirement for an initial stabilising control. Moreover, uniform ultimate bounded stability of the closed-loop system is guaranteed via Lyapunov's direct method. Finally, simulation results are shown to demonstrate the effectiveness of the proposed approach.																			1751-8644	1751-8652				FEB 3	2017	11	3					401	410		10.1049/iet-cta.2016.0966	http://dx.doi.org/10.1049/iet-cta.2016.0966													WOS:000394430100011
C	Padilla-Hernández, AL; Gámiz-Sánchez, VM; Romero-López, MA		Chova, LG; Martinez, AL; Torres, IC		Padilla-Hernandez, A. L.; Gamiz-Sanchez, V. M.; Romero-Lopez, M. A.			SIGNIFICATIVE EXPERIENCES TO DEVELOP TEACHERS' DIGITAL COMPETENCE IN HIGHER EDUCATION	13TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED2019)	INTED Proceedings				13th International Technology, Education and Development Conference (INTED)	MAR 11-13, 2019	Valencia, SPAIN					For more than 25 years, Information and Communication Technologies (ICT) have been integrated in Higher Education in order to implement new methodologies and assessment models, develop virtual programs, and support research, knowledge transfer and education management. Therefore, the academic staff have experienced the need to develop their teachers' digital competence. Several studies of the Ibero-American context identified a general basic to medium level of teacher's digital competence; the training needs were mainly focused on the pedagogical, communication and professional development areas. Moreover, the trend of this research field is mainly characterized by a quantitative approach for diagnostic and evaluation purposes. Thus, the challenge of a complementary understanding of the dynamic and qualitative nature of this competence is recognized, based on a critical perspective about education and ICT and the framework of teacher professional development. The ongoing research aims to characterize the development in practice of the teacher's digital competence in Higher Education. From a qualitative perspective, the biographical method has oriented the approach to the professional life stories of university teachers in Mexico and Spain. In the preliminary phase of analysis, relevant experiences that have helped teachers to foster this competence have been identified. These were: the development of digital content and tools for student's learning, the participation and design of blended and virtual courses, digital identity and the production of content about academic projects in open platforms, the coordination of inter-institutional and mixed networks, the guidance or tutorship of students in social projects, and the design and assessment of educational projects with ICT. Also, some emergent categories arose: meanings of the use of technology, continuous learning strategies and difficulties in the process, as well as some issues about the interpretation of the data. Finally, the need to consider the complex nature of this competence is pointed out. The development of this competence not only implies the teachers' practice, but also requires institutional support and a general commitment about the opportunities and challenges for the transformation of the university and the dialogue with digital cultures.					RomeroLopez, María Asunción/AAB-7432-2022	RomeroLopez, María Asunción/0000-0003-1468-7985													2340-1079		978-84-09-08619-1				2019							5498	5503		10.21125/inted.2019.1356	http://dx.doi.org/10.21125/inted.2019.1356													WOS:000541042200077
C	Owda, Z; Obermaisser, R			IEEE	Owda, Zaher; Obermaisser, Roman			Trace-based Simulation Framework Combining Message-Based and Shared-Memory Interactions in a Time-Triggered Platform	PROCEEDINGS OF FIRST INTERNATIONAL CONFERENCE ON EVENT-BASED CONTROL, COMMUNICATION AND SIGNAL PROCESSING EBCCSP 2015					Proceedings First Int Conf Event Based Control Commu Signal Processing	JUN 17-19, 2015	karkow, POLAND	agh, abb, ieee, tii teamware, sscs, emerson				Multi-Processor Systems-on-a-Chip (MPSoC) based on time-triggered on-chip networks facilitate fault isolation, temporal predictability and mixed-criticality integration. In mixed-criticality systems, a shared memory can be realized on top of time-triggered message passing to effectively support heterogeneous applications with different interaction paradigms. This paper presents a simulation environment of such an MPSoC combining message-based and shared-memory interactions. We present SystemC simulation building blocks for the application cores, network interfaces and the time-triggered network-on-a-chip. The behavior of the application cores is described by Transaction-Level Modeling (TLM). We generate traces from the application software or from benchmarks, which serve as input for the access to the network interfaces. The simulation framework is evaluated using a realistic case study based on SPLASH-2 and PARSEC application benchmarks. The simulation framework is essential for early validation and design space exploration of mixed-criticality systems. The high abstraction level provided by TLM and traces ensures high simulation speeds.																					978-1-4673-7888-8				2015																								WOS:000380448300022
J	Zhang, KL; Kuai, HW; Diao, GW				Zhang, Kou-Lin; Kuai, Hai-Wei; Diao, Guo-Wang			Synthesis, characterization and crystal structure of a novel three-dimensional supramolecular network containing one-dimensional channels based on the mixed N- and O-donor ligands [Cd(2,2′-bipy)(Phmal)(H<sub>2</sub>O)]•1.5H<sub>2</sub>O	JOURNAL OF MOLECULAR STRUCTURE												A novel supramolecular complex containing one-dimensional channels of formula [Cd(2,2'-bipy)(Phmal)(H2O)]center dot 1.5H(2)O (Phmal= phenylmalonate, 2,2'-bipy=2,2'-bipyridine) has been synthesized and characterized by FT-IR spectroscopy, thermogravimetric analysis (TG), UV-vis spectra. X-ray crystallographic studies of the complex reveal that the cadmium atom exhibits a distorted octahedral geometry being coordinated by two nitrogen atoms of 2,2'-bipy, three oxygen atoms from the phenylmalonate ligand and one water. The supramolecular network is constructed from one dimensional chain which was further linked by O-(HO)-O-... hydrogen bonds and intermolecular pi-pi stacking interactions. The complex represents the first three-dimensional supramolecuar network constructed from the mixed phmal and 2,2'-bipy ligand. (c) 2005 Published by Elsevier B.V.																			0022-2860	1872-8014				MAY 8	2006	788	1-3					134	137		10.1016/j.molstruc.2005.11.034	http://dx.doi.org/10.1016/j.molstruc.2005.11.034													WOS:000239135100018
J	Jajodia, B; Mahanta, A; Ahamed, SR				Jajodia, Babita; Mahanta, Anil; Ahamed, Shaik Rafi			Mixed-signal demodulator for IEEE 802.15.6 IR-UWB WBAN energy detection-based receiver	IET CIRCUITS DEVICES & SYSTEMS												A mixed-signal baseband demodulator for IEEE 802.15.6 impulse-radio ultra-wideband (IR-UWB) wireless body area network (WBAN) energy detection-based receiver is presented. It considers M-ary pulse position modulation (PPM) signalling format conforming to the IEEE 802.15.6 WBAN standard. The demodulator utilises 'integrate-and-digitise' approach employing simple mixed-signal circuits. The design is implemented in 0.18 mu m CMOS technology operating at 1.8V supply. The demodulator consists of a mixed-signal windowed integrator, a single-ended successive approximation register analogue-to-digital converter followed by a digital back-end. Further, its performance evaluation is carried out for 2-ary and 16-ary PPM signalling in different WBAN channels.					Ahamed, Shaik/JWA-7002-2024														1751-858X	1751-8598				SEP	2018	12	5					523	531		10.1049/iet-cds.2017.0350	http://dx.doi.org/10.1049/iet-cds.2017.0350													WOS:000443027300002
