PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Zhang, LP; Jiang, HB; Guo, SG				Zhang, Liping; Jiang, Haibo; Guo, Shuguang			Cluster Anticonsensus of Multiagent Systems Based on the Q-Theory	DISCRETE DYNAMICS IN NATURE AND SOCIETY												We investigate the problem of cluster anticonsensus of multiagent systems. For multiagent continuous systems, a new control protocol is designed based on the Q-theory. Then by LaSalle's invariance principle we prove that if the graph is connected and bipartite, then the cluster anticonsensus is achieved by the proposed control protocol. On the other hand, a similar control protocol is designed for multiagent discrete-time systems. Then, sufficient conditions are given to guarantee the cluster anticonsensus of multiagent discrete-time systems by using the Q-theory and LaSalle's invariance principle. Numerical simulations show the effectiveness of our theoretical results.					Jiang, Haibo/B-7414-2008; Zhang, Li/GWM-7501-2022	Jiang, Haibo/0000-0001-8996-1665; 													1026-0226	1607-887X					2014	2014								254749	10.1155/2014/254749	http://dx.doi.org/10.1155/2014/254749													WOS:000334769800001
C	Xu, QY; Zhang, YJ; Wang, H			IEEE	Xu, Qiyi; Zhang, Yijun; Wang, Hui			Event-triggered <i>H</i><sub>∞</sub> state estimation for discrete-time singular systems with mixed delays and sensor saturation	45TH ANNUAL CONFERENCE OF THE IEEE INDUSTRIAL ELECTRONICS SOCIETY (IECON 2019)	IEEE Industrial Electronics Society				45th Annual Conference of the IEEE Industrial Electronics Society (IECON)	OCT 14-17, 2019	Lisbon, PORTUGAL	IEEE, Univ Nova Lisboa, IEEE Ind Elect Soc				This paper is concerned with the problem of H-infinity state estimation for a class of discrete-time singular systems with mixed delays and sensors saturation. A comprehensive model of the state estimation error system is constructed based on the event-triggered scheme. In order to improve the efficiency in resource utilization and reduce the load of network communication, for each sensor, an event-detector is adopted to determine whether the measurement signals should be transmitted to the state estimator or not. By using the Lyapunov functional theory, a sufficient condition is obtained to guarantee the estimation error system is regular, casual, and stable with a prescribed H-infinity performance index. The criterion is formulated as a set of strict linear matrix inequalities (LMIs). The design method of estimator gain matrix is further proposed. Finally, a numerical example is provided to illustrate the effectiveness of the proposed method.					Zhang, Yijun/DJB-2587-2022; Xu, Qiyi/AAH-6641-2020	Zhang, Yijun/0000-0002-5572-2831; 													1553-572X		978-1-7281-4878-6				2019							6261	6266																WOS:000522050606041
J	Xiao, L; Huang, WQ; Jia, L; Li, XP				Xiao, Lin; Huang, Wenqian; Jia, Lei; Li, Xiaopeng			Two discrete ZNN models for solving time-varying augmented complex Sylvester equation	NEUROCOMPUTING												Based on practical applications of the complex-valued Sylvester equation and the effectiveness of zeroing neural network (ZNN) in solving time-varying problems, two discrete nonlinear and noise-tolerant ZNN (DNN-TZNN) models are proposed to solve the time-varying augmented complex Sylvester (TACS) equation by using the Adams-Bashforth formula to discretize the continuous nonlinear and noise-tolerant ZNN (CNN-TZNN) model. The presented DNN-TZNN models are divided into two types: DNN-TZNK and DNN-TZNU models, according to whether the derivative information is known or not in the CNNTZNN design formula. Compared with the continuous ZNN methods, the proposed DNN-TZNN models are more innovative, and compared with other discrete ZNN methods, the convergence speed of the DNN-TZNN models is much faster and more accurate. Through the theoretical analysis, the superior convergence and strong robustness of the DNN-TZNN models are guaranteed. At last, the simulative experiments not only verify the correctness of the theoretical analysis but also demonstrate the availability of the DNN-TZNN models in solving the TACS problem.(c) 2021 Elsevier B.V. All rights reserved.					Xiao, Linhui/HJO-8602-2023	Xiao, Linhui/0000-0003-2592-5264; Xiao, Lin/0000-0003-3172-3490													0925-2312	1872-8286				MAY 28	2022	487						280	288		10.1016/j.neucom.2021.11.012	http://dx.doi.org/10.1016/j.neucom.2021.11.012		MAR 2022											WOS:000792507600010
J	Huang, ZK; Bin, HH; Cao, JD; Wang, BY				Huang, Zhenkun; Bin, Honghua; Cao, Jinde; Wang, Boyu			Synchronizing Neural Networks With Proportional Delays Based on a Class of <i>q</i>-Type Allowable Time Scales	IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS												Without confines of the continuous-time domain, this paper addresses synchronization control problem of neural networks in the face of multiple proportional delays on general time scales. The idea to deal with proportional delays is to propose a class of q-type allowable time scales on which we design an appropriate controller to achieve exponential synchronization based on a calculus theory on time scales and Lyapunov function/functional methods. It is shown that adopting properties of q-type time scales is an effective approach to establish synchronization for the networks with proportional delays. This helps us to have insight into the synchronization problems on general intermittent time domain. Finally, simulation examples are given to illustrate the effectiveness of the theoretical results.					Cao, Jinde/D-1482-2012; huang, zhenkun/E-9803-2012; Jinde, Cao/L-2658-2017	Cao, Jinde/0000-0003-3133-7119; 													2162-237X	2162-2388				AUG	2018	29	8					3418	3428		10.1109/TNNLS.2017.2729588	http://dx.doi.org/10.1109/TNNLS.2017.2729588								28796624					WOS:000439627700009
J	Zhang, ZL				Zhang, Zhanli			Coupling entropy of co-processing model on social networks	MODERN PHYSICS LETTERS B												Coupling entropy of co-processing model on social networks is investigated in this paper. As one crucial factor to determine the processing ability of nodes, the information flow with potential time lag is modeled by co-processing diffusion which couples the continuous time processing and the discrete diffusing dynamics. Exact results on master equation and stationary state are achieved to disclose the formation. In order to understand the evolution of the co-processing and design the optimal routing strategy according to the maximal entropic diffusion on networks, we propose the coupling entropy comprehending the structural characteristics and information propagation on social network. Based on the analysis of the co-processing model, we analyze the coupling impact of the structural factor and information propagating factor on the coupling entropy, where the analytical results fit well with the numerical ones on scale-free social networks.																			0217-9849	1793-6640				SEP 20	2015	29	25							1550149	10.1142/S0217984915501493	http://dx.doi.org/10.1142/S0217984915501493													WOS:000361752200008
J	Ding, SB; Wang, ZS; Xie, XP				Ding, Sanbo; Wang, Zhanshan; Xie, Xiangpeng			Periodic Event-Triggered Synchronization for Discrete-Time Complex Dynamical Networks	IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS												In this article, we investigate the periodic event-triggered synchronization of discrete-time complex dynamical networks (CDNs). First, a discrete-time version of periodic event-triggered mechanism (ETM) is proposed, under which the sensors sample the signals in a periodic manner. But whether the sampling signals are transmitted to controllers or not is determined by a predefined periodic ETM. Compared with the common ETMs in the field of discrete-time systems, the proposed method avoids monitoring the measurements point-to-point and enlarges the lower bound of the inter-event intervals. As a result, it is beneficial to save both the energy and communication resources. Second, the ``discontinuous'' Lyapunov functionals are constructed to deal with the sawtooth constraint of sampling signals. The functionals can be viewed as the discrete-time extension for those discontinuous ones in continuous-time fields. Third, sufficient conditions for the ultimately bounded synchronization are derived for the discrete-time CDNs with or without considering communication delays, respectively. A calculation method for simultaneously designing the triggering parameter and control gains is developed such that the estimation of error level is accurate as much as possible. Finally, the simulation examples are presented to show the effectiveness and improvements of the proposed method.					Xie, Xiangpeng/ABD-7974-2021; liu, huan/JKI-3764-2023; Li, Zilong/JEZ-8642-2023	Xie, Xiangpeng/0000-0003-4822-3134; 													2162-237X	2162-2388				AUG	2022	33	8					3622	3633		10.1109/TNNLS.2021.3053652	http://dx.doi.org/10.1109/TNNLS.2021.3053652		FEB 2021						33544677					WOS:000732198400001
J	Tsai, JF				Tsai, Jung-Fa			Global optimization for signomial discrete programming problems in engineering design	ENGINEERING OPTIMIZATION												Signomial discrete programming (SDP) problems arise frequently in a variety of real applications. Although many optimization techniques have been developed to solve an SDP problem, they use too many binary variables to reformulate the problem for finding a globally optimal solution or can only derive a local or an approximate solution. This article proposes a global optimization method to solve an SDP problem by integrating an efficient linear expression of single variable discrete functions and convexification techniques. An SDP problem can be converted into a convex mixed-integer programming problem solvable to obtain a global optimum. Several illustrative examples are also presented to demonstrate the usefulness and effectiveness of the proposed method.																			0305-215X	1029-0273					2010	42	9					833	843	PII 923050149	10.1080/03052150903456485	http://dx.doi.org/10.1080/03052150903456485													WOS:000281156900003
J	Tappia, E; Roy, D; de Koster, R; Melacini, M				Tappia, Elena; Roy, Debjit; de Koster, Rene; Melacini, Marco			Modeling, Analysis, and Design Insights for Shuttle- Based Compact Storage Systems	TRANSPORTATION SCIENCE												Shuttle-based compact systems are new automated multideep unit-load storage systems with lifts that can potentially achieve both low operational cost and large volume flexibility. In this paper, we develop novel queuing network models to estimate the performance of both single-tier and multitier shuttle-based compact systems. Each tier is modeled as a multiclass semi-open queuing network, whereas the vertical transfer is modeled using an open queue. For a multitier system, the models corresponding to tiers and vertical transfer are linked together using the first and second moment information of the queue departure processes. The models can handle both specialized and generic shuttles and both continuous and discrete lifts. The accuracy of the models is validated through both simulation and a real case. Errors are acceptable for conceptualizing initial designs. Numerical studies provide new design insights. Results show that the best way to minimize expected throughput time in single-tier systems is to have a depth/width ratio around 1.25. Moreover, specialized shuttles are recommended for multitier systems because the higher cost of generic shuttles is not balanced by savings in reduced throughput time and equipment needs.					De Koster, Rene B/A-8793-2010; De Koster, René/ABD-8782-2021	De Koster, René/0000-0002-1740-7822; Roy, Debjit/0000-0001-5298-9664; TAPPIA, ELENA/0000-0002-1696-0247													0041-1655					FEB	2017	51	1					269	295		10.1287/trsc.2016.0699	http://dx.doi.org/10.1287/trsc.2016.0699													WOS:000397029800016
J	Hu, ZP; Zhang, J; Deng, FQ; Fan, Z; Qiu, L				Hu, Zhipei; Zhang, Jin; Deng, Feiqi; Fan, Zhun; Qiu, Li			A discretization approach to sampled-data stabilization of networked systems with successive packet losses	INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL												This article is concerned with the stabilization problem for a class of networked systems subject to successive packet losses. Different from the input delay approach used in some existing literature, the continuous-time system under consideration is first converted into a discrete-time stochastic system with system matrices subject to stochastic characteristic. In order to deal with the difficulties in the calculations of mathematical expectations of both matrix exponential and integral of matrix exponential function, the upper bound of successive packet losses and packet drop rate are assumed to be known and then the probabilities of the number of successive packet losses taking each value in a bounded set are calculated. Based on this, stability criteria are derived by recurring to the law of total expectation, which guarantee the exponential mean-square stability of resulting closed-loop discrete-time stochastic system with a prescribed H-infinity performance. Moreover, a controller design procedure is then proposed. Finally, to verify the analysis results and testify the effectiveness and applicability of the designed algorithm, a numerical simulation example is given.					Fan, Zhun/P-6536-2015; Zhipei, Hu/JNS-7600-2023	ZHANG, JIN/0000-0002-6043-309X; Deng, Feiqi/0000-0002-0257-5647													1049-8923	1099-1239				JUL 10	2021	31	10					4589	4601		10.1002/rnc.5490	http://dx.doi.org/10.1002/rnc.5490		MAR 2021											WOS:000630431900001
J	Bidhandi, HM; Patrick, J				Bidhandi, Hadi Mohammadi; Patrick, Jonathan			Accelerated sample average approximation method for two-stage stochastic programming with binary first-stage variables	APPLIED MATHEMATICAL MODELLING												This paper proposes an accelerated solution method to solve two-stage stochastic programming problems with binary variables in the first stage and continuous variables in the second stage. To develop the solution method, an accelerated sample average approximation approach is combined with an accelerated Benders' decomposition algorithm. The accelerated sample average approximation approach improves the main structure of the original technique through the reduction in the number of mixed integer programming problems that need to be solved. Furthermore, the recently accelerated Benders' decomposition approach is utilized to expedite the solution time of the mixed integer programming problems. In order to examine the performance of the proposed solution method, the computational experiments are performed on developed stochastic supply chain network design problems. The computational results show that the accelerated solution method solves these problems efficiently. The synergy of the two accelerated approaches improves the computational procedure by an average factor of over 42%, and over 12% in comparison with the original and the recently modified methods, respectively. Moreover, the betterment of the computational process increases substantially with the size of the problem. (C) 2016 Elsevier Inc. All rights reserved.					Patrick, Jonathan/AAF-6925-2020; Mohammadi Bidhandi, Hadi/IUP-4912-2023	Mohammadi Bidhandi, Hadi/0000-0002-0813-9117													0307-904X	1872-8480				JAN	2017	41						582	595		10.1016/j.apm.2016.09.019	http://dx.doi.org/10.1016/j.apm.2016.09.019													WOS:000390640900035
J	Shatnawi, MT; Khennaoui, AA; Ouannas, A; Grassi, G; Radogna, AV; Bataihah, A; Batiha, IM				Shatnawi, Mohd Taib; Khennaoui, Amina Aicha; Ouannas, Adel; Grassi, Giuseppe; Radogna, Antonio V.; Bataihah, Anwar; Batiha, Iqbal M.			A Multistable Discrete Memristor and Its Application to Discrete-Time FitzHugh-Nagumo Model	ELECTRONICS												This paper presents a multistable discrete memristor that is based on the discretization of a continuous-time model. It has been observed that the discrete memristor model is capable of preserving the characteristics of the continuous memristor model. Furthermore, a three-dimensional memristor discrete-time FitzHugh-Nagumo model is constructed by integrating the discrete memristor into a two-dimensional FitzHugh-Nagumo (FN) neuron model. Subsequently, the dynamic behavior of the proposed neuron model is analyzed through Lyapunov exponents, phase portraits, and bifurcation diagrams. The results show multiple kinds of coexisting hidden attractor behaviors generated by this neuron model. The proposed approach is expected to have significant implications for the design of advanced neural networks and other computational systems, with potential applications in various fields, including robotics, control, and optimization.					Bataihah, Anwar/AGN-2761-2022	Bataihah, Anwar/0000-0001-9791-4527; Radogna, Antonio Vincenzo/0000-0002-7305-5614; Batiha, Iqbal/0000-0002-8443-8848														2079-9292				JUL	2023	12	13							2929	10.3390/electronics12132929	http://dx.doi.org/10.3390/electronics12132929													WOS:001028295700001
J	Chandrasekar, A; Rakkiyappan, R; Cao, JD				Chandrasekar, A.; Rakkiyappan, R.; Cao, Jinde			Impulsive synchronization of Markovian jumping randomly coupled neural networks with partly unknown transition probabilities via multiple integral approach	NEURAL NETWORKS												This paper studies the impulsive synchronization of Markovian jumping randomly coupled neural networks with partly unknown transition probabilities via multiple integral approach. The array of neural networks are coupled in a random fashion which is governed by Bernoulli random variable. The aim of this paper is to obtain the synchronization criteria, which is suitable for both exactly known and partly unknown transition probabilities such that the coupled neural network is synchronized with mixed time-delay. The considered impulsive effects can be synchronized at partly unknown transition probabilities. Besides, a multiple integral approach is also proposed to strengthen the Markovian jumping randomly coupled neural networks with partly unknown transition probabilities. By making use of Kronecker product and some useful integral inequalities, a novel Lyapunov-Krasovskii functional was designed for handling the coupled neural network with mixed delay and then impulsive synchronization criteria are solvable in a set of linear matrix inequalities. Finally, numerical examples are presented to illustrate the effectiveness and advantages of the theoretical results. (C) 2015 Elsevier Ltd. All rights reserved.					Jinde, Cao/L-2658-2017; Rakkiyappan, R./D-6737-2013; Cao, Jinde/D-1482-2012	Rakkiyappan, R./0000-0003-0809-2782; Cao, Jinde/0000-0003-3133-7119; A, Chandrasekar/0000-0003-0883-8863													0893-6080	1879-2782				OCT	2015	70						27	38		10.1016/j.neunet.2015.07.002	http://dx.doi.org/10.1016/j.neunet.2015.07.002								26210982					WOS:000361582200004
C	Zheng, XP; Smith, R; Theodoropoulos, C		Puigjaner, L; Espuna, A		Zheng, XP; Smith, R; Theodoropoulos, C			Modelling and optimisation of distributed-parameter batch and semi-batch reactor systems	EUROPEAN SYMPOSIUM ON COMPUTER-AIDED PROCESS ENGINEERING-15, 20A AND 20B	Computer Aided Chemical Engineering				15th European Symposium on Computer Aided Process Engineering (ESCAPE-15)	MAY 29-JUN 01, 2005	Barcelona, SPAIN					Macro-mixing effects in batch and semi-batch reactors are investigated by constructing 3-dimensional models using a network of zones (NoZ) discretisation. System dynamics including Volume changes due to continuous feeding are Successfully predicted. Detailed flow fields are calculated from phenomenological correlations which include parameters Such as reactor size and configuration, impeller type and speed and fluid physical properties. The Proper Orthogonal Decomposition method is subsequently applied to extract reduced models from the large-scale NoZ-based ones that can be used for cornputationally efficient design, optimisation and optimal control studies.					Theodoropoulos, Constantinos/ACW-9867-2022	Theodoropoulos, Constantinos/0000-0003-3249-0422													1570-7946		0-444-51987-4				2005	20a-20b						1087	1092																WOS:000233423000180
J	Song, YF; Chen, WS; Dai, H				Song, Yanfei; Chen, Weisheng; Dai, Hao			Fast convergent distributed cooperative learning algorithms over networks	NEUROCOMPUTING												This paper aims to design a fast convergent distributed cooperative learning (DCL) algorithm for feedforward neural networks with random weights (FNNRWs) over undirected and connected networks. First, a continuous-time fast convergent DCL algorithm is proposed, whose finite-time convergence is guaranteed based on the Lyapunov method. Second, we extend this algorithm to a discrete-time form by using the fourth-order Runge-Kutta method. Compared with the distributed alternating direction method of multipliers (ADMM) and the Zero-Gradient-Sum-based (ZGS-based) algorithms, the proposed algorithm has high learning capability and convergence speed. Simulation results demonstrate that the proposed algorithm has fast convergence rate, and the convergence rate may be adjusted by properly selecting some tuning parameters. (c) 2017 Elsevier B.V. All rights reserved.					Chen, Weisheng/C-4749-2013														0925-2312	1872-8286				JAN 31	2018	275						2191	2199		10.1016/j.neucom.2017.10.056	http://dx.doi.org/10.1016/j.neucom.2017.10.056													WOS:000418370200204
J	Zhu, XB; Wu, Y; Wang, LY; Su, HL; Li, ZP				Zhu, Xiaobo; Wu, Yan; Wang, Liying; Su, Hailong; Li, Zhipeng			Continuous-Time Dynamic Interaction Network Learning Based on Evolutionary Expectation	IEEE TRANSACTIONS ON COGNITIVE AND DEVELOPMENTAL SYSTEMS												Dynamic networks, such as social networks and recommendation systems, are widespread in the real world. Graph representation learning has emerged as an effective strategy for analyzing such networks. However, the problem lies in the fact that many current techniques treat dynamic networks as static or discrete structures, while continuous-time approaches often lack the capabilities to effectively handle networks with low node repetition behavior. To alleviate these problems, we first treat dynamic networks as continuous-time interactions and then propose a novel method for the transductive interaction prediction task. Our approach incorporates two key aspects: 1) evolutionary expectation learning and 2) temporal dynamic learning. The former imparts guidance to the network's evolution and endows node embedding with a more profound wealth of information, while the latter provides detailed insight into the intricate process of network evolution. Together, these two components provide a comprehensive understanding of network behavior and can efficiently handle dynamic networks with low node repetition behavior. Specifically, we utilize an asynchronous training process, starting with the training of a multievent embedding module that captures information about the evolutionary expectation of dynamic networks. Based on this foundation, we train a temporal multievent embedding module to map the network's dynamic evolution onto node embedding representations. Furthermore, we design a temporal single-event module that effectively captures implicit long-term interaction dependencies of nodes. To evaluate the effectiveness of our proposed method, we evaluate its performance on four data sets and demonstrate its superior performance compared to the baselines.																			2379-8920	2379-8939				JUN	2024	16	3					840	849		10.1109/TCDS.2023.3305285	http://dx.doi.org/10.1109/TCDS.2023.3305285													WOS:001247154200018
J	Dong, DZ; Li, M; Liu, YH; Li, XY; Liao, XK				Dong, Dezun; Li, Mo; Liu, Yunhao; Li, Xiang-Yang; Liao, Xiangke			Topological Detection on Wormholes in Wireless Ad Hoc and Sensor Networks	IEEE-ACM TRANSACTIONS ON NETWORKING												Wormhole attack is a severe threat to wireless ad hoc and sensor networks. Most existing countermeasures either require specialized hardware devices or make strong assumptions on the network in order to capture the specific (partial) symptom induced by wormholes. Those requirements and assumptions limit the applicability of previous approaches. In this paper, we present our attempt to understand the impact and inevitable symptom of wormholes and develop distributed detection methods by making as few restrictions and assumptions as possible. We fundamentally analyze the wormhole problem using a topology methodology and propose an effective distributed approach, which relies solely on network connectivity information, without any requirements on special hardware devices or any rigorous assumptions on network properties. We formally prove the correctness of this design in continuous geometric domains and extend it into discrete domains. We evaluate its performance through extensive simulations.					Li, Mo/A-3718-2011; xiang, li/JDN-4098-2023; Xiang, Li/JQI-6805-2023	Li, Mo/0000-0002-6047-9709													1063-6692	1558-2566				DEC	2011	19	6					1787	1796		10.1109/TNET.2011.2163730	http://dx.doi.org/10.1109/TNET.2011.2163730													WOS:000298296200017
C	Abdelbaki, H; Gelenbe, E; El-Khamy, SE		Amari, SI; Giles, CL; Gori, M; Piuri, V		Abdelbaki, H; Gelenbe, E; El-Khamy, SE			Analog hardware implementation of the random neural network model	IJCNN 2000: PROCEEDINGS OF THE IEEE-INNS-ENNS INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS, VOL IV	IEEE International Joint Conference on Neural Networks (IJCNN)				IEEE/INNS/ENNS International Joint Conference on Neural Networks (IJCNN 2000)	JUL 24-27, 2000	COMO, ITALY	IEEE Neural Network Council, Int Neural Network Soc, European Neural Network Soc				This paper presents a simple continuous analog hardware realization of the Random Neural Network (RNN) model. The proposed circuit uses the general principles resulting from the understanding of the basic properties of the firing neuron. The circuit for the neuron model consists only of operational amplifiers, transistors, and resistors, which makes it candidate for VLSI implementation of random neural networks with feedforward or recurrent structures. Although the literature is rich with various methods for implementing the different neural networks structures, the proposed implementation is very simple and can be built using discrete integrated circuits for problems that need a small number of neurons. A software package, RNNSIM, has been developed to train the RNN model and supply the network parameters which can be mapped to the hardware structure. As an assessment on the proposed circuit, a simple neural network mapping function has been designed and simulated using PSpice.					Gelenbe, Erol/AAC-5869-2022; El-Khamy, Said E./AAE-6748-2020; Gelenbe, Erol/ABA-1077-2020	Gelenbe, Erol/0000-0001-9688-2201; El-Khamy, Said/0000-0002-5582-3827													1098-7576						2000							197	201		10.1109/IJCNN.2000.860772	http://dx.doi.org/10.1109/IJCNN.2000.860772													WOS:000089240400034
J	Xin, YM; Li, YX; Cheng, ZS; Huang, X				Xin, Youming; Li, Yuxia; Cheng, Zunshui; Huang, Xia			Global exponential stability for switched memristive neural networks with time-varying delays	NEURAL NETWORKS												This paper considers the problem of exponential stability for switched memristive neural networks (MNNs) with time-varying delays. Different from most of the existing papers, we model a memristor as a continuous system, and view switched MNNs as switched neural networks with uncertain time-varying parameters. Based on average dwell time technique, mode-dependent average dwell time technique and multiple Lyapunov-Krasovskii functional approach, two conditions are derived to design the switching signal and guarantee the exponential stability of the considered neural networks, which are delay-dependent and formulated by linear matrix inequalities (LMIs). Finally, the effectiveness of the theoretical results is demonstrated by two numerical examples. (C) 2016 Elsevier Ltd. All rights reserved.					Li, yu/HHZ-5236-2022; Xin, Youming/ADX-6518-2022; Huang, Xia/AFL-8711-2022	Huang, Xia/0000-0002-4955-8318; Xin, Youming/0000-0001-6484-8631													0893-6080	1879-2782				AUG	2016	80						34	42		10.1016/j.neunet.2016.04.002	http://dx.doi.org/10.1016/j.neunet.2016.04.002								27164266					WOS:000377521700004
J	Chinnamuniyandi, M; Ramachandran, R; Cao, JD; Rajchakit, G; Li, XD				Chinnamuniyandi, Maharajan; Ramachandran, Raja; Cao, Jinde; Rajchakit, Grienggrai; Li, Xiaodi			A New Global Robust Exponential Stability Criterion for <i>H</i><sub>∞</sub> Control of Uncertain Stochastic Neutral-type Neural Networks with Both Time-varying Delays	INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS												This paper mainly focuses on a novel H-infinity control design to handle the global robust exponential stability problem for uncertain stochastic neutral-type neural networks (USNNNs) with mixed time-varying delays. Here the delays are assumed to be both discrete and distributed, which means that the lower and upper bounds can be derived. Firstly, we draw a control law for stabilized and stability of the neutral-type neural networks (NNNs). Secondly, by employing the Lyapunov-Krasovskii functional(LKF) theory, Jensen's integral inequality, new required sufficient conditions for the global robust exponential stability of the given neural networks (NNs) are established in terms of delay-dependent linear matrix inequalities (LMIs), which can be easily checked in practice. The conditions obtained are expressed in terms of LMIs whose feasibility can be verified easily by MATLAB LMI control toolbox. Moreover, we have compared our work with previous one in the existing literature and showed that it reduces conservatism. Finally, one numerical example with their simulations is given to validate the effectiveness of our proposed theoretical results.					Raja, R./Y-7657-2019; Cao, Jinde/D-1482-2012; Rajchakit, Grienggrai/K-7043-2014; Jinde, Cao/L-2658-2017	Raja, R./0000-0003-0830-4933; Cao, Jinde/0000-0003-3133-7119; Rajchakit, Grienggrai/0000-0001-6053-6219; C, MAHARAJAN/0000-0003-0626-080X													1598-6446	2005-4092				APR	2018	16	2					726	738		10.1007/s12555-017-0410-x	http://dx.doi.org/10.1007/s12555-017-0410-x													WOS:000429572000031
J	Hoogendoorn, SP; Bovy, PHL; Daamen, W				Hoogendoorn, SP; Bovy, PHL; Daamen, W			Walking infrastructure design assessment by continuous space dynamic assignment modeling	JOURNAL OF ADVANCED TRANSPORTATION												For the planning and design of walking infrastructure, characterized by the fact that the pedestrians can choose their paths freely in two-dimensional space, applicability of traditional discrete network models is limited. This contribution puts forward an approach for user-optimal dynamic assignment in continuous time and space for analyzing for instance walking infrastructure in a two-dimensional space. Contrary to network-based approaches, the theory allows the traffic units to choose from an infinite non-countable set of paths through the considered space. The approach first determines the continuous paths using a path choice model. Then, origin-destination flows are assigned and traffic conditions are calculated. The approach to determine a user-optimal assignment is heuristic and consists of a sequence of all-or-nothing assignments. An application example is presented, showing dynamic user equilibrium traffic flows through a realistic transfer station. The example is aimed at illustrating the dynamic aspects of the modeling approach, such as anticipation on expected flow conditions, and predicted behavior upon catching or missing a connection.						Hoogendoorn, Serge/0000-0002-1579-1939													0197-6729					WIN	2003	38	1					69	92																WOS:000221225900005
J	Xu, ZD; Peng, YY; Li, GY; Chen, A; Liu, XB				Xu, Zhandong; Peng, Yiyang; Li, Guoyuan; Chen, Anthony; Liu, Xiaobo			Range-constrained traffic assignment for electric vehicles under heterogeneous range anxiety	TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES												This paper studied the range-constrained traffic assignment problem (RTAP), where heterogeneous range anxiety is considered among the driving population by electric vehicles (EVs). In order not to get stranded en-route, each EV driver is assumed to have his/her own driving range limit for being able to complete the trip. As a result, two types of multi-class RTAP can be defined through discrete or continuous distributed range anxiety. Given path-based side constraint structures, we proposed two variational inequality (VI) formulations for modeling discrete and continuous RTAPs, where the former is finite-dimensional according to a discrete number of user classes and the latter is infinite-dimensional accounting for an infinite number of user classes. We reformulate the continuous RTAP into finite-dimensional by merging adjacent EV drivers into one group. A unified path-based solution framework is developed to solve the two RTAPs, built upon the gradient projection algorithm. We design column generation and dropping schemes to adaptively maintain compact path sets and an inner equilibration strategy to accelerate convergence. Finally, a small network is used to examine the correctness and effectiveness of proposed models, and a large Winnipeg network is adopted to evaluate the impacts of stochastic driving range on network flows and computation costs. Numerical results provide compelling evidence of the outstanding superiority of the proposed algorithm, and show that EV drivers with heightened sensitivity towards range anxiety may contribute to the emergence of critical links experiencing severe congestion.					Li, Guoyuan/JRZ-1887-2023	Liu, Xiaobo/0000-0001-5722-4943; Xu, Zhandong/0000-0002-3574-3125													0968-090X	1879-2359				JAN	2024	158								104419	10.1016/j.trc.2023.104419	http://dx.doi.org/10.1016/j.trc.2023.104419		NOV 2023											WOS:001125523500001
J	Lee, S; Grossmann, IE				Lee, S; Grossmann, IE			Global optimization of nonlinear generalized disjunctive programming with bilinear equality constraints: applications to process networks	COMPUTERS & CHEMICAL ENGINEERING												A global optimization method is proposed for the solution of nonconvex generalized disjunctive programming problems that have bilinear equality constraints in terms of flows, compositions and split fractions. Tight convex under/over estimators are introduced for the relaxation of nonconvex constraints to construct the lower bound problem. Discrete choices for process networks are expressed as disjunctions, which are relaxed by a convex hull formulation. The relaxed convex NLP problem is solved with a two-level branch and bound algorithm proposed by Lee and Grossmann (Comput. Chem. Eng. 25 (2001) 1675), which branches on the discrete variables at the first level and the continuous variables on the second level. This global optimization algorithm is guaranteed to find an F-optimal solution in a finite number of steps. Applications are presented in pooling problems, wastewater network problems, and water usage network problems. (C) 2003 Elsevier Science Ltd. All rights reserved.																			0098-1354					NOV 15	2003	27	11					1557	1575		10.1016/S0098-1354(03)00098-X	http://dx.doi.org/10.1016/S0098-1354(03)00098-X													WOS:000185967600004
