PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
C	Fauss, M; Zoubir, AM			IEEE	Fauss, Michael; Zoubir, Abdelhak M.			DESIGNING DISCRETE SEQUENTIAL TESTS VIA MIXED INTEGER PROGRAMMING	2014 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS, SPEECH AND SIGNAL PROCESSING (ICASSP)	International Conference on Acoustics Speech and Signal Processing ICASSP				IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)	MAY 04-09, 2014	Florence, ITALY	IEEE, IEEE Signal Proc Soc				We show that the optimal design of non-randomized discrete sequential tests, i.e., tests whose test statistics take on only a countable number of states, can be modeled as a mixed integer linear problem. This is done by reformulating the difference equations describing the random walk on the integer lattice in terms of linear mixed integer constraints. We outline the general procedure and give a simple example to show how the proposed method can be used in practice.					Zoubir, Abdelhak M/AAW-6349-2021; Zoubir, Abdelhak M/IZP-9259-2023														1520-6149		978-1-4799-2893-4				2014																								WOS:000343655303100
J	Liu, YR; Wang, ZD; Liu, XH				Liu, Yurong; Wang, Zidong; Liu, Xiaohui			Design of exponential state estimators for neural networks with mixed time delays	PHYSICS LETTERS A												In this Letter, the state estimation problem is dealt with for a class of recurrent neural networks (RNNs) with mixed discrete and distributed delays. The activation functions are assumed to be neither monotonic, nor differentiable, nor bounded. We aim at designing a state estimator to estimate the neuron states, through available output measurements, such that the dynamics of the estimation error is globally exponentially stable in the presence of mixed time delays. By using the Laypunov-Krasovskii functional, a linear matrix inequality (LMI) approach is developed to establish sufficient conditions to guarantee the existence of the state estimators. We show that both the existence conditions and the explicit expression of the desired estimator can be characterized in terms of the solution to an LMI. A simulation example is exploited to show the usefulness of the derived LMI-based stability conditions. (C) 2006 Elsevier B.V All rights reserved.					Liu, Xiaohui/B-5046-2013; Wang, Zidong/H-1523-2011; Liu, Yurong/B-3955-2013	Wang, Zidong/0000-0002-9576-7401; Liu, Yurong/0000-0001-8035-288X													0375-9601	1873-2429				MAY 7	2007	364	5					401	412		10.1016/j.physleta.2006.12.018	http://dx.doi.org/10.1016/j.physleta.2006.12.018													WOS:000246597300008
J	Wan, P; Zeng, ZG				Wan, Peng; Zeng, Zhigang			Global Exponential Stability of Impulsive Delayed Neural Networks on Time Scales Based on Convex Combination Method	IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS												The published stability criteria for impulsive neural networks are scale-free on time line, which is only appropriate for discrete or continuous ones. The issue of global exponential stability for impulsive delayed neural networks on time scales is analyzed by employing the convex combination method in this article. Several algebraic and linear matrix inequality conditions are proved by constructing impulse-dependent Lyapunov functionals and using timescale inequality techniques. Unlike the published works, impulsive control strategies can be designed by utilizing our theoretical results to stabilize delayed neural networks on time scales if they are unstable before introducing impulses. Sufficient criteria for global exponential stability in this article are derived based on the timescale theory, and they are applicable to discrete-time impulsive neural networks, their continuous-time analogues, and neural networks whose states are discrete at one time and continuous at another time. Four numerical examples are offered to demonstrate the effectiveness and superiority of our new theoretical results in the end.					Zeng, Zhigang/A-2816-2011	Zeng, Zhigang/0000-0003-4587-3588; Wan, Peng/0000-0002-3274-1319													2168-2216	2168-2232				MAY	2022	52	5					3015	3024		10.1109/TSMC.2021.3061971	http://dx.doi.org/10.1109/TSMC.2021.3061971		MAR 2021											WOS:000733534000001
J	Sheng, Y; Zeng, ZG; Huang, TW				Sheng, Yin; Zeng, Zhigang; Huang, Tingwen			Finite-Time Stabilization of Competitive Neural Networks With Time-Varying Delays	IEEE TRANSACTIONS ON CYBERNETICS												This article investigates finite-time stabilization of competitive neural networks with discrete time-varying delays (DCNNs). By virtue of comparison strategies and inequality techniques, finite-time stabilization of the underlying DCNNs is analyzed by designing a discontinuous state feedback controller, which simplifies the controller design and proof processes of some existing results. Meanwhile, global exponential stabilization of the DCNNs is provided under a continuous state feedback controller. In addition, global exponential stability of the DCNNs is shown as an M-matrix, which contains some published outcomes as special cases. Finally, three examples are given to illuminate the validity of the theories.					Huang, Tingwen/K-1367-2013; Zeng, Zhigang/A-2816-2011	Huang, Tingwen/0000-0001-9610-846X; Zeng, Zhigang/0000-0003-4587-3588													2168-2267	2168-2275				NOV	2022	52	11					11325	11334		10.1109/TCYB.2021.3082153	http://dx.doi.org/10.1109/TCYB.2021.3082153		JUN 2021						34133310					WOS:000733448400001
C	Sekaj, I; Perkacz, J			IEEE	Sekaj, I.; Perkacz, J.			Genetic programming-based controller design	2007 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-10, PROCEEDINGS	IEEE Congress on Evolutionary Computation				IEEE Congress on Evolutionary Computation	SEP 25-28, 2007	Singapore, SINGAPORE	IEEE				Two genetic programming-based approaches are proposed for continuous-time process control design. The first approach uses a network of interconnected continuous-time elementary dynamic building blocs with a specific table-based representation of individuals. In the second approach the control algorithm is represented as a recurrent function of discrete-time variables with the tree representation of individuals. Both approaches are demonstrated on controller design examples, which are compared with the genetic algorithm-based PID controller design.					Sekaj, Ivan/AAU-2988-2020																978-1-4244-1339-3				2007							1339	1343		10.1109/CEC.2007.4424626	http://dx.doi.org/10.1109/CEC.2007.4424626													WOS:000256053700180
J	Fan, LN; Zhu, QX				Fan, Lina; Zhu, Quanxin			Mean square exponential stability of discrete-time Markov switched stochastic neural networks with partially unstable subsystems and mixed delays	INFORMATION SCIENCES												In this paper, we study the mean square exponential stability of discrete-time stochastic neural networks with partially unstable subsystems and mixed delays. The mixed delays under consideration involve discrete delay and distributed delay. Moreover, the discrete delay term satisfies the Bernoulli distribution. Different from the deterministic switching, we consider Markov switching and our system has partially unstable subsystems. By constructing a novel Lyapunov-Krasovskii functional and using the stationary distribution of Markov chain, we give sufficient conditions for the mean square exponential stability of the suggested system. Finally, two numerical examples are given to check the theory results. (c) 2021 Elsevier Inc. All rights reserved.																			0020-0255	1872-6291				NOV	2021	580						243	259		10.1016/j.ins.2021.08.068	http://dx.doi.org/10.1016/j.ins.2021.08.068		SEP 2021											WOS:000701192500013
C	Saffar, F; Mirhassani, M; Ahmadi, M			IEEE	Saffar, Farinoush; Mirhassani, Mitra; Ahmadi, Majid			A Modular Mixed-Signal CVNS Neural Network Architecture	2015 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN)	IEEE International Joint Conference on Neural Networks (IJCNN)				International Joint Conference on Neural Networks (IJCNN)	JUL 12-17, 2015	Killarney, IRELAND					In this paper design and implementation of a modular mixed-signal feed-forward neural network is presented. The network is implemented based on the Continuous Valued Number System (CVNS) arithmetic with neurons distributed in the network. Synapse weights are implemented on the chip using capacitive analog memories. Weight values are stored as the CVNS values and are refreshed and updated using the overlap between the CVNS digits. Current-mode logic is used for implementation in order to simplify the circuit design, and especially addition, which resulted in reduced power and area consumption. The distributed nature of the neurons allows for expansion of the network into larger networks. Individual modular layers are fabricated in TSMC CMOS 180nm, and are used to form different network sizes. The module is used to configure two proof of concept examples, a 2 - 2 - 1 and a 3 - 2 - 1 network to solve the XOR problem. Results of test and verification presented in this paper show the network flexibility of the proposed design to form various network configurations.																			2161-4393		978-1-4799-1959-8				2015																								WOS:000370730602135
J	Xu, DG; Su, ZF				Xu, Degang; Su, Zhifang			Synchronization criterions and pinning control of general complex networks with time delay	APPLIED MATHEMATICS AND COMPUTATION												The problems of synchronization and pinning control for general time-delay complex dynamical networks are investigated. In this paper, less conservative criterions for both continuous-time and discrete-time complex dynamical networks with time delay are obtained. Pinning control strategies are respectively, designed to make these complex dynamical networks synchronized. Moreover, the problems of designing controllers are converted into solving optimal problems of a series of linear matrix inequalities, which reduces the computation complexity. Finally, numerical simulations verify the effectiveness of our methodology. (C) 2009 Elsevier Inc. All rights reserved.																			0096-3003	1873-5649				OCT 15	2009	215	4					1593	1608		10.1016/j.amc.2009.07.015	http://dx.doi.org/10.1016/j.amc.2009.07.015													WOS:000270417900029
J	Kmet, T; Kmetova, M				Kmet, Tibor; Kmetova, Maria			Adaptive critic design and Hopfield neural network based simulation of time delayed photosynthetic production and prey-predator model	INFORMATION SCIENCES												This paper presents a neural networks simulation of two complex adaptive ecological systems with a discrete time delay. The first system is related to the photosynthetic production of phytoplankton, the second with a time delayed prey-predator system incorporating a prey refuge. The iterative adaptive critic design is developed to simulate the maximal photosynthetic production of the mechanistic model of phytoplankton photosynthesis with discrete time delays. The prey-predator system is simulated using back-propagation learning of infinite-dimensional dynamical systems. The proposed simulation method is based on the time-dependent recurrent learning of continuous-time Hopfield neural network with a discrete time delay with the prey-predator system as a teacher signal. Furthermore, numerical calculations are included to demonstrate the proposed simulation algorithms. (C) 2014 Elsevier Inc. All rights reserved.					Kmetova, Maria/AAC-8163-2020; Kmetova, Maria/IVV-6009-2023	Kmetova, Maria/0000-0003-3526-7365; Kmetova, Maria/0000-0003-3526-7365													0020-0255	1872-6291				FEB 10	2015	294						586	599		10.1016/j.ins.2014.08.020	http://dx.doi.org/10.1016/j.ins.2014.08.020													WOS:000346542800042
J	Volyanskyy, KY; Haddad, WM				Volyanskyy, Konstantin Y.; Haddad, Wassim M.			A <i>Q</i>-Modification Neuroadaptive Control Architecture for Discrete-Time Systems	IEEE TRANSACTIONS ON NEURAL NETWORKS												This brief extends the new neuroadaptive control framework for continuous-time nonlinear uncertain dynamical systems based on a Q-modification architecture to discrete-time systems. As in the continuous-time case, the discrete-time update laws involve auxiliary terms, or Q-modification terms, predicated on an estimate of the unknown neural network weights which in turn involve a set of auxiliary equations characterizing a set of affine hyperplanes. In addition, we show that the Q-modification terms in the discrete-time update law are designed to minimize an error criterion involving a sum of squares of the distances between the update weights and the family of affine hyperplanes.																			1045-9227					SEP	2010	21	9					1507	1511		10.1109/TNN.2010.2047869	http://dx.doi.org/10.1109/TNN.2010.2047869								20709642					WOS:000283231200011
C	Niu, Y; Wu, XG; Yang, HZ; Zhang, HX		Akhgar, B; Arabnia, HR		Niu, Yun; Wu, Xuguang; Yang, Huizhen; Zhang, Huixiang			Co-design of Discrete Linear Quadratic Regulator and Resource Scheduling for Priority-Driven Networked Control Systems	2014 INTERNATIONAL CONFERENCE ON COMPUTATIONAL SCIENCE AND COMPUTATIONAL INTELLIGENCE (CSCI), VOL 1					International Conference on Computational Science and Computational Intelligence (CSCI)	MAR 10-13, 2014	Las Vegas, NV	American Council Sci & Educ				In this paper, the problem how to distribute network bandwidth over a set of real-time control loops in order to optimize the total control performance in networked control systems is studied. The problem mentioned above can be divided into two sub-problems: how the control performance depends on the quality of service (QoS) of network such as sampling period, network induced delay and pocket dropout, and how a resource allocation strategy can be designed to optimize the overall control performance. Linear quadratic cost functions are used as control performance indicators. The continuous-time quadratic performance cost indicator is discretized which takes the network QoS into account. To guarantee the network QoS demands, a co-design method of control and bandwidth scheduling is proposed to guarantee both networked control performance and network QoS. Finally, a series of experiments based on Truetime is present, and the results show that the scheme is effective and necessary.																					978-1-4799-3009-8				2014							15	20		10.1109/CSCI.2014.11	http://dx.doi.org/10.1109/CSCI.2014.11													WOS:000355911900003
J	Dong, YL; Guo, LL; Hao, J; Li, TR				Dong, Yali; Guo, Liangliang; Hao, Jing; Li, Tianrui			Robust Exponential Stabilization for Switched Neutral Neural Networks with Mixed Time-Varying Delays	NEURAL PROCESSING LETTERS												This paper studies the problems of exponential stabilization for a class of uncertain switched neutral neural networks with mixed time-varying delays. Based on the multiple Lyapunov-like functional method and the average dwell time method, the sufficient conditions which guarantee exponential stabilization of the uncertain switched neutral neural networks with mixed time-varying delays are presented. Averaged well time of switching signals is also given. Moreover, a design scheme for the stabilizing feedback controllers is proposed to guarantee exponential stability of corresponding closed-loop systems. Finally, two examples are given to illustrate the applicability and the effectiveness of the proposed method.																			1370-4621	1573-773X				OCT	2019	50	2					1381	1400		10.1007/s11063-018-9928-z	http://dx.doi.org/10.1007/s11063-018-9928-z													WOS:000491112900021
C	Wu, ZY		Li, G		Wu, ZY			Discrete optimal design of water pipeline systems by means of evolution	HYDRAULICS OF RIVERS WATER WORKS AND MACHINERY, VOL II, THEME D, PROCEEDINGS: 21ST CENTURY: THE NEW ERA FOR HYDRAULIC RESEARCH AND ITS APPLICATIONS					29th Annual Congress of the International-Association-of-Hydraulic-Engineering-and-Research (IAHR)	SEP 16-21, 2001	BEIJING INT CONVENT CTR, BEIJING, PEOPLES R CHINA	Int Assoc Hydraul Engn & Res, Minist Water Resources, Natl Nat Sci Fdn China, United Nat Educ, Sci & Cultural Org, Hai River Conservancy Commiss, Huai River Conservancy Commiss, Songhua River & Liao River Conservancy Commiss, Xialangdi Multipurpose Project Corp, China Yangtze Three Gorges Project Dev Corp, China Inst Water Resources & Hydropower Res	BEIJING INT CONVENT CTR			This paper presents an approach for discrete optimal design and rehabilitation of water distribution systems. A simple analysis showing a comparison of continuous and discrete optimization is presented. It indicates that there is no guarantee, in general, that the continuous optimization model using a fitted cost function will reach the least cost design solution. A discrete pipeline optimization model has been proposed and implemented by integrating a genetic algorithm with a hydraulic network simulator. The model is formulated to search for the least cost combination of available pipe sizes. It has been tested on an example for the optimal design of water distribution systems. The results have shown that the discrete optimization model developed in this paper is effective at producing the optimal and near optimal solutions.																									2001							487	492																WOS:000175457300073
J	Yeh, SF; Chu, CW; Chang, YJ; Lin, MD				Yeh, Shung-Fu; Chu, Chien-Wei; Chang, Yao-Jen; Lin, Min-Der			Applying tabu search and simulated annealing to the optimal design of sewer networks	ENGINEERING OPTIMIZATION												Optimizations of sewer network designs create complicated and highly nonlinear problems wherein conventional optimization techniques often get easily bogged down in local optima and cannot successfully address such problems. In the past decades, heuristic algorithms possessing robust and efficient global search capabilities have helped to solve continuous and discrete optimization problems and have demonstrated considerable promise. This study applied tabu search (TS) and simulated annealing (SA) to the optimization of sewer network designs. For a case study, this article used the sewer network design of a central Taiwan township, which contains significantly varied elevations, and the optimal designs from TS and SA were compared with the original official design. The results show that, in contrast with the original design's failure to satisfy the minimum flow-velocity requirements, both TS and SA achieved least-cost solutions that also fulfilled all the constraints of the design criteria. According to the average performance of 200 trials, SA outperformed TS in both robustness and efficiency for solving sewer network optimization problems.						Lin, Min-Der/0000-0001-7555-951X													0305-215X						2011	43	2					159	174	PII 927918354	10.1080/0305215X.2010.482989	http://dx.doi.org/10.1080/0305215X.2010.482989													WOS:000286814100003
J	Robinius, M; Schewe, L; Schmidt, M; Stolten, D; Thürauf, J; Welder, L				Robinius, Martin; Schewe, Lars; Schmidt, Martin; Stolten, Detlef; Thuerauf, Johannes; Welder, Lara			Robust optimal discrete arc sizing for tree-shaped potential networks	COMPUTATIONAL OPTIMIZATION AND APPLICATIONS												We consider the problem of discrete arc sizing for tree-shaped potential networks with respect to infinitely many demand scenarios. This means that the arc sizes need to be feasible for an infinite set of scenarios. The problem can be seen as a strictly robust counterpart of a single-scenario network design problem, which is shown to be NP-complete even on trees. In order to obtain a tractable problem, we introduce a method for generating a finite scenario set such that optimality of a sizing for this finite set implies the sizing's optimality for the originally given infinite set of scenarios. We further prove that the size of the finite scenario set is quadratically bounded above in the number of nodes of the underlying tree and that it can be computed in polynomial time. The resulting problem can then be solved as a standard mixed-integer linear optimization problem. Finally, we show the applicability of our theoretical results by computing globally optimal arc sizes for a realistic hydrogen transport network of Eastern Germany.						Thurauf, Johannes/0000-0001-8516-6250; Welder, Lara/0000-0001-9832-385X; Robinius, Martin/0000-0002-5307-3022; Schewe, Lars/0000-0002-3778-262X													0926-6003	1573-2894				JUL	2019	73	3					791	819		10.1007/s10589-019-00085-x	http://dx.doi.org/10.1007/s10589-019-00085-x													WOS:000468828300003
C	Zhang, YN; Yue, D; Hu, SL			IEEE	Zhang, Yunning; Yue, Dong; Hu, Songlin			Digital PID Based Load Frequency Control Through Open Communication Networks	2015 27TH CHINESE CONTROL AND DECISION CONFERENCE (CCDC)	Chinese Control and Decision Conference				27th Chinese Control and Decision Conference (CCDC)	MAY 23-25, 2015	Qingdao, PEOPLES R CHINA	IEEE Ind Elect Chapter, Qingdao Univ, IEEE Control Syst Soc, Syst Engn Soc China, Chinese Assoc Artificial Intelligence, Chinese Assoc Automat, Tech Comm Control Theory, Northeastern Univ				In this paper, a delay-dependent method is adopted to deal with the continuous-discrete operation mode and time delays induced by communication through open networks in load frequency control (LFC) scheme. By using a novel technique, the design problem of digital PID-type controller is converted into a design problem of static output feedback controller based on the discrete-time system model. The controller gains are obtained using networked control system theory, linear matrix inequality technique and cone complementarity linearization algorithm. By taking the developed systematic procedures, digital PID-type controllers for LFC scheme of a three-area interconnected power system are designed. Simulation results show that the designed controllers provide better robustness against certain time delays than the existing controllers.					Yue, Dong/ITW-1908-2023; Yue, Dong/ITW-1999-2023; Zhang, YunNing/HIR-5542-2022	Yue, Dong/0000-0001-7810-9338; Zhang, YunNing/0000-0002-1721-3729													1948-9439		978-1-4799-7016-2				2015							6243	6248																WOS:000375232901128
J	Jin, L; Zhang, YN; Li, S; Zhang, YY				Jin, Long; Zhang, Yunong; Li, Shuai; Zhang, Yinyan			Noise-Tolerant ZNN Models for Solving Time-Varying Zero-Finding Problems: A Control-Theoretic Approach	IEEE TRANSACTIONS ON AUTOMATIC CONTROL												This technical note proposes a noise-tolerant zeroing neural network (NTZNN) design formula, and shows how recurrent (and recursive) methods for solving time-varying problems can be designed from the viewpoint of control. The NTZNN design formula provides a control-theoretic framework to deal with the convergence, stability and robustness issues of continuous-time (and discrete-time) models. NTZNN models derived from the proposed design formula demonstrate their advantages when applied to solving time-varying zero-finding problems in the presence of noises.					Zhang, Yinyan/S-7675-2019; Zhang, Yinyan/K-9998-2017; Li, Shuai/ABD-6426-2021; Jin, Long/HHS-5672-2022; Li, Shuai/ABD-5132-2021; Jin, Long/ITT-1019-2023	Zhang, Yinyan/0000-0002-0463-0291; Zhang, Yinyan/0000-0002-0463-0291; Li, Shuai/0000-0001-8316-5289; Li, Shuai/0000-0002-9574-9609; 													0018-9286	1558-2523				FEB	2017	62	2					992	997		10.1109/TAC.2016.2566880	http://dx.doi.org/10.1109/TAC.2016.2566880													WOS:000395510600045
J	Tian, L; Liang, JL; Cao, JD				Tian, Le; Liang, Jinling; Cao, Jinde			Robust observer for discrete-time Markovian jumping neural networks with mixed mode-dependent delays	NONLINEAR DYNAMICS												The robust observer problem is considered in this paper for a class of discrete-time neural networks with Markovian jumping parameters and mode-dependent time delays which are in both discrete-time form and finite distributed form. The neural network switches from one mode to another controlled by a Markov chain with known transition probability. Time-delays considered in this paper are mode-dependent which may reflect a more realistic version of the neural network. By using the Lyapunov functional method and the techniques of linear matrix inequalities (LMIs), sufficient conditions are established in terms of LMIs that ensure the existence of the robust observer. The obtained conditions are easy to be verified via the LMI toolbox. An example is presented to show the effectiveness of the obtained results.					Jinde, Cao/L-2658-2017; Cao, Jinde/D-1482-2012; Liang, Jinling/N-1509-2016	Cao, Jinde/0000-0003-3133-7119; 													0924-090X					JAN	2012	67	1					47	61		10.1007/s11071-011-9956-y	http://dx.doi.org/10.1007/s11071-011-9956-y													WOS:000297544000003
C	Li, BB; Kim, YC			IEEE	Li, Bingbing; Kim, Young-Chon			Energy and Cost Efficient Logical Topology in Optical Mixed-Line-Rate Networks	18TH ASIA-PACIFIC CONFERENCE ON COMMUNICATIONS (APCC 2012): GREEN AND SMART COMMUNICATIONS FOR IT INNOVATION	Asia-Pacific Conference on Communications				18th Asia-Pacific Conference on Communications (APCC) - Green and Smart Communications for IT Innovation	OCT 15-17, 2012	Jeju, SOUTH KOREA	IEEE Commun Soc, Asia Pacific Reg, Chinese Inst Commun, Inst Elect, Informat, & Commun Engineers, Commun Soc, Korean Inst Commun & Informat Sci, GCC, Korea Commun Commiss, Korea Commun Agcy, Korean Federat Sci & Technol Soc, Elect & Telecommunicat Res Inst, Samsung, KT, SK Telecom, LG Elect, Qualcomm, Ericsson LG, SkyCross, Multi Screen Serv Forum Korea				With the continuous growth of traffic for years, both the monetary cost and the power consumption of the Internet increase sharply at the same time. Especially, backbone networks will become the main contributor of the overall Internet cost and power consumption. Except the feature of huge total amount, the traffic in future backbone networks will also show high heterogeneity in bandwidth requirement. Based on the variety of those traffic demands, the mixed-line-rate (MLR) schemes have been proposed in recent years. The MLR schemes are considered to be able to support flexibility for network provisioning. To utilize resources in MLR backbone networks efficiently, logical topology design is an important issue. However, previous studies about logical topology design have focused on optimizing either monetary cost or power consumption of the whole network. In this paper, we design logical topology for optical MLR backbone networks by considering both energy efficiency and cost efficiency. The network cost is defined as an integrity consisting of the monetary cost and the power consumption of the whole network. Then, a Mixed Integer Linear Programming (MILP) formulation is presented to minimize the network cost. In order to evaluate the proposed formulation, it is applied on illustrative case studies. Finally, the numerical results are analyzed and discussed.																			2163-0771		978-1-4673-4728-0				2012							492	497																WOS:000395448600098
J	Kaviani, A; Thompson, RG; Rajabifard, A; Sarvi, M				Kaviani, Arash; Thompson, Russell G.; Rajabifard, Abbas; Sarvi, Majid			A model for multi-class road network recovery scheduling of regional road networks	TRANSPORTATION												In this paper, an optimisation model for recovery planning of road networks is presented in which both social and economic resilience is aimed to be achieved. The model is formulated as a bi-level multi-objective discrete network design problem which forms a non-convex mixed integer non-linear problem. Solved by a Branch and Bound method, the solution algorithm employs an outer approximation method to estimate the lower bound of each node in the Branch and Bound search tree. The solution algorithm exploits a unique approach for lower-bound computation dealing with a disrupted multi-class network that may not be able to satisfy the demand between all OD pairs due to damaged links. The model is assessed by applying it on the Sioux Falls network. It is also illustrated how the Pareto-optimal solutions achieved by the multi-objective optimisation can vary depending on the emphasis placed on different classes of vehicles.					sarvi, majid/A-2397-2009; Thompson, Russell G/D-6451-2012; Rajabifard, Abbas/D-1818-2015	Thompson, Russell/0000-0002-8128-6586; Rajabifard, Abbas/0000-0002-4256-3173													0049-4488	1572-9435				FEB	2020	47	1					109	143		10.1007/s11116-017-9852-5	http://dx.doi.org/10.1007/s11116-017-9852-5													WOS:000512776200005
C	Kiddle, C; Simmonds, R; Unger, B			ieee computer society	Kiddle, C; Simmonds, R; Unger, B			Performance of a mixed shared/distributed memory parallel network simulator	18TH WORKSHOP ON PARALLEL AND DISTRIBUTED SIMULATION, PROCEEDINGS					18th Workshop on Parallel and Distributed Simulation	MAY 16-19, 2004	Kufstein, AUSTRIA	IEEE Comp Soc TC Simulat, ACM SIGSIM, Soc Modeling & Simulat Int				Designing fast parallel discrete event simulation systems for shared-memory parallel computers is simplified by the efficient communication operations enabled by the common memory space. The difficulties involved in designing large shared-memory computers and the resulting high cost of even modest size systems has led to the proliferation of computer systems consisting of small shared-memory computers connected via low-latency message-passing interconnection networks. This paper describes how a network simulation system using a simulation kernel optimized for high performance operation on shared-memory parallel computers has been extended to operate on computers that mix shared-memory and message-passing paradigms. Results are presented showing that the system can achieve over 60 million simulated packet transmissions per second on 32 4-processor nodes. The results demonstrate the advantage of using a mixture of shared-memory and message-passing over using only message-passing in many cases.																					0-7695-2111-8				2004							17	25		10.1109/PADS.2004.1301281	http://dx.doi.org/10.1109/PADS.2004.1301281													WOS:000222057000003
J	Zheng, LA; Yu, WQ; Xu, ZQ; Zhang, ZJ; Deng, FQ				Zheng, Lunan; Yu, Weiqi; Xu, Zongqing; Zhang, Zhijun; Deng, Feiqi			Design, Analysis, and Application of a Discrete Error Redefinition Neural Network for Time-Varying Quadratic Programming	IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS												Time-varying quadratic programming (TV-QP) is widely used in artificial intelligence, robotics, and many other fields. To solve this important problem, a novel discrete error redefinition neural network (D-ERNN) is proposed. By redefining the error monitoring function and discretization, the proposed neural network is superior to some traditional neural networks in terms of convergence speed, robustness, and overshoot. Compared with the continuous ERNN, the proposed discrete neural network is more suitable for computer implementation. Unlike continuous neural networks, this article also analyzes and proves how to select the parameters and step size of the proposed neural networks to ensure the reliability of the network. Moreover, how to achieve the discretization of the ERNN is presented and discussed. The convergence of the proposed neural network without disturbance is proven, and bounded time-varying disturbances can be resisted in theory. Furthermore, the comparison results with other related neural networks show that the proposed D-ERNN has a faster convergence speed, better antidisturbance ability, and lower overshoot.					Zhang, Zhijun/HTN-1545-2023	Zhang, Zhijun/0000-0001-6916-2356; Zheng, Lunan/0000-0002-7671-6051; Deng, Feiqi/0000-0002-0257-5647													2162-237X	2162-2388				2023 MAY 24	2023										10.1109/TNNLS.2023.3270381	http://dx.doi.org/10.1109/TNNLS.2023.3270381		MAY 2023						37224359					WOS:001005946200001
J	Gutiérrez-Jarpa, G; Laporte, G; Marianov, V; Moccia, L				Gutierrez-Jarpa, Gabriel; Laporte, Gilbert; Marianov, Vladimir; Moccia, Luigi			Multi-objective rapid transit network design with modal competition: The case of Concepcion, Chile	COMPUTERS & OPERATIONS RESEARCH												We present a mixed integer linear program for the rapid transit network design problem with static modal competition. Previous discrete formulations cannot handle modal competition for realistic size instances because of the complexity of modeling alternatives for each flow in the network. We overcome this difficulty by exploiting a pre-assigned topological configuration. We discuss relevant goals of rapid transit planning, and we propose a multi-objective model conducive to a post-optimization analysis for effectiveness, efficiency, and equity concerns. A case study carried out for a metro proposal in Concepcion, Chile, shows the suitability of the proposed method consisting of the mixed integer linear program coupled with the post-optimization analysis. (C) 2016 Elsevier Ltd. All rights reserved.					Marianov, Vladimir/D-1360-2011; Moccia, Luigi/G-2894-2010; Gutiérrez-Jarpa, Gabriel/AAZ-6116-2020	Marianov, Vladimir/0000-0002-5343-0106; Gutierrez-Jarpa, Gabriel/0000-0003-2931-0574; Moccia, Luigi/0000-0002-2211-4928													0305-0548	1873-765X				FEB	2017	78						27	43		10.1016/j.cor.2016.08.009	http://dx.doi.org/10.1016/j.cor.2016.08.009													WOS:000390071400003
C	Kobayashi, K; Hiraishi, K			IEEE	Kobayashi, Koichi; Hiraishi, Kunihiko			A Probabilistic Approach to Design of Real-time Pricing Systems over Communication Networks	IECON 2014 - 40TH ANNUAL CONFERENCE OF THE IEEE INDUSTRIAL ELECTRONICS SOCIETY	IEEE Industrial Electronics Society				40th Annual Conference of the IEEE-Industrial-Electronics-Society (IECON)	OCT 29-NOV 01, 2014	Dallas, TX	Inst Elect & Elect Engineers, IEEE Ind Elect Soc				In design of demand response programs, real-time pricing plays an important role. In real-time pricing systems, information of the price and power consumption is sent to an ISO (independent system operator) and consumers (i.e., smart meters) through communication networks. Hence, this system can be regarded as a class of networked control systems. In this paper, design of real-time pricing systems over communication networks is discussed. First, a probabilistic discrete model expressing the relation between the price and power consumption is explained. In addition, effects of communication networks are also explained, and directed graphs with communication properties are introduced. Next, the pricing problem is reduced to a mixed integer linear programming problem. Finally, a numerical simulation is presented.					Kobayashi, Koichi/AFO-6523-2022	Kobayashi, Koichi/0000-0002-3358-0254													1553-572X		978-1-4799-4032-5				2014							4732	4737																WOS:000389471604078
