PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Dai, AD; Yi, DY; Zhou, WN; Xiong, PY; Chu, YM				Dai, An-Ding; Yi, Dong-Yun; Zhou, Wu-Neng; Xiong, Pei-Ying; Chu, Yu-Ming			Distributed adaptive synchronization for a class of complex dynamical networks with Markovian switching	AIP ADVANCES												In the article, we investigate the distributed adaptive synchronization problem for complex networks with actuator faults under M-matrix approach. Firstly, a realistic discrete-time Markov chain is used to describe the stochastic behavior of actuator faults. Secondly, based on the distributed adaptive control scheme, some synchronization criteria for a class of complex networks with actuator faults are obtained. Furthermore, a new distributive adaptive law depending on Markovian chain is designed. Lastly, the validity of the proposed theories is verified by a numerical example. (C) 2018 Author(s).																			2158-3226					DEC	2018	8	12							125118	10.1063/1.5047452	http://dx.doi.org/10.1063/1.5047452													WOS:000454615100047
J	Muñoz, F; Garcia-Hernandez, R; Ruelas, J; Palomares-Ruiz, JE; Alvarez-Macías, C				Munoz, Flavio; Garcia-Hernandez, Ramon; Ruelas, Jose; Palomares-Ruiz, Juan E.; Alvarez-Macias, Carlos			Optimal Operation for Reduced Energy Consumption of an Air Conditioning System Using Neural Inverse Optimal Control	MATHEMATICS												For a comfortable thermal environment, the main parameters are indoor air humidity and temperature. These parameters are strongly coupled, causing the need to search for multivariable control alternatives that allow efficient results. Therefore, in order to control both the indoor air humidity and temperature for direct expansion (DX) air conditioning (A/C) systems, different controllers have been designed. In this paper, a discrete-time neural inverse optimal control scheme for trajectories tracking and reduced energy consumption of a DX A/C system is presented. The dynamic model of the plant is approximated by a recurrent high-order neural network (RHONN) identifier. Using this model, a discrete-time neural inverse optimal controller is designed. Unscented Kalman filter (UKF) is used online for the neural network learning. Via simulation the scheme is tested. The proposed approach effectiveness is illustrated with the obtained results and the control proposal performance against disturbances is validated.					Ruelas, Jose Efren/M-3157-2019; Alvarez-Macias, Carlos/H-3977-2017; Ruelas, Jose Efren/O-2534-2014; Muñoz, Flavio/G-3887-2018; Palomares-Ruiz, Juan Enrique/N-5989-2014	Ruelas, Jose Efren/0000-0002-0493-6899; Alvarez-Macias, Carlos/0000-0002-2263-0316; Ruelas, Jose Efren/0000-0002-0493-6899; Muñoz, Flavio/0000-0002-6884-8417; Palomares-Ruiz, Juan Enrique/0000-0002-3410-4954; Garcia Hernandez, Ramon/0000-0003-0602-8795														2227-7390				MAR	2022	10	5							695	10.3390/math10050695	http://dx.doi.org/10.3390/math10050695													WOS:000771676600001
C	Abramson, D; Power, K; Sosic, R		Tentner, A		Abramson, D; Power, K; Sosic, R			Simulating computer networks using clusters of PCs	PROCEEDINGS OF THE HIGH PERFORMANCE COMPUTING SYMPOSIUM - HPC '99					1999 Advanced Simulation Technologies Conference (ASTC 99)	APR 11-15, 1999	SAN DIEGO, CA	Soc Comp Simulat Int				Simulation has become the dominant technique for evaluating the performance of many products before real hardware is produced in computer networks, this is particularly true, and can avoid expensive hardware and software development. Using simulation it is possible to explore different protocols and design options, under different loads, long before the design is frozen. However, such simulations can be time consuming, especially if a large number of scenarios are to be considered. In this paper we show how it is possible to perform distributed execution of a network simulation written for the OpNet package. This is performed using a distributed completing tool called Cluster. Very high efficiency has been experienced on a variety of workstation clusters. A case study is presented in which a real network protocol is evaluated using OpNet and Clustor.																					1-56555-166-4				1999							386	394																WOS:000081234800063
J	Sang, H; Nie, H; Zhao, J				Sang, Hong; Nie, Hong; Zhao, Jun			Event-triggered asynchronous synchronization control for switched generalized neural networks with time-varying delay	NEUROCOMPUTING												The present research is concerned with the l(2)-l(infinity) synchronization control for discrete-time switched generalized neural networks subject to time-varying delay. Distinct from the existing correlative results, a novel synchronization paradigm is established, in which the designed synchronization controller only contains the information of neuron states and switching signal at the certain triggering instants scheduled by the designed dynamic event-triggered mechanism. Also, an interesting asynchronous problem caused by the asynchronization of the switching and triggering actions is taken into consideration. For reducing the conservativeness of the conventional approaches, the time-dependent Lyapunov- Krasovskii functional for the resultant asynchronous situation is then constructed, and the correspondent sufficient conditions are formulated to ensure the exponential stability and weighted l(2)-l(infinity)., performance of the concerned synchronization error systems. Finally, the applicability and superiority of the developed synchronization technique are substantiated with two simulation examples. (C) 2022 Elsevier B.V. All rights reserved.					Sang, Hong/K-9188-2017	Sang, Hong/0000-0002-7407-5166													0925-2312	1872-8286				SEP 21	2022	505						154	165		10.1016/j.neucom.2022.07.021	http://dx.doi.org/10.1016/j.neucom.2022.07.021		JUL 2022											WOS:000861335400014
J	Nagamani, G; Adhira, B; Soundararajan, G				Nagamani, G.; Adhira, B.; Soundararajan, G.			Non-fragile extended dissipative state estimation for delayed discrete-time neural networks: application to quadruple tank process model	NONLINEAR DYNAMICS												This paper deals with the non-fragile state estimator design to study the robust extended dissipativity criterion for a class of discrete-time neural networks (DNNs) involving uncertainties as well as time-varying delay components. The requisite of the proposed problem is to design a proper state estimator such that the dynamics of the corresponding estimation error is extended dissipative having external disturbance and unpredictable fragility performance. By constructing an appropriate Lyapunov-Krasovskii functional (LKF), the sufficient conditions for the extended dissipativity performance of the error system obtained by means of the proposed DNNs and its estimator which includes the H-infinity\ performance, L2-L-infinity performance, passivity and dissipativity performance in a unified framework. The established theoretical results are expressed in terms of linear matrix inequalities (LMIs) that can be easily checked by using the standard numerical softwares. In order to analyze the applicability and effectiveness of the proposed theoretical results, numerical examples including a quadruple tank process (QTP) system model have been illustrated with simulation results.					B, ADHIRA/KHD-8353-2024; Ganesan, Soundararajan/ABA-4404-2021; Gnaneswaran, Nagamani/AAZ-2556-2020	Ganesan, Soundararajan/0000-0003-3011-225X; Gnaneswaran, Nagamani/0000-0002-6405-2235													0924-090X	1573-269X				MAR	2021	104	1					451	466		10.1007/s11071-021-06270-0	http://dx.doi.org/10.1007/s11071-021-06270-0		MAR 2021											WOS:000625922700002
J	Daoui, C; Lefebvre, D				Daoui, Cherki; Lefebvre, Dimitri			CONTROL DESIGN FOR UNTIMED PETRI NETS USING MARKOV DECISION PROCESSES	OPERATIONS RESEARCH AND DECISIONS												Design of control sequences for discrete event systems (DESs) has been presented modelled by untimed Petri nets (PNs). PNs are well-known mathematical and graphical models that are widely used to describe distributed DESs, including choices, synchronizations and parallelisms. The domains of application include, but are not restricted to, manufacturing systems, computer science and transportation networks. We are motivated by the observation that such systems need to plan their production or services. The paper is more particularly concerned with control issues in uncertain environments when unexpected events occur or when control errors disturb the behaviour of the system. To deal with such uncertainties, a new approach based on discrete time Markov decision processes (MDPs) has been proposed that associates the modelling power of PNs with the planning power of MDPs. Finally, the simulation results illustrate the benefit of our method from the computational point of view.					Lefebvre, Dimitri/AGF-8580-2022	Lefebvre, Dimitri/0000-0001-7060-756X													2081-8858						2017	27	4					27	43		10.5277/ord170402	http://dx.doi.org/10.5277/ord170402													WOS:000431034000002
C	Gao, ZP; Xia, CX; Jin, ZJ; Wang, Q; Huang, JM; Yang, Y; Rui, LL			IEEE Comp Soc	Gao, Zhipeng; Xia, Chenxi; Jin, Zhuojun; Wang, Qian; Huang, Junmeng; Yang, Yang; Rui, Lanlan			A Light-weight Trust Mechanism for Cloud-Edge Collaboration Framework	2019 IEEE 27TH INTERNATIONAL CONFERENCE ON NETWORK PROTOCOLS (IEEE ICNP)	IEEE International Conference on Network Protocols Proceedings				27th IEEE International Conference on Network Protocols (IEEE ICNP)	OCT 07-10, 2019	Chicago, IL	IEEE, IEEE Comp Soc, Seagate, Akamai, Cisco, Huawei Futurewei				With the development of the edge computing and cloud computing technology, the cloud-edge collaboration framework is proposed as a new effective computing architecture and applied in many fields. However, due to the openness of the edge networks, the security of cloud-edge framework is an unavoidable problem and most recent trust mechanism could not resist mixed malicious attacks at the same time. In this work, a light-weight and reliable trust mechanism based on the improved LightGBM algorithm is originally proposed to evaluate the credibility of edge devices. First, we design a light-weight trust mechanism for edge devices to process raw interaction data and extract trust features, which reduces the amount of data transmission and the pressure on the communication networks. In addition, an evaluation algorithm based on the entropy weight method (EWM) and punishment factors is designed for edge brokers to distinguish the malicious devices from the normal ones, which performs great against mixed malicious attacks. At last, we propose an improved LightGBM algorithm developed in the centralized cloud to learn other researchers' evaluation methods and check the evaluation uploaded from edge brokers, which could make the punishment factors of edge networks weighted adaptively with the change of edge networks. The experimental results show the proposed trust mechanism outperforms existing methods in the accuracy and discriminating speed under mixed malicious attacks.																			1092-1648		978-1-7281-2700-2				2019										10.1109/icnp.2019.8888037	http://dx.doi.org/10.1109/icnp.2019.8888037													WOS:000556143800005
C	Ge, XH; Han, QL; Liu, B			IEEE	Ge, Xiaohua; Han, Qing-Long; Liu, Bo			Distributed <i>H</i><sub>∞</sub> Filtering of Discrete-Time Linear Systems over Sensor Networks with Event-Triggered Communication	PROCEEDINGS 2015 IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS (INDIN)	IEEE International Conference on Industrial Informatics INDIN				13th IEEE International Conference on Industrial Informatics (INDIN)	JUL 22-24, 2015	Cambridge, UNITED KINGDOM	IEEE, IEEE Ind Elect Soc (IES), Anglia Ruskin Univ, Inst of Engn Techn				This paper is concerned with distributed event-triggered H-infinity filtering for a discrete-time linear system over a sensor network. Sensor nodes are physically distributed and communicated through network medium. Firstly, a distributed event-triggered communication scheme is presented to determine when the measurement output on each sensor node should be broadcast and transmitted to its neighboring nodes. Each sensor node is equipped with an event monitor which consists of an event generator and a store. The event generator is configured to produce a series of events according to an event triggering rule. The store is employed to reserve the latest data packets. Secondly, based on the Lyapunov functional approach, criteria for analyzing H-infinity filtering performance and designing desired distributed event-triggered H-infinity filters are derived such that the resultant filtering error system is asymptotically stable with a prescribed H-infinity performance index. The filter design problem is posed in terms of linear matrix inequalities. Finally, an illustrative example is given to demonstrate the effectiveness of the obtained theoretical results.					Ge, Xiaohua/U-8077-2017; han, qing/KCZ-0174-2024; Han, Qing-Long/B-6635-2013	Ge, Xiaohua/0000-0003-0180-0897; Han, Qing-Long/0000-0002-7207-0716													1935-4576		978-1-4799-6649-3				2015							156	161																WOS:000380453900021
J	Cortés, J; Martínez, S; Bullo, F				Cortes, Jorge; Martinez, Sonia; Bullo, Francesco			Robust rendezvous for mobile autonomous agents via proximity graphs. in arbitrary dimensions	IEEE TRANSACTIONS ON AUTOMATIC CONTROL												This paper presents coordination algorithms for networks of mobile autonomous agents. The objective of the proposed algorithms is to achieve rendezvous, that is, agreement over the location of the agents in the network. We provide analysis and design results for multiagent networks in arbitrary dimensions under weak requirements on the switching and failing communication topology. The novel correctness proof relies on proximity graphs and their properties and on a general LaSalle invariance principle for nondeterministic discrete-time dynamical systems.					Cortes, Jorge/H-9135-2012; Martinez, Sonia/B-6401-2013; Bullo, Francesco/B-8146-2013	Cortes, Jorge/0000-0001-9582-5184; Bullo, Francesco/0000-0002-4785-2118													0018-9286	1558-2523				AUG	2006	51	8					1289	1298		10.1109/TAC.2006.878713	http://dx.doi.org/10.1109/TAC.2006.878713													WOS:000240045500005
J	Zhang, LX; Zhu, YZ; Zheng, WX				Zhang, Lixian; Zhu, Yanzheng; Zheng, Wei Xing			Synchronization and State Estimation of a Class of Hierarchical Hybrid Neural Networks With Time-Varying Delays	IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS												This paper addresses the problems of synchronization and state estimation for a class of discrete-time hierarchical hybrid neural networks (NNs) with time-varying delays. The hierarchical hybrid feature consists of a higher level nondeterministic switching and a lower level stochastic switching. The latter is used to describe the NNs subject to Markovian modes transitions, whereas the former is of the average dwell-time switching regularity to model the supervisory orchestrating mechanism among these Markov jump NNs. The considered time delays are not only time-varying but also dependent on the mode of NNs on the lower layer in the hierarchical structure. Despite quantization and random data missing, the synchronized controllers and state estimators are designed such that the resulting error system is exponentially stable with an expected decay rate and has a prescribed H-infinity disturbance attenuation level. Two numerical examples are provided to show the validity and potential of the developed results.					zheng, wei/IQT-9639-2023; WU, ZHEN/GRN-7688-2022; Zhang, Lixian/G-3614-2014	WU, ZHEN/0000-0001-8719-057X; Zheng, Wei Xing/0000-0002-0572-5938													2162-237X	2162-2388				FEB	2016	27	2			SI		459	470		10.1109/TNNLS.2015.2412676	http://dx.doi.org/10.1109/TNNLS.2015.2412676								25823045					WOS:000372020500022
J	[Anonymous]				[Anonymous]			Computation of Sanskruti Index of Certain Interconnection Networks	UTILITAS MATHEMATICA												The molecular topological indices are the numerical invariants associated to a molecular graph and are vital to predict their bioactivity. These indices are studied and used in mathematical chemistry, pharmaceuticals, drug designs, and in other areas of science. The Sanskruti index denoted by S(G) shows a good correlation with entropy of an octane isomers. In this article, we compute Sanskruti index for certain discrete dynamical systems like silicate network, hex derived network, hexagonal network, honeycomb network, chain silicate network, oxide network, copper oxide, and subdivision of copper oxide by using the edge partition technology and combinatorial computing. Furthermore, we give closed results of S(G) index. We give analytical closed formula for the above interconnection networks.					Saeed, Muhammad/AAE-6743-2021	Saeed, Muhammad/0000-0002-7284-6908; Rehman, Noor/0000-0003-3094-4865													0315-3681					MAR	2019	110						99	115																WOS:000476853900009
J	Kang, BG; Seo, KM; Kim, TG				Kang, Bong Gu; Seo, Kyung-Min; Kim, Tag Gon			Communication Analysis of Network-Centric Warfare via Transformation of System of Systems Model into Integrated System Model Using Neural Network	COMPLEXITY												Communication system in the network-centric warfare (NCW) has been analyzed from the perspective of the system of systems (SoS), which consists of a combat system and a network system so that the two reflect each other's effects. However, this paradoxically causes a prolonged execution time. To solve this problem, this paper proposes an advanced integrated modeling method for the communication analysis in the NCW via the transformation of the SoS, which reduces the simulation execution time while ensuring the accuracy of the communication effects. The proposed models mainly cover interentity traffic and intraentity mobility developed in the form of feed-forward neural networks to guarantee two-way interactions between the combat system and the network system. Because they are characterized as discrete events, the proposed models are designed with the discrete-event system specification (DEVS) formalism. The experimental results show that the proposed transformation reduced an error by 6.40% compared to the existing method and reduced the execution time 3.78-fold compared to the SoS-based NCW simulation.					Kim, Tag Gon/C-2021-2011; Seo, Kyung-Min/Y-8639-2018	Seo, Kyung-Min/0000-0003-1017-1674; Kang, Bonggu/0000-0002-7522-4979													1076-2787	1099-0526					2018									6201356	10.1155/2018/6201356	http://dx.doi.org/10.1155/2018/6201356													WOS:000437973400001
C	Boed, V; Zezulka, F		Ricketts, J		Boed, V; Zezulka, F			Networking and systems interoperability for facilities	ENERGY & ENVIRONMENTAL VISIONS FOR THE NEW MILLENNIUM					20th World Energy Engineering Congress (WEEC)	NOV 19-21, 1997	ATLANTA, GA	Natl Assoc State Energy Officials, US Dept Commerce, US DOE, Off Natl Programs, US Gen Serv Adm, Natl Assoc Energy Serv Co, Power Marketing Assoc, Atlanta Gas Light Co, Gas Res Inst, Amer Gas Cooling Ctr, Ind Ctr Inc				Facilities managers increasingly rely on computerized systems to optimize building operations and management. Building systems whether on-line systems, such as Direct Digital Control (DDc) and automation systems, or data processing systems, maintenance management and production control systems are designed to aid facilities managers and owners to reduce operation, maintenance and management costs. Historically, development of discrete systems led to a number of systems and isles of automation with vendor proprietary protocols. To provide effective tools for facilities managers, automation systems must share information with each other and must be designed with interfaces that allow interoperability over facilities networks.					Zezulka, Frantisek/D-8189-2012; Fiedler, Petr/D-7622-2012	Fiedler, Petr/0000-0001-8558-5164															0-88173-289-3				1998							19	27																WOS:000168119300003
J	Zhang, YJ; Tao, G; Chen, M; Lin, W; Zhang, ZQ				Zhang, Yanjun; Tao, Gang; Chen, Mou; Lin, Wei; Zhang, Zhengqiang			Relative Degrees and Implicit Function-Based Control of Discrete-Time Noncanonical Form Neural Network Systems	IEEE TRANSACTIONS ON CYBERNETICS												This paper studies the relative degrees of discrete-time neural network systems in a general noncanonical form, and develops a new feedback control scheme for such systems, based on implicit function theory and feedback linearization. After time-advance operation on output of such systems, the output dynamics nonlinearly depends on the control input. To address this issue, we use implicit function theory to define the relative degrees, and to establish a normal form. Then, an implicit function equation solution-based control scheme and an iterative solution-based control scheme are proposed, which ensure not only the closed-loop stability but also the output tracking for the controlled plant. An adaptive control framework for the controlled plant with uncertainties is also presented to illustrate the basic design procedure. The simulation results are given to demonstrate the desired system performance.					chen, mou/KOC-4929-2024; Zhang, Zhengqiang/AAV-7702-2020; Zhang, Yanjun/H-9057-2019	Zhang, Zhengqiang/0000-0002-7163-7709; Zhang, Yanjun/0000-0002-1036-8568; Tao, Gang/0000-0003-4946-5071													2168-2267	2168-2275				FEB	2020	50	2					514	524		10.1109/TCYB.2018.2869335	http://dx.doi.org/10.1109/TCYB.2018.2869335								30273176					WOS:000506849800010
C	Zhang, YM; Liu, J; Ruan, XE		Fu, M; Sun, J	IEEE	Zhang, Yamiao; Liu, Jian; Ruan, Xiaoe			Impact of Measurement Noise on Networked Iterative Learning Control Systems	PROCEEDINGS OF THE 38TH CHINESE CONTROL CONFERENCE (CCC)	Chinese Control Conference				38th Chinese Control Conference (CCC)	JUL 27-30, 2019	Guangzhou, PEOPLES R CHINA	Chinese Assoc Automat, Tech Comm Control Theory, Syst Engn Soc China, Guangdong Univ Technol, Chinese Acad Sci, Acad Math & Syst Sci, China Soc Ind & Appl Math, S China Univ Technol, Automat Soc Guangdong Prov, Asian Control Assoc, IEEE Control Syst Soc, Inst Control, Robot & Syst, Soc Instrument & Control Engineers				The paper studies the impact of measurement noise on the tracking performance of networked iterative learning process for a class of discrete-time systems with random packet dropout. It is strictly proved that the expectation of the tracking error of the iterative learning process is bounded and its upper bound is determined by the standard deviation of the measurement noise and the initial error of control input. And an example is given to show that the result obtained is effective. The paper studies the impact of measurement noise on the tracking performance of networked iterative learning process for a class of discrete-time systems with random packet dropout. It is strictly proved that the expectation of the tracking error of the iterative learning process is bounded and its upper bound is determined by the standard deviation of the measurement noise and the initial error of control input. And an example is given to show that the result obtained is effective.																			2161-2927		978-9-8815-6397-2				2019							2398	2403		10.23919/chicc.2019.8866335	http://dx.doi.org/10.23919/chicc.2019.8866335													WOS:000621599302065
C	Genge, B; Haller, P; Kiss, I		Papavassiliou, S; Ruehrup, S		Genge, Bela; Haller, Piroska; Kiss, Istvan			A Linear Programming Approach for K-Resilient and Reliability-Aware Design of Large-Scale Industrial Networks	AD-HOC, MOBILE, AND WIRELESS NETWORKS	Lecture Notes in Computer Science				14th International Conference on Ad-Hoc Networks and Wireless (ADHOCNOW)	JUN 29-JUL 01, 2015	Athens, GREECE					The profound transformation of large-scale Industrial Control Systems (ICS), e.g., smart energy networks (Smart Grids), from a proprietary and isolated environment to a modern architecture brings several new challenges. Nowadays, ICS network designers need to accommodate a variety of devices and communication media/protocols with industry-specific requirements pertaining to real-time delivery of data packets, reliability, and resilience of communication networks. Therefore, this work proposes a novel network design methodology formulated as a Mixed Integer Linear Programming (MILP) problem. The developed problem accounts for different data flows routed across an overlay network of concentrators and embodies traditional ICS design requirements defined as linear constraints. Furthermore, the MILP problem defines a K-resilience factor to ensure the installation of K back-up paths, and a linear reliability constraint adapted from the field of fuzzy logic optimization. Experimental results demonstrate the efficiency and scalability of the proposed MILP problem.					Genge, Bela/F-3390-2016; Haller, Piroska/K-9941-2019	Haller, Piroska/0000-0002-5611-2429													0302-9743		978-3-319-19662-6; 978-3-319-19661-9				2015	9143						288	302		10.1007/978-3-319-19662-6_20	http://dx.doi.org/10.1007/978-3-319-19662-6_20													WOS:000364103700020
J	Xu, JH; Wang, JC; Rao, J; Zhong, YJ; Zhao, SW				Xu, Jiahui; Wang, Jingcheng; Rao, Jun; Zhong, Yanjiu; Zhao, Shangwei			Twin Deterministic Policy Gradient Adaptive Dynamic Programming for Optimal Control of Affine Nonlinear Discrete-time Systems	INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS												Recent achievements in the field of adaptive dynamic programming (ADP), as well as the data resources and computational capabilities in modern control systems, have led to a growing interest in learning and data-driven control technologies. This paper proposes a twin deterministic policy gradient adaptive dynamic programming (TDPGADP) algorithm to solve the optimal control problem for a discrete-time affine nonlinear system in a model-free scenario. To solve the overestimation problem resulted from function approximation errors, the minimum value between the double Q network is taken to update the control policy. The convergence of the proposed algorithm in which the value function is served as the Lyapunov function is verified. By designing a twin actor-critic network structure, combining the target network and a specially designed adaptive experience replay mechanism, the algorithm is convenient to implement and the sample efficiency of the learning process can be improved. Two simulation examples are conducted to verify the efficacy of the proposed method.					zhong, yanjiu/JRX-6216-2023; xu, jiahui/KLZ-8859-2024; zhao, shangwei/GXG-2998-2022	zhong, yanjiu/0000-0002-4361-9378; zhao, shangwei/0000-0001-7786-3857; xu, jiahui/0000-0002-4058-0447													1598-6446	2005-4092				SEP	2022	20	9					3098	3109		10.1007/s12555-021-0473-6	http://dx.doi.org/10.1007/s12555-021-0473-6		AUG 2022											WOS:000842593500002
J	Xie, WQ; Zhu, H; Zhong, SM; Cheng, J; Shi, KB				Xie, Wenqian; Zhu, Hong; Zhong, Shouming; Cheng, Jun; Shi, Kaibo			Extended dissipative resilient estimator design for discrete-time switched neural networks with unreliable links	NONLINEAR ANALYSIS-HYBRID SYSTEMS												This paper addresses the problem of extended dissipativity-based resilient state estimation for discrete-time switched neural networks in the presence of unreliable links. To overcome the difficulty of random fluctuation and communication constraints, a novel and highly flexible form of estimator is designed by considering random uncertainty, signal quantization and data packet dropout phenomena simultaneously. The considered mode-dependent average dwell time (MDADT) switching law is shown to be more general than the traditional ADT for permitting each subsystem to has its own average dwell time. By constructing the MD Lyapunov-Krasovaskii functional (LKF), sufficient conditions are given to ensure the exponential mean-square stability and extended stochastic dissipativity of the augmented system and an explicit expression of the desired estimator is presented. Finally, a example with two cases is provide to illustrate the feasibility and effectiveness of the developed theoretical results. (C) 2018 Elsevier Ltd. All rights reserved.					Cheng, Jun/AAE-6928-2019; Shi, Kaibo/ABD-5297-2021	Cheng, Jun/0000-0002-3483-747X; Shi, Kaibo/0000-0002-9863-9229													1751-570X	1878-7460				MAY	2019	32						19	36		10.1016/j.nahs.2018.08.010	http://dx.doi.org/10.1016/j.nahs.2018.08.010													WOS:000461788500003
C	Raack, C		Huisman, D; Louwerse, I; Wagelmans, APM		Raack, Christian			Capacitated Network Design Multi-commodity Flow Formulations, Cutting Planes, and Demand Uncertainty	OPERATIONS RESEARCH PROCEEDINGS 2013	Operations Research Proceedings				International Conference on Operations Research (OR)	SEP 03-06, 2013	Rotterdam, NETHERLANDS	German Operat Res Soc, Dutch Operat Res Soc, Erasmus Univ Rotterdam				This article provides an overview about the main results and findings developed in the dissertation of the author [8]. In this thesis, we develop methods in mathematical optimization to dimension networks at minimal cost. Given hardware and costmodels, the challenge is to provide network topologies and efficient capacity plans that meet the demand for network traffic (data, passengers, freight). We incorporate crucial aspects of practical interest such as the discrete structure of available capacities as well as the uncertainty of demand forecasts. The considered planning problems typically arise in the strategic design of telecommunication or public transport networks and also in logistics. One of the essential aspects studied in this work is the use of cutting planes to enhance solution approaches based on multi-commodity flow formulations. Providing theoretical and computational evidence for the efficacy of inequalities based on network cuts, we extend existing theory and algorithmic work in different directions.																			0721-5924		978-3-319-07001-8; 978-3-319-07000-1				2014							363	368		10.1007/978-3-319-07001-8_49	http://dx.doi.org/10.1007/978-3-319-07001-8_49													WOS:000349151100049
C	Izquierdo-Zaragoza, JL; Pavon-Marino, P			IEEE	Izquierdo-Zaragoza, Jose-Luis; Pavon-Marino, Pablo			Educational and Research Tools for Network Optimization	2013 15TH INTERNATIONAL CONFERENCE ON TRANSPARENT OPTICAL NETWORKS (ICTON 2013)	International Conference on Transparent Optical Networks-ICTON				15th International Conference on Transparent Optical Networks (ICTON)	JUN 23-27, 2013	Cartagena, SPAIN	Univ Politecnica Cartagena, IEEE, IEEE Photon Soc, Natl Inst Telecommunicat, Inst Lacznosci, Escuela Tecnica Super Ingn Telecomunicac				This paper presents Net2Plan tool and Java Optimization Modeler (JOM) library and discusses their application as research tools and educational resources in the field of network optimization. Net2Plan is designed to assist users in the definition and comparative evaluation of their original network planning algorithms, as well as in the simulation and testing of connection admission control algorithms, and network protection/restoration schemes. In its turn, JOM is a library which helps to model optimization problems in the Java language and solve them interfacing with integrated linear and non-linear solvers. JOM promotes a fast problem prototyping following a vectorial MATLAB-like syntax. The combined use of Net2Plan and JOM gives users from industry and academia a complete environment to simulate, analyze, dimension, optimize and evaluate the performance of their network designs. Both tools can be publicly downloaded from their respective websites.					Pavon-Marino, Pablo/M-1876-2014; Izquierdo-Zaragoza, Jose-Luis/F-2939-2013; Bueno-Delgado, Maria-Victoria/K-6520-2014	Pavon-Marino, Pablo/0000-0002-6076-8025; Bueno-Delgado, Maria-Victoria/0000-0002-0613-5411													2162-7339		978-1-4799-0683-3				2013																								WOS:000333178300017
J	Zhang, P; Yuan, Y; Yang, HJ; Liu, HP				Zhang, Peng; Yuan, Yuan; Yang, Hongjiu; Liu, Huaping			Near-Nash Equilibrium Control Strategy for Discrete-Time Nonlinear Systems With Round-Robin Protocol	IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS												In this paper, the near-Nash equilibrium (NE) control strategies are investigated for a class of discrete-time nonlinear systems subjected to the round-robin protocol (RRP). In the studied systems, three types of complexities, namely, the additive nonlinearities, the RRP, and the output feedback form of controllers, are simultaneously taken into consideration. To tackle these complexities, an approximate dynamic programing (ADP) algorithm is first developed for NE control strategies by solving the coupled Bellman's equation. Then, a Luenberger-type observer is designed under the RRP scheduling to estimate the system states. The near-NE control strategies are implemented via the actor-critic neural networks. More importantly, the stability analysis of the closed-loop system is conducted to guarantee that the studied system with the proposed control strategies is bounded stable. Finally, simulation results are provided to demonstrate the validity of the proposed method.					Yuan, Yuan/ABB-2379-2020	Zhang, Peng/0000-0002-7518-4743; Yuan, Yuan/0000-0001-7964-6514													2162-237X	2162-2388				AUG	2019	30	8					2478	2492		10.1109/TNNLS.2018.2884674	http://dx.doi.org/10.1109/TNNLS.2018.2884674								30602423					WOS:000476787300019
J	Tippett, MJ; Bao, J				Tippett, Michael J.; Bao, Jie			Distributed Control of Chemical Process Networks	INTERNATIONAL JOURNAL OF AUTOMATION AND COMPUTING												In this paper, we present a review of the current literature on distributed (or partially decentralized) control of chemical process networks. In particular, we focus on recent developments in distributed model predictive control, in the context of the specific challenges faced in the control of chemical process networks. The paper is concluded with some open problems and some possible future research directions in the area.						Bao, Jie/0000-0002-6774-9863													1476-8186	1751-8520				AUG	2015	12	4					368	381		10.1007/s11633-015-0895-9	http://dx.doi.org/10.1007/s11633-015-0895-9													WOS:000442392000002
