PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
C	Sounas, DL; Moeini, MM			IEEE	Sounas, Dimitrios L.; Moeini, Mohammad Moein			Analog Signal Processing with Discrete Space Metamaterials	2021 INTERNATIONAL APPLIED COMPUTATIONAL ELECTROMAGNETICS SOCIETY SYMPOSIUM (ACES)					International Symposium of the Applied-Computational-Electromagnetics-Society (ACES)	AUG 01-05, 2021	ELECTR NETWORK	Appl Computat Electromagnet Soc				This abstract presents a new form of computational metamaterials, which are able to perform arbitrary mathematical operations. The new type of metamaterials are inspired by digital filters and consist of first sampling an optical wave in space and then designing a metamaterial that performs a desired operation on the spatially discretized wave. The design of the metamaterial boils down to the design of a discrete-port network with a given scattering matrix, which can be efficiently accomplished through inverse design algorithms. In this way, we are not limited to specific operations matching the inherent nonlocal responses of metamaterials, as happens with conventional computational metamaterials, and can implement complex mathematical operations.																					978-1-7335096-2-6				2021										10.1109/ACES53325.2021.00110	http://dx.doi.org/10.1109/ACES53325.2021.00110													WOS:000724169800162
J	Yang, SH; Wu, JL				Yang, Sheng-Hsiung; Wu, Jenq-Lang			Mixed Event/Time-Triggered Static Output Feedback styled-content style-type="mathematics"<i>L</i><sub>2</sub></styled-content>-Gain Control for Networked Control Systems	ASIAN JOURNAL OF CONTROL												This paper considers the design of mixed event/time-triggered controllers for networked control systems (NCSs) under transmission delay and possible packet dropout. Assuming that a conventional delayed static output feedback L-2-gain controller exists, we propose an output-based mixed event/time-triggered communication scheme for reducing the network traffic in a NCS. Moreover, we show that a conventional delayed static output feedback L-2-gain controller can be obtained by solving a linear matrix inequality with a matrix equality constraint. A numerical example is proposed for demonstrating the theoretical results.						Wu, Jenq-Lang/0000-0003-1621-3812													1561-8625	1934-6093				JAN	2017	19	1					1	10		10.1002/asjc.1334	http://dx.doi.org/10.1002/asjc.1334													WOS:000393679200001
C	Liu, ZL; Yan, WS; Li, HP		Chen, J; Zhao, Q		Liu, Zili; Yan, Weisheng; Li, Huiping			Cooperative Output Regulation of Multi-agent Systems with Stochastic Data Losses	PROCEEDINGS OF THE 35TH CHINESE CONTROL CONFERENCE 2016	Chinese Control Conference				35th Chinese Control Conference (CCC)	JUL 27-29, 2016	Chengdu, PEOPLES R CHINA	Chinese Assoc Automat, Tech Comm Control Theory, Syst Engn Soc China, SW Jiaotong Univ, Chinese Acad Sci, Acad Math & Syst Sci, China Soc Indu & Appl Math, Univ Elect Sci & Technol China, Sichuan Univ, Asian Control Assocn, IEEE Control Syst Soc, Inst Control Robot & Syst, Soc Instrument & Control Engineers, Sichuan Soc Automat & Instrument				This paper addresses the cooperative output regulation problem of linear discrete-time multi-agent systems with a dynamic network subject to stochastic data packet dropouts. Under some standard assumptions on the solvability of classical linear cooperative output regulation problem, a dynamic output feedback protocol is designed and the necessary and sufficient conditions under which the closed-loop system reaches cooperative regulation are proposed. A numerical example is provided to illustrate the validity of the proposed approach.					Li, Huiping/H-2798-2012														2161-2927		978-9-8815-6391-0				2016							8020	8025																WOS:000400282204048
J	Hernandez-Mejia, G; Alanis, AY; Hernandez-Vargas, EA				Hernandez-Mejia, Gustavo; Alanis, Alma Y.; Hernandez-Vargas, Esteban A.			Neural inverse optimal control for discrete-time impulsive systems	NEUROCOMPUTING												Impulsive systems describe processes with at least one state variable is impulsively changeable. The design of optimal control policies in impulsive systems is a complex task. In order to relax the solution for the Hamilton-Jacobi-Bellman equation, a meaningful cost functional can be proposed a posteriori in the inverse optimal problem. The main contribution of this paper is a neural inverse optimal control for discrete-time impulsive systems. Control policies for discrete-time impulsive systems are derived by combining inverse optimal control into a recurrent high order neural network (RHONN) trained with the Extended Kalman filter (EKF). The neural network avoids the development of a mathematical model to represent the studied system. For illustration, we apply the proposed neurocontrol to personalized drug treatment in influenza infection disease, whose nonlinear model is included and described for completeness. The robustness of the proposed framework is tested through Monte Carlo simulations. (C) 2018 Elsevier B.V. All rights reserved.					Vargas, Esteban Abelardo Hernandez/I-3146-2012; Alanis, Arnulfo/AAJ-4512-2020	Vargas, Esteban Abelardo Hernandez/0000-0002-3645-435X; Hernandez Mejia, Gustavo/0000-0001-8179-4495; Alanis, Alma Y./0000-0001-9600-779X													0925-2312	1872-8286				NOV 7	2018	314						101	108		10.1016/j.neucom.2018.06.034	http://dx.doi.org/10.1016/j.neucom.2018.06.034													WOS:000443718400010
J	Huang, JJ; Pan, XZ; Hao, XZ				Huang, Jinjie; Pan, Xiaozhen; Hao, Xianzhi			Event-triggered Networked <i>H</i><sub>∞</sub> Output Tracking Control Based on Dynamic Compensation Controller	INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS												In this paper, the event-triggered H-infinity output tracking problem is investigated for networked control systems. In order to reduce the output tracking error as well as to improve network resource utilization, we propose an idea of dynamic compensation controller with the discrete-time event-triggered mechanism, that is, the integral term of tracking error and the state of the reference system are introduced to form states of the augmented system. We first examine the dynamic compensation idea by the H-infinity output tracking control problem for linear time-invariant (LTI) systems. Then, we model the closed-loop event-triggered networked control system as a time-delay augmented linear system. By constructing a Lyapunov-Krasovskii functional with the delay fractioning technique, the stability conditions with lower conservatism are derived in the form of the linear matrix inequalities (LMIs). Furthermore, a method is proposed to design the H-infinity dynamic compensation controllers and the discrete-time event-triggered mechanisms. Finally, the satellite tracking control problem is used as an example to show that the dynamical compensation idea is effective in reducing the tracking error and that the proposed method in this paper can achieve better performance than that in the existing literature.																			1598-6446	2005-4092				OCT	2021	19	10					3318	3331		10.1007/s12555-020-0478-6	http://dx.doi.org/10.1007/s12555-020-0478-6		MAR 2021											WOS:000635051700004
C	Ming, H; Zhong, SL			IEEE Computer Soc	Ming, Hou; Zhong, Shen Li			The Hardware Design of Embedded Remote Control System based on Internet	PROCEEDINGS OF THE 2009 INTERNATIONAL CONFERENCE ON SIGNAL PROCESSING SYSTEMS					International Conference on Signal Processing Systems (ICSPS 2009)	MAY 15-17, 2009	Singapore, SINGAPORE	Int Assoc Comp Sci & Informat Technol				The computer network represented by Internet breaks through time and space limits and regional obstacles of traditional communication modes and makes a wider communication become very easy. And meanwhile, the continuous introduction of network interconnection devices with high performance, high reliability and low cost, such as gateway, router, repeater and network interface chip, etc, also makes the interconnection between Internet, different types of monitoring networks and enterprise networks convenient. This paper uses Internet technology to design an embedded remote monitoring system and the hardware circuit of its network core components.																					978-0-7695-3654-5				2009							841	+		10.1109/ICSPS.2009.214	http://dx.doi.org/10.1109/ICSPS.2009.214													WOS:000275782600174
J	Wan, XB; Fang, HJ				Wan, Xiongbo; Fang, Huajing			Fault detection for a class of discrete-time nonlinear systems subject to network-induced uncertainties	ASIAN JOURNAL OF CONTROL												This paper addresses the problem of fault detection (FD) for discrete-time systems with global Lipschitz conditions and network-induced uncertainties. By utilizing Bernoulli stochastic variables and a switching signal, a unified measurement model is proposed to describe three kinds of network-induced uncertainties, that is, access constraints, time delays, and packet dropouts. We aim to design a mode-dependent fault detection filter (FDF) such that, for all external disturbances and the above uncertainties, the error between the residual and fault is made as small as possible. The addressed FD problem is then converted into an auxiliary H8 filtering problem for discrete-time stochastic system with multiple time-varying delays. By applying the Lyapunov-Krasovskii approach, a sufficient condition for the existence of the FDF is derived in terms of certain linear matrix inequalities (LMI). When these LMIs are feasible, the explicit expression of the desired FDF can also be characterized. A numerical example is exploited to show the effectiveness of the results obtained. Copyright (c) 2011 John Wiley and Sons Asia Pte Ltd and Chinese Automatic Control Society																			1561-8625	1934-6093				SEP	2012	14	5					1439	1448		10.1002/asjc.445	http://dx.doi.org/10.1002/asjc.445													WOS:000308995400028
J	Wu, ZG; Su, HY; Chu, JA				Wu, Zhengguang; Su, Hongye; Chu, Jian			State estimation for discrete Markovian jumping neural networks with time delay	NEUROCOMPUTING												The state estimation problem for discrete neural networks with Markovian jumping parameters and time-varying delays is investigated. The considered transition probabilities of the mode jumps are assumed to be partially unknown. The purpose of the state estimation problem is to design a state estimator to estimate the neuron states ensuring the dynamics of the estimation error stochastically stable. In terms of a novel Lyapunov functional, the delay-dependent sufficient conditions for the existence of desired state estimator are derived. A numerical example is given to show the validness of the established results. (C) Elsevier B.V. All rights reserved.					Wu, Zheng-Guang/J-4388-2014; Su, Hongye/K-5597-2019; Chu, Jian/AAZ-8729-2020; Jian, Chu/AAH-8309-2019														0925-2312	1872-8286				JUN	2010	73	10-12			SI		2247	2254		10.1016/j.neucom.2010.01.010	http://dx.doi.org/10.1016/j.neucom.2010.01.010													WOS:000279134100076
J	Zhang, PP; Hu, J; Liu, HJ; Zhang, CL				Zhang, Panpan; Hu, Jun; Liu, Hongjian; Zhang, Changlu			Sliding mode control for networked systems with randomly varying nonlinearities and stochastic communication delays under uncertain occurrence probabilities	NEUROCOMPUTING												In this paper, we aim to propose the robust sliding mode control (SMC) scheme for discrete networked systems subject to randomly occurring uncertainty (ROU), randomly varying nonlinearities (RVNs) and multiple stochastic communication delays (MSCDs). Here, a series of mutually independent Bernoulli distributed random variables is introduced to model the phenomena of the ROU, RVNs and MSCDs, where the occurrence probabilities of above phenomena are allowed to be uncertain. For the addressed systems, an SMC strategy is given such that, for above network-induced phenomena, the stability of the resulted sliding motion can be guaranteed by presenting a new delay-dependent sufficient criterion via the delay-fractioning method. Moreover, the discrete sliding mode controller is synthesized such that the state trajectories of the system are driven onto a neighborhood of the specified sliding surface and remained thereafter, i.e., the reachability condition in discrete-time setting is verified. Finally, the usefulness of the proposed SMC method is illustrated by utilizing a numerical example. (C) 2018 Elsevier B.V. All rights reserved.					Hu, Jun/M-2635-2015	Hu, Jun/0000-0002-7852-5064													0925-2312	1872-8286				DEC 3	2018	320						1	11		10.1016/j.neucom.2018.08.043	http://dx.doi.org/10.1016/j.neucom.2018.08.043													WOS:000446667300001
C	Nielsen, TS; Madsen, UR; Dieudonné, M			IEEE	Nielsen, Troels S.; Madsen, Ulrik R.; Dieudonne, Michael			High-power, High-efficiency Power Amplifier Reference Design in III-V Wide Bandgap Gallium Nitride Technology using Nonlinear Vector Network Analyzer and X-parameters	2011 IEEE INTERNATIONAL CONFERENCE ON MICROWAVES, COMMUNICATIONS, ANTENNAS AND ELECTRONIC SYSTEMS (COMCAS 2011)	IEEE International Conference on Microwaves Communications Antennas and Electronic Systems				IEEE International Conference on Microwaves, Communications, Antennas and Electronic Systems (COMCAS)	NOV 07-09, 2011	Tel Aviv, ISRAEL	IEEE				This paper presents a complete power amplifier design using new Nonlinear Vector Network Analyzer (NVNA) and X-parameter technologies. A high-power, pulsed Continuous Wave (CW) NVNA setup is presented and harmonic tuning capabilities of the measured X-parameter model is demonstrated using the same setup. From fundamental and harmonic impedance tuning, input and output power amplifier matching networks are synthesized and first-pass design success is confirmed by measurements of the fabricated power amplifier.						Dieudonne, Michael/0000-0002-8134-4029													2150-895X		978-1-4577-1692-8				2011																								WOS:000393807600089
C	Otseidu, K; Jia, T; Bryne, J; Hargrove, L; Gu, J			Assoc Comp Machinery	Otseidu, Kofi; Jia, Tianyu; Bryne, Joshua; Hargrove, Levi; Gu, Jie			Design and Optimization of Edge Computing Distributed Neural Processor for Biomedical Rehabilitation with Sensor Fusion	2018 IEEE/ACM INTERNATIONAL CONFERENCE ON COMPUTER-AIDED DESIGN (ICCAD) DIGEST OF TECHNICAL PAPERS	ICCAD-IEEE ACM International Conference on Computer-Aided Design				37th IEEE/ACM International Conference on Computer-Aided Design (ICCAD)	NOV 05-08, 2018	San Diego, CA	IEEE, Assoc Comp Machinery, IEEE Circuits & Syst Soc, IEEE Council Elect Design Automat, Assoc Comp Machinery Special Interest Grp Design Automat, IEEE Elect Devices Soc				Modem biomedical devices use sensor fusion techniques to improve the classification accuracy of motion intent of users for rehabilitation application. The design of motion classifier observes significant challenges due to the large number of channels and stringent communication latency requirement. This paper proposes an edge-computing distributed neural processor to effectively reduce the data traffic and physical wiring congestion. A special local and global networking architecture is introduced to significantly reduce traffic among multi-chips in edge computing. To optimize the design space of the features selected, a systematic design methodology is proposed. A novel mixed-signal feature extraction approach with assistance of neural network distortion recovery is also provided to significantly reduce the silicon area. A 12-channel 55nm CMOS test chip was implemented to demonstrate the proposed systematic design methodology. The measurement shows the test chip consumes only 20uW power, more than 10,000X less power than the current clinically used microprocessor and can perform edge-computing networking operation within 5ms time.					Gu, Jie/I-2271-2015														1933-7760		978-1-4503-5950-4				2018										10.1145/3240765.3240794	http://dx.doi.org/10.1145/3240765.3240794													WOS:000494640800118
C	Xu, HB; Sun, FC; Sun, ZQ			IEEE	Xu, HB; Sun, FC; Sun, ZQ			The adaptive sliding mode control based on a fuzzy neural network for manipulators	INFORMATION INTELLIGENCE AND SYSTEMS, VOLS 1-4					1996 IEEE International Conference on Systems, Man and Cybernetics - Information, Intelligence and Systems	OCT 14-17, 1996	BEIJING, PEOPLES R CHINA	IEEE, Tsinghua Univ, IEEE SMC Soc, Natl Nat Sci Fdn China, Syst Engn Soc China, China Int Conf Ctr Sci & Technol				In this paper, a new control scheme for the computer control of a robot manipulator is provided (as shown in Fig. 1), where a fuzzy neural network is presented and employed to identify the robot dynamics,a feedforward control algorithm is designed to compensate for variations in mass, gravity, coriolis and centrifugal term, and the discrete sliding mode control is used to reduce further the remaining system uncertainty for precious position tracking. The whole control algorithms are developed in the discrete-time form, which is very suitable to the computer control of robot manipulators.																					7-80003-381-3				1996							1942	1946																WOS:A1996BH26N00348
J	ANGUITA, M; PELAYO, FJ; PRIETO, A; ORTEGA, J				ANGUITA, M; PELAYO, FJ; PRIETO, A; ORTEGA, J			ANALOG CMOS IMPLEMENTATION OF A DISCRETE-TIME CNN WITH PROGRAMMABLE CLONING TEMPLATES	IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-ANALOG AND DIGITAL SIGNAL PROCESSING												In this paper an analog CMOS implementation of cells for building discrete time cellular neural networks (DT-CNN), based on current-mode multipliers and capacitive storage for the analog initial states and cloning templates, is presented. Since the cloning templates are programmable, the circuit could be used for several applications, or it could be reconfigured to sequentially perform different tasks on the initial input data. A chip prototype containing two DT-CNN cells has been designed and manufactured, and some experimental results showing the functionality of the circuit are provided.					Pelayo, Francisco J/E-2428-2012; Ortega, Julio/B-1111-2012; Anguita, Mancia/A-8060-2013; Prieto Espinosa, Alberto/F-6099-2011	Ortega, Julio/0000-0002-2998-220X; Anguita, Mancia/0000-0003-2335-8307; Prieto Espinosa, Alberto/0000-0002-0814-6544													1057-7130					MAR	1993	40	3					215	219		10.1109/82.222821	http://dx.doi.org/10.1109/82.222821													WOS:A1993LM86600011
J	Cihan, O				Cihan, Onur			Stability analysis and controller design for consensus in discrete-time networks with heterogeneous agent dynamics	ASIAN JOURNAL OF CONTROL												In this paper, we study the heterogeneous consensus problem in directed networks consisting of first- and second-order agents that can only receive the position states of their neighbors. Necessary and sufficient conditions on the controller parameters are obtained in order to achieve consensus in the network. The mathematical expressions of the consensus equilibria are given for two different scenarios. Furthermore, we propose a systematic method for choosing controller parameters to ensure stability in a network of agents with heterogeneous dynamics. Several numerical examples are also provided to illustrate the theoretical results.																			1561-8625	1934-6093				JAN	2023	25	1					77	87		10.1002/asjc.2788	http://dx.doi.org/10.1002/asjc.2788		MAR 2022											WOS:000771901600001
C	Hu, CH		Tian, J		Hu Chunhua			Prediction of Resilient Modulus for Hot Mix Asphalt based on Artificial Neural Network	MULTI-FUNCTIONAL MATERIALS AND STRUCTURES ENGINEERING, ICMMSE 2011	Advanced Materials Research				International Conference on Multi-Functional Materials and Structures Engineering (ICMMSE 2011)	JUN 11-12, 2011	Suzhou, PEOPLES R CHINA					Resilient modulus of material is an important parameter for pavement structure design and analysis. However it is very tedious to get this parameter for hot mixture asphalt in laboratory. Moreover it takes long time to do experiments. In this paper, artificial neural network (ANN) is applied to predict to resilient modulus for hot mixture asphalt. A neural network model is constructed and trained plenty of times with selected test data until precision meets requirement. Then the model is used to predict resilient modulus for hot mix asphalt. Result of contrast prediction with test data shows that forecast precision is high. This provides a new method to predict resilient modulus for hot mixture asphalt.																			1022-6680		978-3-03785-200-2				2011	304						18	23		10.4028/www.scientific.net/AMR.304.18	http://dx.doi.org/10.4028/www.scientific.net/AMR.304.18													WOS:000306294500004
C	Locatelli, A; Schiavoni, N			IEEE	Locatelli, Arturo; Schiavoni, Nicola			Fault-tolerant Stabilization in Discrete-time Multiple-integrator Networks	2012 AMERICAN CONTROL CONFERENCE (ACC)	Proceedings of the American Control Conference				American Control Conference (ACC)	JUN 27-29, 2012	Montreal, CANADA	Boeing Co, Bosch, Corning, Eaton, GE Global Res, Honeywell, MathWorks, Mitsubishi Elect Res Lab, Natl Instruments, Xerox, Adept MobileRobots, Momentum Press, Quanser, SIAM, Springer, Taylor & Francis, United Technologies Res Ctr, Visual Solut, Wiley-Blackwell				The paper addresses a fault-tolerant decentralized stabilization problem for a network of agents which have discrete-time multiple-integrator internal dynamics and share information on their states according to an arbitrary topology. The specific goal consists in placing the eigenvalues inside the open unit disk, even in the presence of faults of the transmitting and receiving apparatuses of one or more agents. For this problem, a necessary and sufficient solvability condition is presented, together with explicit formulas for a class of regulators, some of which are of least order.																			0743-1619	2378-5861	978-1-4577-1096-4; 978-1-4577-1095-7				2012							1231	1236																WOS:000310776201083
C	Ma, H; Zhang, Y; Tang, GY; Zhang, BL		Liu, T; Zhao, Q		Ma, Hui; Zhang, Yun; Tang, Gong-You; Zhang, Bao-Lin			BP Neural Network Vibration Control with time delay for Offshore Platforms under Wave Forces	PROCEEDINGS OF THE 36TH CHINESE CONTROL CONFERENCE (CCC 2017)	Chinese Control Conference				36th Chinese Control Conference (CCC)	JUL 26-28, 2017	Dalian, PEOPLES R CHINA	Chinese Acad Sci, Acad Math & Syst Sci, China Soc Ind & Appl Math, Liaoning Assoc Automat, Shenyang Univ Chem Technol, Liaoning Univ Sci & Technol, Asian Control Assoc, IEEE Control Syst Soc, Inst Control Robot & Syst, Soc Instrument & Control Engineers, Chinese Assoc Automat, Tech Comm Control Theory, Syst Engn Soc China, Dalian Univ Technol				This paper designs a vibration controller based on back propagation (BP) neural network for jacket-type offshore platforms with time delay. With an exosystem designed, we can describe the irregular wave forces in the context of Morison equation and wave theory. The original vibration control can be seen as an optimal control problem. This linear discrete-time system is affected by wave forces as external disturbances. A BP neural network controller is designed based on a feedforward and feedback optimal control law with memory (FFOCLM). Neural network has been widely applied in controlling with strong capability of approximation and adaption. The tuning rule for updating weights and thresholds of the network is derived to approximate the dynamics of the control system. Data of the FFOCLM are sampled to train the BP neural network. The simulation results prove the feasibility and efficiency of the BP neural network controller designed in paper for attenuating vibrations of offshore platforms.						Tang, Gong-you/0000-0003-4800-2614													2161-2927		978-9-8815-6393-4				2017							4109	4114																WOS:000432014404128
J	Lu, ZD; Ran, GT; Xu, FX; Lu, JX				Lu, Zhongda; Ran, Guangtao; Xu, Fengxia; Lu, Junxiao			Novel mixed-triggered filter design for interval type-2 fuzzy nonlinear Markovian jump systems with randomly occurring packet dropouts	NONLINEAR DYNAMICS												This paper is aimed at investigating the problem of mixed-triggered filter design for interval type-2 (IT2) fuzzy nonlinear Markovian jump systems (MJSs) with randomly occurring packet dropouts. First, an IT2 fuzzy nonlinear MJSs model with parameter uncertainties is established by using IT2 fuzzy model, and the fuzzy filter is designed with different premise variables. Second, a novel mixed-triggered scheme is addressed, which can reduce the needless waste of network resources. Then, two Bernoulli stochastic variables are employed, one to randomly switch the different modes of the mixed-triggered scheme, the other to describe the randomly occurring packet dropouts. Next, in order to ensure that IT2 fuzzy filtering error system is asymptotically stable, sufficient conditions are presented. Moreover, the existence conditions for the fuzzy filter are given by the linear matrix inequalities. Finally, simulation results are given to verify the validity of the proposed method.					Ran, Guangtao/V-6496-2019														0924-090X	1573-269X				JUL	2019	97	2					1525	1540		10.1007/s11071-019-05070-x	http://dx.doi.org/10.1007/s11071-019-05070-x													WOS:000479263300039
J	Su, TJ; Cheng, JC; Huang, MY; Lin, TH; Chen, CW				Su, Te-Jen; Cheng, Jui-Chuang; Huang, Ming-Yuan; Lin, Tzu-Hsiang; Chen, Cheng-Wu			Applications of Cellular Neural Networks to Noise Cancelation in Gray Images Based on Adaptive Particle-swarm Optimization	CIRCUITS SYSTEMS AND SIGNAL PROCESSING												This paper develops a novel method for designing templates for discrete-time cellular neural networks (DTCNN) via an adaptive particle-swarm optimization (APSO) for gray image noise cancelation. Proper selection of the inertia weight for the APSO gives a balance between global and local searching. The research results show that a larger weight helps to increase the convergence speed while a smaller one benefits the convergence accuracy. This APSO-based method can automatically update template parameters of a discrete-time cellular neural network and optimize them to remove noise interference in polluted images. Finally, examples are given to illustrate the effectiveness of the proposed APSO-CNN methodology.					Chen, Tim/W-7970-2019; Su, Te Jen/ABI-8035-2020; CHEN, CHEN/HDM-6657-2022														0278-081X	1531-5878				DEC	2011	30	6					1131	1148		10.1007/s00034-011-9269-x	http://dx.doi.org/10.1007/s00034-011-9269-x													WOS:000295676900001
J	Yu, JY; Deng, ZL; Yu, M; Gao, YP				Yu, Junyan; Deng, Zhiliang; Yu, Mei; Gao, Yanping			Design of multiple controllers for networked control systems with delays and packet losses	TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL												We address stabilization problems of networked control systems in the presence of bounded packet losses and time-varying network-induced delays. When the delay is less than the transmission interval, we prove that the stability of the closed-loop system is implied by that of a switched system. Based on theories on switched systems, we present stabilizing conditions by using packet-loss-dependent Lyapunov functions, and design multiple controllers depending on the packet loss and the network-induced delay. Furthermore, based on the stabilizing conditions, we discuss the robustness of the stabilization against the packet loss and the network-induced delay. Several numerical examples and simulations are worked out to demonstrate the effectiveness of the proposed design approach.					Liu, Jiayu/JCO-5073-2023; liu, jiayu/JCP-0511-2023														0142-3312	1477-0369				AUG	2013	35	6					720	729		10.1177/0142331212468479	http://dx.doi.org/10.1177/0142331212468479													WOS:000321563100002
J	Pfetsch, ME; Schmitt, A				Pfetsch, Marc E.; Schmitt, Andreas			A generic optimization framework for resilient systems	OPTIMIZATION METHODS & SOFTWARE												This paper addresses the optimal design of resilient systems, in which components can fail. The system can react to failures and its behaviour is described by general mixed integer nonlinear programs, which allows for applications to many (technical) systems. This then leads to a three-level optimization problem. The upper level designs the system minimizing a cost function, the middle level represents worst-case failures of components, i.e. interdicts the system, and the lowest level operates the remaining system. We describe new inequalities that characterize the set of resilient solutions and allow to reformulate the problem. The reformulation can then be solved using a nested branch-and-cut approach. We discuss several improvements, for instance, by taking symmetry into account and strengthening cuts. We demonstrate the effectiveness of our implementation on the optimal design of water networks, robust trusses, and gas networks, in comparison to an approach in which the failure scenarios are directly included into the model.																			1055-6788	1029-4937				MAR 4	2023	38	2					356	385		10.1080/10556788.2022.2142581	http://dx.doi.org/10.1080/10556788.2022.2142581		JAN 2023											WOS:000907249600001
J	Hametner, C; Mayr, CH; Kozek, M; Jakubek, S				Hametner, Christoph; Mayr, Christian H.; Kozek, Martin; Jakubek, Stefan			PID controller design for nonlinear systems represented by discrete-time local model networks	INTERNATIONAL JOURNAL OF CONTROL												This paper deals with proportional-integral-derivative (PID) controller design for nonlinear systems represented by local model networks. The proposed method is based on the concept of parallel distributed compensators where the scheduling of the local model network is adopted for the PID parameters. The proposed design method for nonlinear PID controllers considers closed-loop stability by means of a Lyapunov stability criterion as well as closed-loop performance. All PID parameters are determined by a multi-objective genetic algorithm (multiGA), which handles the trade-off between stability and performance. A simulation example demonstrates the effectiveness of the proposed method.						Hametner, Christoph/0000-0003-2912-4771; Kozek, Martin/0000-0003-0402-3309													0020-7179	1366-5820				SEP 1	2013	86	9					1453	1466		10.1080/00207179.2012.759663	http://dx.doi.org/10.1080/00207179.2012.759663													WOS:000323332300002
J	Li, YT; Graham, D; Zhou, G; Qi, X; Deng, SJ; Xiao, D				Li, Yantao; Graham, Daniel; Zhou, Gang; Qi, Xin; Deng, Shaojiang; Xiao, Di			Discrete-time Markov Model for Wireless Link Burstiness Simulations	WIRELESS PERSONAL COMMUNICATIONS												Link burstiness can negatively affect the performance of wireless networking protocols, by causing an extra of 15 % transmission cost. It describes the underlying behavior of packet delivery and provides insights into tuning protocols to improve performance. In this paper, we propose a discrete-time Markov model to simulate the burstiness behavior of wireless links, which provides a novel approach for link burstiness studies. More specifically, we first present a discrete-time Markov model with the input of value and the output of a sequence trace of burstiness traffic. Then we design an algorithm to simulate the Markov model, where the state transition represents the packet receptions or losses. Finally, we evaluate the proposed model in terms of distribution of link burstiness, accuracy and cost, and the results demonstrate that our model is able to accurately simulate the burstiness behavior.					Zhou, Gang/T-7901-2017	Zhou, Gang/0000-0002-4425-9837													0929-6212	1572-834X				SEP	2013	72	2					987	1004		10.1007/s11277-013-1051-x	http://dx.doi.org/10.1007/s11277-013-1051-x													WOS:000323312800010
J	Liu, HX				Liu, Hongxi			Sustainable road network design considering hydrogen fuel cell vehicles	SCIENTIFIC REPORTS												Environmental pollution and energy shortages have brought about an increased focus on new energy vehicles. Hydrogen fuel cell vehicles (HFCVs) have experienced rapid development due to the potential to alleviate energy pressures and reduce pollution emissions. Near zero-carbon emissions offer a promising avenue for promoting sustainable transportation development. To evaluate the impact of HFCVs on the transportation environment, this paper investigates the problem of sustainable transportation network design including HFCVs. Specifically, the problem is formulated as a bi-level multi-objective programming problem, with the upper level aimed at determining the optimal network design scheme considering multiple objectives, while the lower level addresses the mixed traffic flow that comprises both HFCVs and fuel vehicles. To solve the multi-objective sustainable network design problem, an integrated solution framework that combines the particle swarm optimization (PSO) algorithm with the Frank-Wolfe algorithm (FW) is developed. Specifically, the PSO algorithm is utilized to solve the upper-level model and identify the optimal network design schemes, while FW algorithm is adopted to handle mixed traffic flow assignments. Finally, the proposed model and algorithm are implemented in two numerical experiment to demonstrate their effectiveness and efficiency.					Liu, Hongxi/L-3007-2019														2045-2322					DEC 11	2023	13	1							21947	10.1038/s41598-023-49264-1	http://dx.doi.org/10.1038/s41598-023-49264-1								38081961					WOS:001127268500102
J	Gao, XJ; Cheng, MF; Hu, HP				Gao, Xiaojing; Cheng, Mengfan; Hu, Hanping			Adaptive Impulsive Synchronization of Uncertain Delayed Chaotic System with Full Unknown Parameters via Discrete-Time Drive Signals	COMPLEXITY												This article investigates the adaptive impulsive synchronization of delayed chaotic system with full unknown parameters. Aiming at this problem, we propose a new adaptive strategy, in which both the adaptive-impulsive controller and the parameters adaptive laws are designed via the discrete-time signals from the drive system. The corresponding theoretical proof is given to guarantee the effectiveness of the proposed strategy. Moreover, the concrete adaptive strategies are achieved for delayed Hopfield neural network, optical Ikeda system and the well-known delayed Lu chaotic system. As expected, numerical simulations show the effectiveness of the proposed strategy. This method has potential applications in parameters estimation, secure communication, and cryptanalysis when only discrete signals are transmitted in communication channel. (C) 2014 Wiley Periodicals, Inc.					Cheng, Mengfan/G-6826-2018	Cheng, Mengfan/0000-0002-8221-0612													1076-2787	1099-0526				MAY-JUN	2016	21	5					43	51		10.1002/cplx.21628	http://dx.doi.org/10.1002/cplx.21628													WOS:000379935200005
