PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
C	Müller, R; Mateu, L; Brederlow, R			IEEE	Mueller, Roland; Mateu, Loreto; Brederlow, Ralf			Analog/Mixed-Signal Standard Cell Based Approach for Automated Circuit Generation of Neural Network Accelerators	2023 38TH CONFERENCE ON DESIGN OF CIRCUITS AND INTEGRATED SYSTEMS, DCIS	Conference on Design of Circuits and Integrated Systems DCIS				38th Conference on Design of Circuits and Integrated Systems (DCIS)	NOV 15-17, 2023	Malaga, SPAIN					Analog and mixed-signal neural network accelerators are a promising solution to apply deep learning methods to edge applications where high energy and area efficiency are required. Such in-memory computing implementations use regular and repetitive circuit structures that take great advantage of design automation. An analog/mixed-signal standard cell design approach in combination with an automation framework has been developed to ease the design of such systems. The framework discussed here provides the basic functionality such as schematic and layout creation. It is based on manually designed standard cells and technology and topology parameters to steer the automation. The presented methodology drastically reduces the (re-)design time and engineering effort leading to a reduced time-to-market whilst errors occurring in manual executed circuit design can be avoided.																			2471-6170	2640-5563	979-8-3503-0385-8				2023										10.1109/DCIS58620.2023.10335979	http://dx.doi.org/10.1109/DCIS58620.2023.10335979													WOS:001133946600018
J	Carter, TG; Jefferies, MG; Rombough, VT; Dershowitz, WS				Carter, T. G.; Jefferies, M. G.; Rombough, V. T.; Dershowitz, W. S.			Aperture controlled grouting - benefits of the discrete fracture network approach	TRANSACTIONS OF THE INSTITUTIONS OF MINING AND METALLURGY SECTION A-MINING TECHNOLOGY												Fractured rocks, specifically sedimentary sequences, present a particular challenge for grouting, as major connected fractures that must be sealed will rarely be intersected by vertical groutholes. The aperture controlled grouting (ACG) method can be readily applied using discrete fracture network (DFN) analysis approaches to understand the pattern of fractures that need to be grouted. Aperture controlled grouting then utilises a combination of the principles of fracture grouting and grouting intensity number (GIN) grouting for practical and cost-effective grouting of tunnel, dam, shaft, or environmental restoration projects. This paper illustrates the application of DFN techniques for fracture assessment for grouting design and then compares the ACG approach to more conventional grouting approaches based on recent grouting experience.						Dershowitz, William/0000-0002-4308-8829; jefferies, michael/0000-0003-3826-1890													0371-7844	1743-2863					2015	124	3					188	202		10.1179/1743286315Y.0000000016	http://dx.doi.org/10.1179/1743286315Y.0000000016													WOS:000212722800007
J	Przeradzka, MA; van Bochove, B; Bor, TC; Grijpma, DW				Przeradzka, Magdalena A.; van Bochove, Bas; Bor, Ton C.; Grijpma, Dirk W.			Phase-separated mixed-macromer hydrogel networks and scaffolds prepared by stereolithography	POLYMERS FOR ADVANCED TECHNOLOGIES												Mixed-macromer networks prepared by using biodegradable functionalized oligomers and a combinatorial chemistry approach have shown to be networks with high water uptake, excellent mechanical properties, and good cell adhesion. This may be due to phase separation within these networks, although this has not been investigated to date. Here we show that these networks are indeed phase-separated. In differential scanning calorimetry experiments, T-g values of each constituent material used in the networks were observed. Furthermore, atomic force microscopy and X-ray diffraction experiments showed phase separation of the crystalline and amorphous phases of the networks in the dry state. In the hydrated state, however, the crystalline phase was not visible. Subsequently, we prepared designed porous 3D structures of the mixed-macromer networks by using stereolithography. We have shown that such structures have excellent mechanical properties with compression moduli of 20-170kPa. Unlike conventional synthetic hydrogels such as poly(ethylene glycol) hydrogels, these structures do not fail under compression and return to their original dimensions after re-equilibration in water. This make these materials excellent candidates for soft tissue engineering of tissues such as menisci or intervertebral discs. Finally, a designed porous meniscus implant was prepared. Copyright (c) 2016 John Wiley & Sons, Ltd.					van Bochove, Bas/S-1835-2018	van Bochove, Bas/0000-0002-5014-8471													1042-7147	1099-1581				OCT	2017	28	10			SI		1212	1218		10.1002/pat.3916	http://dx.doi.org/10.1002/pat.3916													WOS:000409329300002
J	Mendez, J; Murray, R; Gabert, L; Fey, NP; Liu, HH; Lenzi, T				Mendez, Joel; Murray, Rosemarie; Gabert, Lukas; Fey, Nicholas P.; Liu, Honghai; Lenzi, Tommaso			Continuous A-Mode Ultrasound-Based Prediction of Transfemoral Amputee Prosthesis Kinematics Across Different Ambulation Tasks	IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING												Objective: Volitional control systems for powered prostheses require the detection of user intent to operate in real life scenarios. Ambulation mode classification has been proposed to address this issue. However, these approaches introduce discrete labels to the otherwise continuous task that is ambulation. An alternative approach is to provide users with direct, voluntary control of the powered prosthesis motion. Surface electromyography (EMG) sensors have been proposed for this task, but poor signal-to-noise ratios and crosstalk from neighboring muscles limit performance. B-mode ultrasound can address some of these issues at the cost of reduced clinical viability due to the substantial increase in size, weight, and cost. Thus, there is an unmet need for a lightweight, portable neural system that can effectively detect the movement intention of individuals with lower-limb amputation. Methods: In this study, we show that a small and lightweight A-mode ultrasound system can continuously predict prosthesis joint kinematics in seven individuals with transfemoral amputation across different ambulation tasks. Features from the A-mode ultrasound signals were mapped to the user's prosthesis kinematics via an artificial neural network. Results: Predictions on testing ambulation circuit trials resulted in a mean normalized RMSE across different ambulation modes of 8.7 +/- 3.1%, 4.6 +/- 2.5%, 7.2 +/- 1.8%, and 4.6 +/- 2.4% for knee position, knee velocity, ankle position, and ankle velocity, respectively. Conclusion and Significance: This study lays the foundation for future applications of A-mode ultrasound for volitional control of powered prostheses during a variety of daily ambulation tasks.					Chen, Yang/KHD-8849-2024; li, lin/KEJ-1056-2024; Sun, Yue/KHU-8159-2024; zhang, yuanyuan/KHV-4459-2024; li, guo/KHU-1749-2024; you, li/KHW-2201-2024; Lu, Xin/KHW-8570-2024; Lenzi, Tommaso/E-4156-2015; Gabert, Lukas/B-9384-2019	Lu, Xin/0000-0001-9885-6031; Liu, Honghai/0000-0002-2880-4698; Mendez, Joel/0000-0003-3844-2325; Lenzi, Tommaso/0000-0003-0957-6412; Gabert, Lukas/0000-0001-5569-9099													0018-9294	1558-2531				JAN	2024	71	1					56	67		10.1109/TBME.2023.3292032	http://dx.doi.org/10.1109/TBME.2023.3292032								37428665					WOS:001129696100029
J	Li, Y; Zhang, Y; Wang, Y; Li, JX; Jiang, XY; Yang, GH; Zhang, K; Yuan, YY; Fu, JH; Di, XG; Wang, CH				Li, Yong; Zhang, Yu; Wang, Yue; Li, Jinxing; Jiang, Xiaoyang; Yang, Guohui; Zhang, Kuang; Yuan, Yueyi; Fu, Jiahui; Di, Xiaoguang; Wang, Chunhui			Multifunctional Metasurface Inverse Design Based on Ultra-Wideband Spectrum Prediction Neural Network	ADVANCED OPTICAL MATERIALS												Multifunctional metasurfaces have demonstrated extensive potential in various fields. During the design of metasurfaces, optimization of components for polarization, amplitude distribution, phase distribution, and other factors is necessary. This process typically demands expert involvement and is time-consuming. In this paper, a metasurface inverse design method is introduced that combines a high-precision ultra-wideband spectrum forward prediction utilizing a neural network and a genetic algorithm. A neural network is constructed and trained to accurately predict the amplitude and phase of a 16 x 16 discrete grid structure with high degrees of freedom in the frequency range of 0.5-2 THz. Leveraging the neural network's ultra-fast spectrum prediction capabilities (producing approximately 1000 spectra per second), the average optimization time for a single component is reduced to 1.5 min. Finally, the effectiveness of this inverse design method is validated through the design and simulation of multifunctional reflective deflection metasurfaces with two sets of 3-bit frequency multiplexing and polarization multiplexing. The proposed metasurface inverse design method offers a new approach for the rapid design of components in complex application scenarios and holds significant reference value for metasurface designers. This paper introduces a multifunctional metasurface inverse design method, integrating a neural network and genetic algorithm for fast, high-precision, and low manual-dependency design of components in complex application scenarios. Neural networks play a role in accurately predicting spectra, while genetic algorithm are responsible for finding the structure that best meets the design requirements within discrete grid structures.image					zhang, yu/AFM-3947-2022	zhang, yu/0000-0002-5848-8892													2195-1071					MAY	2024	12	13								10.1002/adom.202302657	http://dx.doi.org/10.1002/adom.202302657		DEC 2023											WOS:001124880800001
J	Fournie, L; Hong, DH; Perisse, F				Fournie, Laurent; Hong, Dohy; Perisse, Florent			NetScale: Scalable time-stepped hybrid simulation of large IP networks	ACM SIGCOMM COMPUTER COMMUNICATION REVIEW												This paper presents a scalable time-stepped hybrid simulation algorithm which is well adapted to the simulation of large IP networks (up to one million of competing flows and network elements), while tracking reactive traffic behaviour and packet-level phenomena e.g. timeout trigger or packet burstiness. This simulation paradigm allows one to gain several orders of magnitude of computation time compared to traditional discrete event simulation approaches. The accuracy of this simulation method is evaluated by comparison to other simulation methodologies. Examples of large scale network simulations are also presented.																			0146-4833	1943-5819				OCT	2006	36	5					35	38		10.1145/1163593.1163600	http://dx.doi.org/10.1145/1163593.1163600													WOS:000241393300005
J	Rivera-Pérez, J; Al-Qadi, IL				Rivera-Perez, Jose; Al-Qadi, Imad L.			Asphalt Concrete Mix Design Optimization Using Autoencoder Deep Neural Networks	TRANSPORTATION RESEARCH RECORD												Asphalt concrete (AC) balanced mix design (BMD) is based on the selection of aggregate gradation, component volumetrics, and binder content to control pavement cracking and rutting potential. The Illinois Flexibility Index Test (I-FIT) and the Hamburg Wheel Tracking Test (HWTT) results, used to predict cracking and rutting potential, respectively, are used in the BMD approach. However, BMD generally relies on a trial-and-error process to identify the aggregate gradation and binder content needed to meet volumetrics and optimize I-FIT and HWTT results. Minimizing or eliminating the trial-and-error process would increase productivity and accuracy. Therefore, this study proposes an autoencoder deep neural network (ADNN) to develop optimized AC mix design alternatives that can meet a prescribed flexibility index (FI) and rut depth (RD). Autoencoders are a type of neural network designed for representation learning composed of an encoder and a decoder. The encoder detects a structured pattern in the original input data to create a compressed representation of the AC mix design. The decoder reconstructs the compressed representation. The proposed autoencoder is composed of an encoder of five hidden layers, a latent space of one node, and a five-hidden-layer decoder. Models were created from a database of 5,357 data sets that include mix properties, I-FIT FI, and HWTT RD (after data preprocessing was conducted). An autoencoder was then trained to predict the total binder content, and aggregate gradation based on a target mix type, FI, and RD.						Al-Qadi, Imad/0000-0002-5824-103X; Rivera Perez, Jose Julian/0000-0001-6180-9602													0361-1981	2169-4052				JAN	2024	2678	1					426	438		10.1177/03611981231171153	http://dx.doi.org/10.1177/03611981231171153		JUN 2023											WOS:001005682200001
J	Liu, YF; Shen, B; Shu, HS				Liu, Yufei; Shen, Bo; Shu, Huisheng			Finite-time resilient <i>H</i><sub>∞</sub> state estimation for discrete-time delayed neural networks under dynamic event-triggered mechanism	NEURAL NETWORKS												In this paper, the finite-time resilient H-infinity state estimation problem is investigated for a class of discrete-time delayed neural networks. For the sake of energy saving, a dynamic event-triggered mechanism is employed in the design of state estimator for the discrete-time delayed neural networks. In order to handle the possible fluctuation of the estimator gain parameters when the state estimator is implemented, a resilient state estimator is adopted. By constructing a Lyapunov-Krasovskii functional, a sufficient condition is established, which guarantees that the estimation error system is bounded and the H-infinity performance requirement is satisfied within the finite time. Then, the desired estimator gains are obtained via solving a set of linear matrix inequalities. Finally, a numerical example is employed to illustrate the usefulness of the proposed state estimation scheme. (C) 2019 Elsevier Ltd. All rights reserved.																			0893-6080	1879-2782				JAN	2020	121						356	365		10.1016/j.neunet.2019.09.006	http://dx.doi.org/10.1016/j.neunet.2019.09.006								31593841					WOS:000500922700028
C	Cong, J; Wang, SH		Zhao, MS; Shi, ZZ		Cong, J; Wang, SH			Stability analysis of continuous Hopfield neural networks with delay	PROCEEDINGS OF THE 2005 INTERNATIONAL CONFERENCE ON NEURAL NETWORKS AND BRAIN, VOLS 1-3					International Conference on Neural Networks and Brain (ICNN&B 2005)	OCT 13-15, 2005	Beijing, PEOPLES R CHINA	China Neural Networks Council, IEEE Computat Intelligence Soc, Beijing Chapter, Chinese Inst Elect, Chinese Assoc Artificial Intelligence				In this paper, by constructing a new Lyapunov functional, problem of the global asymptotic stability is discussed for the continuous Hopfield neural networks with delays. A simple and new sufficient condition is obtained ensuring existence, uniqueness of the equilibrium point and its global asymptotic stability of the neural networks. This condition can be used to design globally asymptotic stable networks and thus have important significance in both theory and applications.																					0-7803-9422-4				2005							573	575																WOS:000236575100134
J	Dai, X; Liu, J; Feng, C; He, D				Dai, X; Liu, J; Feng, C; He, D			Neural network α-th order inverse system method for the control of nonlinear continuous systems	IEE PROCEEDINGS-CONTROL THEORY AND APPLICATIONS												The ANN alpha-th order inverse system is composed of a single static artificial neural network and several integrators. By combining the alpha-th order inverse system with an additional linear controller designed according to conventional theory of linear continuous systems, a composite control method is formed and the effective control of the original system can be completed. Simulation results show that this method applies to general linear or nonlinear continuous systems, with simple construction of the controller for easy implementation.																			1350-2379					NOV	1998	145	6					519	522		10.1049/ip-cta:19982411	http://dx.doi.org/10.1049/ip-cta:19982411													WOS:000078865300006
C	Fortz, B; Papadimitriou, D		Kacem, I; Laroche, P; Roka, Z		Fortz, Bernard; Papadimitriou, Dimitri			Branch-and-cut strategies for a multi-period network design and routing problem	2014 INTERNATIONAL CONFERENCE ON CONTROL, DECISION AND INFORMATION TECHNOLOGIES (CODIT)					International Conference on Control, Decision and Information Technologies (CoDIT)	NOV 03-05, 2014	Ecole Natl Ingenieurs Metz, Metz, FRANCE	Univ Lorraine, IEEE Sect France, LCOMS	Ecole Natl Ingenieurs Metz			The combined network design and (distributed) traffic routing problem can be formulated as a large-scale multiperiod mixed integer optimization problem. This problem combines network design decisions and routing decisions, with timedependent traffic demands. In this paper, we consider different branch-and-cut strategies for solving the problem with the base and extended formulations proposed in our prior work.					Fortz, Bernard/AAA-6275-2019	Fortz, Bernard/0000-0002-2355-8926															978-1-4799-6773-5				2014							128	133																WOS:000358866300024
C	Liu, M; Tsai, JHP			IEEE	Liu, Mo; Tsai, Jennifer Hsiao-Ping			USB3.1 Silicon and Channel Design Optimization using Artificial Neural Network Modeling	2015 IEEE SYMPOSIUM ON ELECTROMAGNETIC COMPATIBILITY AND SIGNAL INTEGRITY					IEEE Symposium on Electromagnetic Compatibility and Signal Integrity	MAR 15-20, 2015	Santa Clara, CA	Adv Test Equipment Rentals, ETS LINDGREN, ANDRO, Altair, GAUSS Instruments, ENR Seven Mt Sci Inc, EspressoEngineering, IN Compliance Same Page Publishing, Inc, ITEM Interference Technol, Microwave Journal, Safety & EMC Magazine, Webcom Commun Corp, Wireless Design & Dev ECN				This paper adopts neural network modeling for USB3.1 Gen 2 high speed signal channel simulation instead of conventional response surface methodology. The paper demonstrates the co-design and optimization flow of USB3.1 silicon and channel parameters and how neural network modeling captures the complex response in a wide range with high accuracy.																					978-1-4799-1993-2				2015							289	293																WOS:000380412900053
J	Pourjavad, E; Mayorga, RV				Pourjavad, Ehsan; Mayorga, Rene, V			A comparative study on fuzzy programming approaches to design a sustainable supply chain under uncertainty	JOURNAL OF INTELLIGENT & FUZZY SYSTEMS												In this paper, a fuzzy multi-objective mixed-integer linear programming (FMOMILP) model is proposed that integrates sustainability three pillars into the Closed -loop Supply Chain (CLSC) network design problem under uncertainty. A two-phase solution approach is proposed to solve this problem. Firstly, the presented model is converted into multi-objective mixed-integer linear programming (MOMILP) by the weighted average method. Then, three widely used interactive fuzzy programming approaches are implemented to solve the model. The significance of the proposed model as well as the fuzzy programming solution approaches are validated through a computational experiment. The obtained results demonstrate the effectiveness of proposed model and solution approaches in designing sustainable CLSC network under uncertain environment.																			1064-1246	1875-8967					2019	36	3					2947	2961		10.3233/JIFS-171168	http://dx.doi.org/10.3233/JIFS-171168													WOS:000462724300091
J	Brunetta, L; Malucelli, F; Värbrand, P; Yuan, D				Brunetta, L; Malucelli, F; Värbrand, P; Yuan, D			Joint optical network design, routing and wavelength assignment by integer programming	TELECOMMUNICATION SYSTEMS												We present a new mathematical model for all-optical network design, including sparse optical cross connects placement, traffic routing and wavelength assignment. The proposed linear integer program is refined by introducing valid inequalities, and a cutting plane procedure is described. The solution procedure is implemented using commercial mixed integer programming solvers and applied to some real instances of metropolitan and wide area networks. We present encouraging results that show the validity of the approach.						malucelli, federico/0000-0003-0034-1721													1018-4864	1572-9451				MAY	2004	26	1					53	67		10.1023/B:TELS.0000029020.17417.8e	http://dx.doi.org/10.1023/B:TELS.0000029020.17417.8e													WOS:000221763400003
C	Li, YJ; Tan, C; Yin, X		Liu, T; Zhao, Q		Li, Yanjiang; Tan, Chong; Yin, Xiao			Consensus in Networks of Dynamic Agents with non-uniform communication delays	PROCEEDINGS OF THE 36TH CHINESE CONTROL CONFERENCE (CCC 2017)	Chinese Control Conference				36th Chinese Control Conference (CCC)	JUL 26-28, 2017	Dalian, PEOPLES R CHINA	Chinese Acad Sci, Acad Math & Syst Sci, China Soc Ind & Appl Math, Liaoning Assoc Automat, Shenyang Univ Chem Technol, Liaoning Univ Sci & Technol, Asian Control Assoc, IEEE Control Syst Soc, Inst Control Robot & Syst, Soc Instrument & Control Engineers, Chinese Assoc Automat, Tech Comm Control Theory, Syst Engn Soc China, Dalian Univ Technol				This study addresses the problem of distributed consensus for discrete-time networked multi-agent systems (NMASs) with communication delays in the transmission network. Different from existing techniques, the networked predictive control scheme is introduced to compensate for communication delays actively and overcome the difficulties induced by the delays. A distributed consensus protocol based on the predictions of states at current time is designed. For discrete-time NMASs with a directed topology and non-uniform constant delays, necessary and sufficient conditions for the consensus are given. Numerical examples are presented to demonstrate the effectiveness of theoretical results.					Lin, Lin/JTU-1595-2023														2161-2927		978-9-8815-6393-4				2017							8816	8820																WOS:000432015502152
J	Zhang, ZM; Zheng, W; Lam, HK; Wen, SH; Sun, FC; Xie, P				Zhang, Zhiming; Zheng, Wei; Lam, H. K.; Wen, Shuhuan; Sun, Fuchun; Xie, Ping			Stability analysis and output feedback control for stochastic networked systems with multiple communication delays and nonlinearities using fuzzy control technique	APPLIED MATHEMATICS AND COMPUTATION												This paper addresses the H-infinity Takagi-Sugeno (T-S) fuzzy control for a class of T-S fuzzy discrete networked control systems with random interval communication delays and random sector nonlinearities. Firstly, the T-S fuzzy model is employed to approximate the discrete networked control system and the tth-order Rice fading channels model is introduced in the system model. Secondly, the T-S fuzzy dynamic output feedback controller with lth-order Rice fading channels output is designed for the T-S fuzzy discrete networked control system. Thirdly, the discrete delay-dependent Lyapunov-Krasovskii functional, stochastic system theory and Bernoulli probability distribution are employed to derive the stability conditions in terms of linear matrix inequalities (LMIs). Compared with previous works, the fading channels in the signal transmission are described clearly by setting the different channels coefficients of the lth-order Rice fading channels model. The closed-loop system is exponentially mean-square stable and prescribed H-infinity performance is guaranteed by designing the T-S fuzzy dynamic output feedback controller. The factorizations in the polynomial and the congruence transformation matrices are introduced to solve the LMIs, such that the controller gain matrices are determined. Finally, simulation examples are presented to show the effectiveness of proposed methods. (C) 2020 Published by Elsevier Inc.					Lam, H.K./C-1140-2014	Lam, H.K./0000-0002-6572-7265; Lam, H.K./0000-0001-7589-0747													0096-3003	1873-5649				DEC 1	2020	386								125374	10.1016/j.amc.2020.125374	http://dx.doi.org/10.1016/j.amc.2020.125374													WOS:000555703300006
J	Lun, ZL; Zou, CQ; Huang, HB; Kalogerakis, E; Tan, P; Cani, MP; Zhang, H				Lun, Zhaoliang; Zou, Changqing; Huang, Haibin; Kalogerakis, Evangelos; Tan, Ping; Cani, Marie-Paule; Zhang, Hao			Learning to Group Discrete Graphical Patterns	ACM TRANSACTIONS ON GRAPHICS					10th ACM SIGGRAPH Conference and Exhibition on Computer Graphics and Interactive Techniques in Asia	NOV 27-30, 2017	Bangkok, THAILAND	ACM SIGGRAPH				We introduce a deep learning approach for grouping discrete patterns common in graphical designs. Our approach is based on a convolutional neural network architecture that learns a grouping measure defined over a pair of pattern elements. Motivated by perceptual grouping principles, the key feature of our network is the encoding of element shape, context, symmetries, and structural arrangements. These element properties are all jointly considered and appropriately weighted in our grouping measure. To better align our measure with human perceptions for grouping, we train our network on a large, human-annotated dataset of pattern groupings consisting of patterns at varying granularity levels, with rich element relations and varieties, and tempered with noise and other data imperfections. Experimental results demonstrate that our deep-learned measure leads to robust grouping results.					Zou, Changqing/AAK-8510-2020; Zhang, Hao/HHM-1940-2022; Huang, Haibin/HHZ-1901-2022; Kalogerakis, Evangelos/KQU-3227-2024; wu, tong/ITV-6896-2023	Kalogerakis, Evangelos/0000-0002-5867-5735; Zhang, Hao/0000-0003-1991-119X													0730-0301	1557-7368				NOV	2017	36	6							225	10.1145/3130800.3130841	http://dx.doi.org/10.1145/3130800.3130841													WOS:000417448700055
J	Wan, XB; Fang, HJ				Wan, Xiongbo; Fang, Huajing			Fault detection for discrete-time networked nonlinear systems with incomplete measurements	INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE												This article addresses the problem of fault detection (FD) for discrete-time networked systems with global Lipschitz nonlinearities and incomplete measurements, including time delays, packet dropouts and signal quantisation. By utilising a discrete-time homogeneous Markov chain, an improved model which considers packet dropout compensation has been proposed to describe the above network-induced phenomena. We aim to design a mode-dependent fault detection filter (FDF) such that the FD system is asymptotically mean-square stable and satisfies a prescribed attenuation level. The addressed FD problem is then converted into an auxiliary H filtering problem of Markov jump system with time-varying delay. A sufficient condition for the existence of the FDF is derived in terms of certain linear matrix inequalities (LMIs). When these LMIs are feasible, the explicit expression of the desired FDF can also be characterised. A numerical example is exploited to show the effectiveness of the results obtained.																			0020-7721	1464-5319				NOV 1	2013	44	11					2068	2081		10.1080/00207721.2012.684899	http://dx.doi.org/10.1080/00207721.2012.684899													WOS:000320099900008
C	Khan, B; Dombrowski, K; Bellam, A; Sayeras, GF; Pi, K; Crawford, D; Habecker, P; Jauernig, M			IEEE Comp Soc	Khan, Bilal; Dombrowski, Kirk; Bellam, Alekhya; Sayeras, Gisela Font; Pi, Kin; Crawford, Devan; Habecker, Patrick; Jauernig, Maisha			Towards a Smart(er) Social Science using high-dimensional continuous-time trajectories from the Open Dynamic Interaction Networks (ODIN) platform	2019 IEEE SMARTWORLD, UBIQUITOUS INTELLIGENCE & COMPUTING, ADVANCED & TRUSTED COMPUTING, SCALABLE COMPUTING & COMMUNICATIONS, CLOUD & BIG DATA COMPUTING, INTERNET OF PEOPLE AND SMART CITY INNOVATION (SMARTWORLD/SCALCOM/UIC/ATC/CBDCOM/IOP/SCI 2019)					IEEE Conference on SmartWorld, Ubiquitous Intelligence and Computing, Advanced and Trusted Computing, Scalable Computing and Communications, Cloud and Big Data Computing, Internet of People and Smart City Innovation	AUG 19-23, 2019	Leicester, ENGLAND	IEEE, IEEE Computat Intelligence Soc, IEEE Comp Soc, IEEE TCSC, CCF Transact Pervas Comp & Interact, Acrossing				In this paper, we describe Open Dynamic Interaction Networks (ODIN), a software platform designed to move the social, behavioral, and public health sciences toward a new investigative paradigm. ODIN enables us to collect and analyze rich, contextual continuous-time data on both personal change and interpersonal interaction. It achieves this by supporting dynamic delivery of questions based on the currently sensed context of each participant. The ODIN system extends beyond static (or even stepwise dynamic) graph-theoretic renderings of social life and individual behavior by considering "social relationship" to be measured in terms of high-dimensional continuous-time trajectories. The system is designed to be extensible, allowing seamless incorporation of new sensors, and correspondingly sophisticated compound rules by which contexts of interest may be specified. As such, ODIN opens the door for a "smarter" social science based on continuous contextual data, and a "smarter" data science that is reflective and sociologically informed.																					978-1-7281-4034-6				2019							37	44		10.1109/SmartWorld-UIC-ATC-SCALCOM-IOP-SCI.2019.00051	http://dx.doi.org/10.1109/SmartWorld-UIC-ATC-SCALCOM-IOP-SCI.2019.00051													WOS:000936421900006
J	Tsao, YC; Linh, VT; Lu, JC; Yu, V				Tsao, Yu-Chung; Vu-Thuy Linh; Lu, Jye-Chyi; Yu, Vincent			A supply chain network with product remanufacturing and carbon emission considerations: a two-phase design	JOURNAL OF INTELLIGENT MANUFACTURING												Growing awareness of environmental issues is prompting the development of sustainable supply chain management. Closed-loop supply chains in which used products can be returned for remanufacture are becoming increasingly popular. This paper introduces a two-phase approach to the design of supply chain networks taking into account carbon emission and remanufacturing. In the first phase, a continuous approximation model is used to design the forward supply chain network. The objective is to minimize the total forward network cost by simultaneously determining the number and the service areas of distribution centers (DCs) and the replenishment cycle time for DCs. A nonlinear optimization technique is used to solve the forward supply chain network design problem. In the second phase, a reverse supply chain network is formulated based on the results of the first phase to determine the optimal number and service areas of remanufacturing centers (RCs) and the replenishment cycle time for RCs. Finally, numerical analyses are conducted to show the solution approach and provide some managerial insights.					穆, 儒/HGC-6534-2022; Yu, Vincent/B-3580-2008	Tsao, Yu-Chung/0000-0001-5058-8728; Yu, Vincent/0000-0001-8975-0606													0956-5515	1572-8145				MAR	2018	29	3					693	705		10.1007/s10845-017-1296-4	http://dx.doi.org/10.1007/s10845-017-1296-4													WOS:000426717400016
C	Gadiraju, M; Kumari, VV			IEEE	Gadiraju, Mahesh; Kumari, Vastavayi Valli			Primal-Dual Parallel Algorithm for Continuous Aggregate Query Dissemination	2013 INTERNATIONAL CONFERENCE ON ADVANCES IN COMPUTING, COMMUNICATIONS AND INFORMATICS (ICACCI)					2nd International Conference on Advances in Computing, Communications and Informatics (ICACCI)	AUG 22-25, 2013	Sri Jayachamarajendra Coll Engn, Mysore, INDIA	IEEE Commun Soc, IEEE, InderSci, ISCA, INNS India Reg Chapter, ICACCI, Hochschule Offenburg Univ Appl Sci, Res Publishing	Sri Jayachamarajendra Coll Engn			Minimum weight set cover problem is an NP-hard problem and many approaches are there to handle the problem including greedy algorithm and primal-dual approach. In data dissemination networks the division of client issued continuous aggregate queries into sub-queries and assignment of these sub-queries optimally to different data aggregators of data dissemination networks is a minimum weight set cover problem. In this paper we propose a primal-dual parallel algorithm for continuous aggregate query dissemination. A dynamic data dissemination network is a content delivery network implemented with a hierarchical network of data aggregators which is used in online applications like stock applications and meteorological applications. Optimal dissemination of continuous aggregate queries and designing algorithm for optimization is a very important issue in such applications. Our algorithm is best suited for such distributed applications.					Vatsavayi, Valli Kumari/AAH-1539-2019; gadiraju, mahesh/AAE-3640-2019; gadiraju, mahesh/Q-2586-2016	Vatsavayi, Valli Kumari/0000-0002-7252-8301; gadiraju, mahesh/0000-0002-2577-1018; 															978-1-4799-2432-5; 978-1-4799-2659-6				2013							545	549																WOS:000343771500093
C	Angskun, T; Bosilca, G; Fagg, G; Pjesivac-Grbovic, J; Dongarra, JJ		Schulze, B; Buyya, R; Navaux, P; Cirne, W; Rebello, V		Angskun, Thara; Bosilca, George; Fagg, Graham; Pjesivac-Grbovic, Jelena; Dongarra, Jack J.			Reliability analysis of self-healing network using discrete-event simulation	CCGRID 2007: SEVENTH IEEE INTERNATIONAL SYMPOSIUM ON CLUSTER COMPUTING AND THE GRID					7th IEEE International Symposium on Cluster Computing and the Grid	MAY 14-17, 2007	Rio de Janeiro, BRAZIL	IEEE, Google, IBM, SUN Microsyst, NEC, sgi Innovat Results, CNPq, CAPES, FAPERJ, BNDES, Minist Ciencia Tecnol, BRASIL, Minist Desenvolvimento Ind Comercio Exterior, hp, Microsoft				The number of processors embedded on high performance computing platforms is continuously increasing to accommodate user desire to solve larger and more complex problems. However as the number of components increases, so does the probability of failure. Thus, both scalable and fault-tolerance of software are important issues in this field. To ensure reliability of the software especially under the failure circumstance, the reliability analysis is needed. The discrete-event simulation technique offers an attractive alternative to traditional Markovian-based analytical models, which often have an intractably large state space. In this paper we analyze reliability of a self-healing network developed for parallel runtime environments using discrete event simulation. The network is designed to support transmission of messages across multiple nodes and at the same time, to protect against node and process failures. Results demonstrate the flexibility of a discrete-event simulation approach for studying the network behavior under failure conditions and various protocol parameters, message types, and routing algorithms.					Dongarra, Jack/G-4199-2019	Dongarra, Jack/0000-0003-3247-1782															978-0-7695-2833-5				2007							437	+																WOS:000247002000050
