PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
C	Keysar, S; Friedlander, R; Holzer, R		Sadka, A		Keysar, S.; Friedlander, R.; Holzer, R.			Everlasting Solar Battery for Better Agriculture	INTERNATIONAL CIPA CONFERENCE 2012 ON PLASTICULTURE FOR A GREEN PLANET	Acta Horticulturae				International CIPA Conference on Plasticulture for a Green Planet	MAY 15-17, 2012	Tel Aviv, ISRAEL	Int Soc Hort Sci, CIPA				Sol Chip has developed a breakthrough technology addressing the needs of remote or mobile devices that operate autonomously to prolong their battery life thus reducing environmental hazard. SolChip (TM) Solar Battery harvests light energy to power billions of individual appliances. SolChip (TM) Solar Battery replaces current discrete and complex solar cells' based solutions with a simple integrated solution. Sol Chip managed to integrate into a stamp-size battery the electronics and the solar cell required to power low power applications. While harvesting outdoor day light, SolChip (TM) Solar Battery can power the application around the clock, 24 hours a day. Therefore, SolChip (TM) Solar Battery can provide continuous maintenance free operation for 10-15 years, eliminating the need to replace batteries during the entire life of the product. Sol Chip's first customer from the irrigation field, will use SolChip (TM) Solar Battery to power its wireless sensors and irrigation valves. Sol Chip's technology utilizes low-cost manufacturing, while decreasing design complexity and increasing overall power efficiency, thus reducing system cost by more than 50%. Sol Chip's product is in beta site stage. Sol Chip's solution provides maintenance free solution that eliminates the need to replace the batteries at all.																			0567-7572	2406-6168	978-94-62610-00-2				2014	1015						325	332		10.17660/ActaHortic.2014.1015.35	http://dx.doi.org/10.17660/ActaHortic.2014.1015.35													WOS:000333392700035
J	Yang, HH; Liu, HC; Hu, ZX; Nguyen, AT; Guerra, TM; Lv, C				Yang, Haohan; Liu, Haochen; Hu, Zhongxu; Nguyen, Anh-Tu; Guerra, Thierry-Marie; Lv, Chen			Quantitative Identification of Driver Distraction: A Weakly Supervised Contrastive Learning Approach	IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS												Accurate recognition of driver distraction is significant for the design of human-machine cooperation driving systems. Existing studies mainly focus on classifying varied distracted driving behaviors, which depend heavily on the scale and quality of datasets and only detect the discrete distraction categories. Therefore, most data-driven approaches have limited capability of recognizing unseen driving activities and cannot provide a reasonable solution for downstream applications. To address these challenges, this paper develops a vision Transformer-enabled weakly supervised contrastive (W-SupCon) learning framework, in which distracted behaviors are quantified by calculating their distances from the normal driving representation set. The Gaussian mixed model (GMM) is employed for the representation clustering, which centralizes the distribution of the normal driving representation set to better identify distracted behaviors. A novel driver behavior dataset and the other three ones are employed for the evaluation, experimental results demonstrate that our proposed approach has more accurate and robust performance than existing methods in the recognition of unknown driver activities. Furthermore, the rationality of distraction levels for different driving behaviors is evaluated through driver skeleton poses. The constructed dataset and demo videos are available at https://yanghh.io/Driver-Distraction-Quantification.					Lv, Chen/N-7055-2018; Yang, Haohan/AAW-1224-2021; Hu, Zhongxu/AAH-3982-2020; Nguyen, Anh-Tu/J-9193-2017	Lv, Chen/0000-0001-6897-4512; Yang, Haohan/0000-0002-1545-2793; Hu, Zhongxu/0000-0001-8236-7903; Nguyen, Anh-Tu/0000-0002-9636-3927; Liu, Haochen/0000-0002-3628-8777													1524-9050	1558-0016				FEB	2024	25	2					2034	2045		10.1109/TITS.2023.3316203	http://dx.doi.org/10.1109/TITS.2023.3316203		SEP 2023											WOS:001078387700001
J	Sikder, S; Mukherjee, I; Panja, SC				Sikder, Sagar; Mukherjee, Indrajit; Panja, Subhash Chandra			A synergistic Mahalanobis -Taguchi system and support vector regression based predictive multivariate manufacturing process quality control approach	JOURNAL OF MANUFACTURING SYSTEMS												The primary objective of this study is to propose and verify a new synergistic prediction-based multivariate process quality control (MPQC) approach for manufacturing processes. The proposed approach considers the influence of covariates (e.g. uncontrollable inputs) and output (or response) uncertainties to predict, monitor, diagnose, and adjust for out-of-control scenarios. The prediction-based real-time synergistic approach integrates off-line and on-line multivariate quality control strategies. In this approach, based on a current state prediction of responses, process control variables are adjusted to prevent any out-of-control or abnormal situations in the process. The unique approach is designed based on a Mahalanobis-Taguchi System (MTS), support vector regression (SVR), bootstrap prediction interval (PI), and derivative-free Nelder-Mead (NM) optimisation strategy. Two real-life case studies demonstrate the suitability of the proposed approach and show improvements in process performance. This easy-to-implement distribution-free predictive quality control approach provides the necessary flexibility to industry practitioners for real-life implementation in discrete or continuous manufacturing processes.					Andrea Simões Braga, Francisco/GRS-0157-2022	Mukherjee, Indrajit/0000-0002-8986-4299													0278-6125	1878-6642				OCT	2020	57						323	337		10.1016/j.jmsy.2020.10.003	http://dx.doi.org/10.1016/j.jmsy.2020.10.003													WOS:000598159300005
J	Liu, ML; Tornatore, M; Mukherjee, B				Liu, Menglin; Tornatore, Massimo; Mukherjee, Biswanath			New Strategies for Connection Protection in Mixed-Line-Rate Optical WDM Networks	JOURNAL OF OPTICAL COMMUNICATIONS AND NETWORKING												Today's optical wavelength division multiplexing backbone networks need to support traffic demands with very diverse capacity requirements. Recent studies have shown how to design an optical transport network that supports mixed line rates (MLR), where the wavelength channels of the optical paths (i.e., lightpaths) can have a variety of capacities (10/40/100 Gbps). Some preliminary work on the design of MLR optical networks has already appeared, but survivability, which is a key concern in optical network design, is a nascent topic in MLR networks. This study investigates the problem of protection in MLR optical networks: in particular, we study how to design a cost-effective transparent MLR network that provides dedicated protection at the lightpath level. We propose three mechanisms: MLR-at-p-lightpath protection (MLR-p), MLR-at-lightpath protection (MLR-l), and MLR-with-backup-flow-grooming protection (MLR-g). The design problem is solved by two different approaches: (1) a two-step approach that formulates part of the problem as an integer linear program and (2) a heuristic approach. Our results show that, by appropriate assignment of rates to lightpaths, MLR networks can provide protection for diverse traffic demands with much lower transponder cost compared to single-line-rate networks.					Tornatore, Massimo/AAJ-5988-2020; Mukherjee, Biswanath/C-9299-2013	Tornatore, Massimo/0000-0003-0740-1061; 													1943-0620	1943-0639				SEP	2011	3	9					641	650		10.1364/JOCN.3.000641	http://dx.doi.org/10.1364/JOCN.3.000641													WOS:000294898500001
C	Gordon, EK; Zarrin, RS			IEEE	Gordon, Ethan K.; Zarrin, Rana Soltani			Online augmentation of learned grasp sequence policies for more adaptable and data-efficient in-hand manipulation	2023 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION, ICRA	IEEE International Conference on Robotics and Automation ICRA				IEEE International Conference on Robotics and Automation (ICRA)	MAY 29-JUN 02, 2023	London, ENGLAND	IEEE, IEEE Robot & Automat Soc				When using a tool, the grasps used for picking it up, reposing, and holding it in a suitable pose for the desired task could be distinct. Therefore, a key challenge for autonomous in-hand tool manipulation is finding a sequence of grasps that facilitates every step of the tool use process while continuously maintaining force closure and stability. Due to the complexity of modeling the contact dynamics, reinforcement learning (RL) techniques can provide a solution in this continuous space subject to highly parameterized physical models. However, these techniques impose a trade-off in adaptability and data efficiency. At test time the tool properties, desired trajectory, and desired application forces could differ substantially from training scenarios. Adapting to this necessitates more data or computationally expensive online policy updates. In this work, we apply the principles of discrete dynamic programming (DP) to augment RL performance with domain knowledge. Specifically, we first design a computationally simple approximation of our environment. We then demonstrate in physical simulation that performing tree searches (i.e., lookaheads) and policy rollouts with this approximation can improve an RL-derived grasp sequence policy with minimal additional online computation. Additionally, we show that pretraining a deep RL network with the DP-derived solution to the discretized problem can speed up policy training.						Gordon, Ethan Kroll/0000-0003-1621-2342													1050-4729	2577-087X	979-8-3503-2365-8				2023							5970	5976		10.1109/ICRA48891.2023.10161003	http://dx.doi.org/10.1109/ICRA48891.2023.10161003													WOS:001036713004134
J	Fan, YJ; Wang, Z; Huang, X; Shen, H				Fan, Yingjie; Wang, Zhen; Huang, Xia; Shen, Hao			Using partial sampled-data information for synchronization of chaotic Lur?e systems and its applications: an interval- dependent functional method	INFORMATION SCIENCES												This paper is concerned with the synchronization problem of chaotic Lur'e systems by using partial sampled-data information. First, a useful lemma is established on the basis of discrete-time Lyapunov theory and interval estimate methods, which contributes to the stability of partial sampled-data control (PSC) systems. According to the features of the designed control scheme, a single-interval-dependent functional and a double-intervals-dependent functional are constructed by utilizing the corresponding interval information, respectively. Unlike the previous Lyapunov functional methods, the proposed functionals are essentially continuous and then some additional constraint conditions are removed. Then, based on several inequality methods, two sufficient criteria dependent on the controller gain, sampling period, and allowable data loss ratio (ADLR), are respectively developed to guarantee the global synchronization of Lur'e systems. Additionally, the quantitative analysis about the ADLR is discussed. Compared with the existing results, the developed interval-dependent functional techniques are beneficial to enlarging the ADLR. Finally, illustrative examples and an application to image encryption are given to demonstrate the advantages and effectiveness of the proposed control strategy.(c) 2022 Elsevier Inc. All rights reserved.					chen, jiayi/KHV-5520-2024; zhen, wang/KBA-3844-2024; chen, huan/KEC-2019-2024; Zhao, ZiHao/KHT-4413-2024; Wang, Zhen/AAF-8133-2019	Wang, Zhen/0000-0001-7188-5828													0020-0255	1872-6291				JAN	2023	619						358	373		10.1016/j.ins.2022.11.066	http://dx.doi.org/10.1016/j.ins.2022.11.066		NOV 2022											WOS:000901771900021
J	Tien, VD				Tien Van Do			An efficient solution to a retrial queue for the performability evaluation of DHCP	COMPUTERS & OPERATIONS RESEARCH												The Dynamic Host Configuration Protocol (DHCP) is designed to provide an automatic mechanism for the allocation, configuration and management of IP addresses and TCP/IP protocol stack parameters of computers and devices in IP networks. The important feature of DHCP is a "dynamic allocation" mechanism, which assigns an IP address to a client for a limited period of time (called a lease time). Therefore, a previously allocated IP address can automatically be assigned to another host by a DHCP server upon the expiration of the lease time if a host does not renew the use of an allocated IP address. This paper proposes a retrial queueing model to approximate the performability of the DHCP dynamic allocation mechanism. An efficient computational algorithm is developed to calculate the steady state probabilities of a continuous time discrete state Markov process. A comparison of our approximate model with a detailed simulation model of the DHCP dynamic allocation mechanism shows an excellent agreement between the analytical and the simulation results. The impact of the lease time parameter on the performability of the DHCP dynamic allocation mechanism is also illustrated through a numerical study. (C) 2009 Elsevier Ltd. All rights reserved.																			0305-0548					JUL	2010	37	7					1191	1198		10.1016/j.cor.2009.05.014	http://dx.doi.org/10.1016/j.cor.2009.05.014													WOS:000273145300006
C	Vidhya, DS; Ramachandra, M		Silhavy, R		Vidhya, D. S.; Ramachandra, Manjunath			An Efficient Approach Towards Formal Verification of Mixed Signals Using Feed-Forward Neural Network	CYBERNETICS AND AUTOMATION CONTROL THEORY METHODS IN INTELLIGENT ALGORITHMS	Advances in Intelligent Systems and Computing				8th Computer Science On-Line Conference (CSOC)	APR 24-27, 2019	Prague, CZECH REPUBLIC					The world of integrated has seen vast advancement and most of the semiconductor industries were focusing on analog and mixed signals circuits as it is cost effective solutions on a single chip i.e., system on chip (SoC). This advancement provides analog, digital, and essential mixed signal circuits are integrated on a semiconductor device, which is used to build any modern consumer electronic applications including smart devices. In order to verify or test the mixed signals traditional techniques are not encouraging because of cost, performance and production time. The formal verification is technique which provides the evident of conscious algorithms in a system with respect to formal methods. The demand of formal verification in system on chip (SoC) designs in context of both software and hardware is high because of its cost and accuracy. In this paper, the design of formal verification of mixed signals using Feed Forward Neural Network (FFNN) is analyzed. The design includes mixed signal module, FFNN implemented design, and formal verification for analyze the accuracy of the trained network. The training of FFNN network is performed by using Verilog HDL over Xilinx platform on low cost Artix-7 FPGA. From outcomes it is found that formal verification achieves 94.00% of accuracy with less processing time.																			2194-5357	2194-5365	978-3-030-19813-8; 978-3-030-19812-1				2019	986						31	39		10.1007/978-3-030-19813-8_4	http://dx.doi.org/10.1007/978-3-030-19813-8_4													WOS:000485163400004
J	Pan, Y; Cai, YM; Liu, YF; Fang, YC; Yu, MX; Tan, SH; Huang, R				Pan, Yue; Cai, Yimao; Liu, Yefan; Fang, Yichen; Yu, Muxi; Tan, Shenghu; Huang, Ru			Microscopic origin of read current noise in TaO<sub>x</sub>-based resistive switching memory by ultra-low temperature measurement	APPLIED PHYSICS LETTERS												TaOx-based resistive random access memory (RRAM) attracts considerable attention for the development of next generation nonvolatile memories. However, read current noise in RRAM is one of the critical concerns for storage application, and its microscopic origin is still under debate. In this work, the read current noise in TaOx-based RRAM was studied thoroughly. Based on a noise power spectral density analysis at room temperature and at ultra-low temperature of 25 K, discrete random telegraph noise (RTN) and continuous average current fluctuation (ACF) are identified and decoupled from the total read current noise in TaOx RRAM devices. A statistical comparison of noise amplitude further reveals that ACF depends strongly on the temperature, whereas RTN is independent of the temperature. Measurement results combined with conduction mechanism analysis show that RTN in TaOx RRAM devices arises from electron trapping/detrapping process in the hopping conduction, and ACF is originated from the thermal activation of conduction centers that form the percolation network. At last, a unified model in the framework of hopping conduction is proposed to explain the underlying mechanism of both RTN and ACF noise, which can provide meaningful guidelines for designing noise-immune RRAM devices. (C) 2016 AIP Publishing LLC.																			0003-6951	1077-3118				APR 11	2016	108	15							153504	10.1063/1.4945790	http://dx.doi.org/10.1063/1.4945790													WOS:000374314000060
J	Cai, Y; Su, MX; Cai, XS				Cai Yang; Su Mingxu; Cai Xiaoshu			Method for Mixed-Particle Classification Based on Convolutional Neural Network	ACTA OPTICA SINICA												Traditional methods for mixed-particle classification usually extract particle features from binary images. After designing appropriate features according to the particle type, particles can be classified using widely known classifiers, such as back-propagation neural network and support vector machine (SVM). However, classifying touching particles is a challenging, and inappropriate feature design may further reduce the classification accuracy. Herein, a convolutional neural network (CNN) is utilized to extract the features for building mixed -particle image classifiers. In particular, particle locations in an image arc determined using a region proposal network. Furthermore, a classifier is designed and combined with a fully convolutional network to achieve pixel -level particle segmentation. Experimental analysis is performed on some flowing-mixed -particle systems comprising spherical, elongated, and irregular particles. According to the analysis results, SVM method using manually designed features can achieve an average precision of 87% and recall of 87%, whereas those of the CNN-based method arc up to 97% and 93%, respectively. The latter method can also reduce the analysis error by more than 11% for number median diameter (Dn(50)) of irregular particles. In addition, several shortcomings in traditional methods, such as the need for manually designed features arc solved, making it easier to build an end -to-end system for effective real-time image analysis of flowing mixed particles.																			0253-2239					JUL 10	2019	39	7							0712002	10.3788/AOS201939.0712002	http://dx.doi.org/10.3788/AOS201939.0712002													WOS:000620139400045
C	Diana, F; Giua, A; Seatzu, C			IEEE; IEEE	Diana, F; Giua, A; Seatzu, C			Safeness-enforcing supervisory control for railway networks	2001 IEEE/ASME INTERNATIONAL CONFERENCE ON ADVANCED INTELLIGENT MECHATRONICS PROCEEDINGS, VOLS I AND II	IEEE ASME International Conference on Advanced Intelligent Mechatronics				IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM 01)	JUL 08-12, 2001	COMO, ITALY	IEEE Ind Electr Soc, Amer Soc Mech Engineers, Dynam Syst & Control Div, IEEE Robot & Automat Soc, IEE Japan, ISCIE, IFAC, JSME, JSPE, Robot Soc Japan, SICE				In this paper we deal with the problem of modeling railway networks with Petri nets so as to apply the theory of supervisory control for discrete event systems to automatically design the system controller. We provide a modular representation of railway networks in terms of stations and tracks including sensors and semaphores. We ensure safeness and local liveness imposing both Generalized Mutual Exclusion Constraints and constraints also involving the firing vector.					Giua, Alessandro/G-5827-2012; Giua, Alessandro/AAY-4581-2021	Giua, Alessandro/0000-0002-3859-9472; Giua, Alessandro/0000-0002-3859-9472													2159-6255		0-7803-6736-7				2001							99	104																WOS:000171467700021
J	Feng, Q; Nguang, SK; Perruquetti, W				Feng, Qian; Nguang, Sing Kiong; Perruquetti, Wilfrid			Dissipative stabilization of linear systems with time-varying general distributed delays	AUTOMATICA												New methods are developed for the stabilization of a linear system with general time-varying distributed delays existing at the system's states, inputs and outputs. In contrast to most existing literature where the function of time-varying delay is continuous and bounded, we assume it to be bounded and measurable. Furthermore, the distributed delay kernels can be any square-integrable function over a bounded interval, where the kernels are handled directly by using a decomposition scenario without using approximations. By constructing a Krasovski functional via the application of a novel integral inequality, sufficient conditions for the existence of a dissipative state feedback controller are derived in terms of matrix inequalities without utilizing the existing reciprocally convex combination lemmas. The proposed synthesis (stability) conditions, which take dissipativity into account, can be either solved directly by a standard numerical solver of semidefinite programming if they are convex, or reshaped into linear matrix inequalities, or solved via a proposed iterative algorithm. To the best of our knowledge, no existing methods can handle the synthesis problem investigated in this paper. Finally, numerical examples are presented to demonstrate the effectiveness of the proposed methodologies. (c) 2020 Elsevier Ltd. All rights reserved.						Feng, Qian/0000-0001-7203-7214													0005-1098	1873-2836				DEC	2020	122								109227	10.1016/j.automatica.2020.109227	http://dx.doi.org/10.1016/j.automatica.2020.109227													WOS:000598166900014
J	Vidal, JC; Carreira, P; Amaral, V; Aguiam, J; Sousa, J				Vidal, Juan C.; Carreira, Paulo; Amaral, Vasco; Aguiam, Joao; Sousa, Joao			Towards high-level fuzzy control specifications for building automation systems	SOFTWARE AND SYSTEMS MODELING												The control logic underlying building automation systems has consisted, traditionally, of embedded discrete programs created using either low-level or proprietary scripting languages, or using general purpose fourth-generation visual languages like Simulink. It is also well known that programs developed in this way are hard to evolve, test, and maintain. These difficulties are intensified when continuous control problems have to be tackled or when the actuation must vary continually subject to the sensor inputs. Such is the case in day-lighting or occupancy-based control applications. In this paper, we propose a declarative high-level Domain-Specific Language that aims to reduce the effort required to specify the control logic of building automation systems. Our language combines fuzzy logic and temporal logic, enabling to define the behaviour in terms of domain abstractions. Finally, the approach has been validated in two ways: (i) in a case study that simulates the control system of an automated office room and (ii) by means of an empirical study to confirm usability (with a System Usability Scale questionnaire) and effectiveness, here regarded from the perspective of correctness, of the proposed language with respect to a well-known language like Simulink.					Sousa, Joao M. C./M-7454-2019; Vidal, Juan C./L-7375-2014	Sousa, Joao M. C./0000-0002-8030-4746; Vidal, Juan C./0000-0002-8682-6772													1619-1366	1619-1374				MAY	2020	19	3					625	646		10.1007/s10270-019-00755-8	http://dx.doi.org/10.1007/s10270-019-00755-8													WOS:000528217800008
J	Yang, TT; Li, ZT; Bai, Y; Liu, XL; Ye, T				Yang, Tingting; Li, Zitong; Bai, Yuan; Liu, Xinli; Ye, Tao			Residents' Preferences for Rural Housing Disaster Insurance Attributes in Central and Western Tibet	INTERNATIONAL JOURNAL OF DISASTER RISK SCIENCE												Understanding the heterogeneous preferences of individuals for disaster insurance attributes is critical for product improvement and policy design. In an era of global environmental change, the Qinghai-Tibet Plateau is a hotspot of natural hazards. Improving the capability of rural housing disaster insurance to foster local residents' disaster resilience is of great significance but remains under addressed. We used a discrete choice experiment approach to provide the first estimates of rural residents' preferences for rural housing disaster insurance attributes in central and western Tibet. We estimated residents' preferences and willingness-to-pay for the sum insured, subsidy rate, insured object, and perils covered. The potential impacts of increasing the sum insured, expanding the insured object, and lowering subsidy rates were evaluated. Our results suggest that residents prefer products with a high sum insured, high subsidy rate, and a complete list of insured objects. Residents who have experienced specific hazards tend to prefer the corresponding perils covered. Females and residents who have a closer social network are more likely to purchase insurance. Product improvement and policy simulation results suggest that, while lowering the subsidy rate, increasing the sum insured and expanding the insured object could promote participation and improve residents' welfare. Our results could improve the understanding of the preferences of households in remote regions and support policy implementations.					Yang, Tingting/M-1550-2017														2095-0055	2192-6395				AUG	2023	14	4			SI		697	711		10.1007/s13753-023-00469-y	http://dx.doi.org/10.1007/s13753-023-00469-y		FEB 2023											WOS:000928897000002
C	Liu, ZW; Nojavanzadeh, D; Saberi, D; Saberi, A; Stoorvogel, AA		Fu, J; Sun, J		Liu, Zhenwei; Nojavanzadeh, Donya; Saberi, Dmitri; Saberi, Ali; Stoorvogel, Anton A.			Regulated State Synchronization for Discrete-time Homogeneous Networks of Non-introspective Agents in Presence of Unknown Non-uniform Input Delays: A Scale-free Protocol Design	PROCEEDINGS OF THE 39TH CHINESE CONTROL CONFERENCE	Chinese Control Conference				39th Chinese Control Conference (CCC)	JUL 27-29, 2020	Shenyang, PEOPLES R CHINA					This paper studies regulated state synchronization of discrete-time homogeneous networks of non-introspective agents in presence of unknown non-uniform input delays. A scale free protocol is designed based on localized information exchange, which does not need any knowledge of the directed network topology and the spectrum of the associated Laplacian matrix. The proposed protocol is scalable and achieves state synchronization for any arbitrary number of agents. Meanwhile, an upper bound for the input delay tolerance is obtained, which explicitly depends on the agent dynamics.						Liu, Zhenwei/0000-0003-1223-3218													2161-2927		978-988-15639-0-3				2020							4383	4388																WOS:000629243504090
J	Marshall, WE; Garrick, NW				Marshall, Wesley E.; Garrick, Norman W.			Community design and how much we drive	JOURNAL OF TRANSPORT AND LAND USE												The preponderance of evidence suggests that communities with denser and more connected street networks and a higher degree of mixed land uses results in fewer vehicle kilometers traveled (VKT). However, there is less agreement on the size of the effect. Also, there is no clear understanding of the specific aspects of community design-such as street networks and land use mix-that are most important in contributing to lower VKT. One reason why there is some confusion on this point is that past studies have not always made a clear distinction between different street network design characteristics such as density, connectivity, and configuration. In this research, care was taken to control for land use mix while fully characterizing the different features of the street network, including a street pattern classification system that works at the neighborhood level but also focuses on the citywide street network as a separate entity. We employ a spatial kriging analysis of National Household Travel Survey (NHTS) data in combination with a generalized linear regression model in order to examine the extent to which community design, particularly in terms of street network design while controlling land use mix, influences VKT in 24 California cities of populations from 30,000 to just over 100,000. Our results suggest that residents of more compact street network designs tend to drive less. Street connectivity, however, played an adverse role in performance.					Marshall, Wesley E/G-6387-2012	Marshall, Wesley/0000-0002-3106-7342													1938-7849						2012	5	2					5	20		10.5198/jtlu.v5i2.301	http://dx.doi.org/10.5198/jtlu.v5i2.301													WOS:000415158100002
J	Födisch, P; Wohsmann, J; Lange, B; Schönherr, J; Enghardt, W; Kaever, P				Foedisch, P.; Wohsmann, J.; Lange, B.; Schoenherr, J.; Enghardt, W.; Kaever, P.			Digital high-pass filter deconvolution by means of an infinite impulse response filter	NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT												In the application of semiconductor detectors, the charge-sensitive amplifier is widely used in front-end electronics. The output signal is shaped by a typical exponential decay. Depending on the feedback network, this type of front-end electronics suffers from the ballistic deficit problem, or an increased rate of pulse pile-ups. Moreover, spectroscopy applications require a correction of the pulse-height, while a shortened pulse-width is desirable for high-throughput applications. For both objectives, digital de convolution of the exponential decay is convenient. With a general method and the signals of our custom charge-sensitive amplifier for cadmium zinc telluride detectors, we show how the transfer function of an amplifier is adapted to an infinite impulse response (IIR) filter. This paper investigates different design methods for an IIR filter in the discrete-time domain and verifies the obtained filter coefficients with respect to the equivalent continuous-time frequency response. Finally, the exponential decay is shaped to a step-like output signal that is exploited by a forward-looking pulse processing. (C) 2016 Elsevier B.V. All rights reserved.						Kaever, Peter/0000-0001-5791-5090; Fodisch, Philipp/0000-0002-5662-5988													0168-9002	1872-9576				SEP 11	2016	830						484	496		10.1016/j.nima.2016.06.019	http://dx.doi.org/10.1016/j.nima.2016.06.019													WOS:000381530300063
J	Wu, JL; Yang, SH				Wu, Jenq-Lang; Yang, Sheng-Hsiung			STABILIZING CONTROLLER DESIGN FOR DISCRETE-TIME NETWORKED CONTROL SYSTEMS UNDER A MULTIPLE-PACKET SEQUENTIAL TRANSMISSION POLICY	ASIAN JOURNAL OF CONTROL												This paper considers both state feedback and output feedback stabilization problems for discrete-time networked control systems under a multiple-packet sequential transmission policy. It is shown that the dynamics of the considered multiple-packet transmission networked control systems can be modeled as switched control systems. In addition, based on the multiple Lyapunov function approach, we show that stabilizing networked feedback laws can be obtained by solving linear matrix inequalities.						Wu, Jenq-Lang/0000-0003-1621-3812													1561-8625	1934-6093				SEP	2013	15	5					1555	1561		10.1002/asjc.723	http://dx.doi.org/10.1002/asjc.723													WOS:000324930700034
J	Wu, DX; Wu, J; Chen, S				Wu, Dongxiao; Wu, Jun; Chen, Sheng			Robust stabilisation control for discrete-time networked control systems	INTERNATIONAL JOURNAL OF CONTROL												We consider the analysis and synthesis of discrete-time networked control systems (NCSs), where the plant has additive uncertainty and the controller is updated with the sensor information at stochastic time intervals. It is shown that the problem is linked to H-infinity-control of linear discrete-time stochastic systems and a new small gain theorem is established. Based on this result, sufficient conditions are given for ensuring mean square stability of the NCS, and the genetic algorithm is utilised to design the controller of the NCS based on a linear matrix inequality technique. An illustrative example is given to demonstrate the effectiveness of our proposed method.					Chen, Sheng/F-7835-2011; Wu, Jun/B-4660-2012	Chen, Sheng/0000-0001-6882-600X; 													0020-7179	1366-5820					2010	83	9					1885	1894	PII 923883867	10.1080/00207179.2010.500333	http://dx.doi.org/10.1080/00207179.2010.500333													WOS:000281160000012
J	Dimitriou, L				Dimitriou, Loukas			Optimal competitive pricing in European port container terminals: A game-theoretical framework	TRANSPORTATION RESEARCH INTERDISCIPLINARY PERSPECTIVES												Containers' handling in dedicated port terminals correspond to a highly competitive market where pricing strategies play a decisive role in their economic and operational performance. For that reason, the formation of an appropriate pricing strategy should follow a thorough methodological treatment supporting policymaking and state-of-the-practice. In the current paper, such a methodological framework is developed and applied to a realistic system, incorporating the concept of pricing differentiation among competing container port facilities. Such an approach may identify pricing strategies that significantly differ from the marginal cost pricing practice, typically adopted by the majority of port authorities. As so, the proposed framework uses elements from non-cooperative game theory and equilibrium network design, enabling its application in realistic large-scale cases. Two distinctive instances are analysed in an additive manner, (a) one simplified case demonstrating the properties of the methodological framework and (b) a generalized case reflecting the market of European container terminals. Moreover, optimal pricing strategies are estimated by two distinctive game formats: a strategic/matrix form of discrete strategies and a continuous game form, each confirmatory of the other. The results provide evidence of the pricing opportunities associated with ports' geographical location especially in relation with the demand profiles manifested in such spatially separated markets.																			2590-1982					MAR	2021	9								100287	10.1016/j.trip.2020.100287	http://dx.doi.org/10.1016/j.trip.2020.100287													WOS:001133257400004
C	Ambrozinski, L; Stepinski, T; Uhl, T		Chang, FK		Ambrozinski, L.; Stepinski, T.; Uhl, T.			Self Focusing of 2D Arrays for SHM of Plate-Like Structures Using Time Reversal Operator	STRUCTURAL HEALTH MONITORING 2011: CONDITION-BASED MAINTENANCE AND INTELLIGENT STRUCTURES, VOL 1	Structural Health Monitoring				8th International Workshop on Structural Health Monitoring	SEP 13-15, 2011	Stanford Univ, Stanford, CA	AF Off Sci Res, Army Res Off, Natl Sci Fdn, Off Naval Res	Stanford Univ			Lamb waves have shown a great potential in structural health monitoring (SHIM) of thin plates that are frequently used in engineering structures. Dense transducer networks or active ultrasonic arrays can be employed to generate and receive Lamb waves. Active arrays, however, enable beam steering and can work as spatial filters enabling assessment of large plate areas from a single fixed position. In this paper a novel method for selective focusing of Lamb waves is presented. The algorithm is an extension of the DORT method (French acronym for decomposition of time-reversal operator) where the continuous wavelet transform (CWT) is used for the time-frequency representation (TFR) of nonstationary signals instead of the discrete Fourier transform. An application of the proposed method to self focusing of Lamb waves in an aluminum plate is demonstrated both for a linear and a 2D star-shaped array. The 2D star-like array was designed to eliminate the effect of ambiguous mirrored images encountered for linear arrays. The results obtained with both arrays are presented and compared in the paper. It is shown that the decomposition of the time reversal operator obtained with the proposed method enabled separating point like scatters in the aluminum plate and allowed to focus Lamb waves at a desired point.					Ambrozinski, Lukasz/D-9876-2015	Ambrozinski, Lukasz/0000-0002-3311-2821; , Tadeusz/0000-0002-0067-7308															978-1-60595-053-2				2011							1119	+																WOS:000297634100136
